csv_path,sheet_name,rows,columns,rows_written,note
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cluster_pca_3d_coordinates.csv,cluster_pca_3d_coordinates,330197.0,9.0,200000,truncated_for_excel
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cluster_pca_3d_explained_variance.csv,pca_3d_explained_variance,3.0,3.0,3,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cluster_pca_coordinates.csv,6_cluster_pca_coordinates,47171.0,7.0,47171,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cluster_performance_profiles.csv,6_cluster_performance_profiles,2.0,19.0,2,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cluster_representative_cases.csv,6_cluster_representative_cases,12.0,8.0,12,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_context_stress_test_performance.csv,context_stress_test_performance,102.0,20.0,102,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cost_sensitive_threshold_sensitivity.csv,cost_sensitive_threshold_sensit,4.0,19.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_csv_file_index.csv,t3_6_file_index,82.0,8.0,82,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cutoff_proximity_adjusted_metrics.csv,cutoff_proximity_adjusted_metri,2.0,15.0,2,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cutoff_proximity_case_summary.csv,cutoff_proximity_case_summary,1.0,10.0,1,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_cutoff_proximity_error_summary.csv,cutoff_proximity_error_summary,4.0,11.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_decision_curve_net_benefit.csv,decision_curve_net_benefit,384.0,9.0,384,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_diagnosis_flag_subgroup_specific_model_performance.csv,subgroup_specific_model_perform,32.0,28.0,32,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_diagnosis_flag_subgroup_specific_model_thresholds.csv,subgroup_specific_model_thresho,1584.0,18.0,1584,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_error_anatomy_summary.csv,6_error_anatomy_summary,7.0,17.0,7,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_false_negative_profile_comparison.csv,false_negative_profile_comparis,76.0,6.0,76,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_false_positive_context_summary.csv,false_positive_context_summary,6.0,4.0,6,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_false_positive_future_readmission.csv,false_positive_future_readmissi,5.0,6.0,5,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_final_threshold_recommendation.csv,6_final_threshold_recommendatio,32.0,21.0,32,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_fixed_recall_threshold_sensitivity.csv,fixed_recall_threshold_sensitiv,4.0,17.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_full_only_feature_family_summary.csv,only_feature_family_summary,20.0,6.0,20,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_full_only_feature_importance_rank.csv,only_feature_importance_rank,1430.0,7.0,1430,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_full_vs_shap_guided_threshold_030_performance.csv,guided_threshold_030_performanc,4.0,19.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_full_vs_shap_guided_threshold_030_reclassification.csv,guided_threshold_030_reclassifi,8.0,8.0,8,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_high_confidence_error_analysis.csv,high_confidence_error_analysis,4.0,8.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_high_risk_strata_analysis.csv,high_risk_strata_analysis,256.0,10.0,256,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_high_risk_strata_summary.csv,high_risk_strata_summary,96.0,13.0,96,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_leakage_control_audit_table.csv,leakage_control_audit_table,6.0,4.0,6,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_methodology_audit_table.csv,6_methodology_audit_table,7.0,5.0,7,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_model_metric_bootstrap_confidence_intervals.csv,metric_bootstrap_confidence_int,80.0,8.0,80,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_model_run_provenance.csv,6_model_run_provenance,25.0,2.0,25,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_non_psychiatric_subgroup_sensitivity.csv,non_psychiatric_subgroup_sensit,2.0,19.0,2,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_optimal_f1_threshold_comparison.csv,optimal_f1_threshold_comparison,13.0,25.0,13,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_paired_model_bootstrap_differences.csv,paired_model_bootstrap_differen,72.0,10.0,72,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_paired_probability_correlations.csv,6_paired_probability_correlatio,28.0,6.0,28,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_prediction_probability_band_errors.csv,prediction_probability_band_err,10.0,10.0,10,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_probability_calibration_bins.csv,6_probability_calibration_bins,310.0,8.0,310,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_probability_calibration_summary.csv,6_probability_calibration_summa,31.0,6.0,31,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_probability_ensemble_performance.csv,6_probability_ensemble_performa,8.0,25.0,8,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_probability_ensemble_predictions.csv,6_probability_ensemble_predicti,377368.0,12.0,200000,truncated_for_excel
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_probability_ensemble_thresholds.csv,6_probability_ensemble_threshol,792.0,23.0,792,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_psychiatric_outcome_window_error_reclassification.csv,outcome_window_error_reclassifi,12.0,14.0,12,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_psychiatric_outcome_window_score_transfer.csv,outcome_window_score_transfer,15.0,21.0,15,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_readmission_timing_error_mix.csv,readmission_timing_error_mix,20.0,6.0,20,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_recommended_model_performance_comparison.csv,recommended_model_performance_c,32.0,36.0,32,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reduced_feature_metric_changes_vs_primary.csv,metric_changes_vs_primary,8.0,15.0,8,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reduced_feature_model_performance_comparison.csv,feature_model_performance_compa,8.0,26.0,8,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reduced_feature_performance_comparison.csv,reduced_feature_performance_com,12.0,27.0,12,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reduced_feature_removed_features.csv,reduced_feature_removed_feature,645.0,2.0,645,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reduced_feature_set_summary.csv,reduced_feature_set_summary,14.0,2.0,14,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_reproducibility_audit_table.csv,6_reproducibility_audit_table,19.0,2.0,19,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_risk_strata_error_mix.csv,risk_strata_error_mix,4.0,9.0,4,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_subgroup_error_burden.csv,,,,0,read_failed: No columns to parse from file
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_subgroup_performance_with_confidence_intervals.csv,performance_with_confidence_int,60.0,27.0,60,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_subgroup_specific_model_performance.csv,subgroup_specific_model_perfo_1,18.0,28.0,18,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_subgroup_specific_model_thresholds.csv,subgroup_specific_model_thres_1,891.0,18.0,891,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_threshold_tradeoff_summary.csv,6_threshold_tradeoff_summary,1041.0,14.0,1041,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_top_n_shap_feature_names.csv,n_shap_feature_names,2889.0,3.0,2889,complete
/scratch/DissProject/outputs/WP3_6/csv_tables/t3_6_top_n_shap_feature_sensitivity.csv,n_shap_feature_sensitivity,13.0,22.0,13,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_full_better_than_shap_guided_threshold_030_cases.csv,guided_threshold_030_cases,1877.0,14.0,1877,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_full_only_feature_family_summary.csv,only_feature_family_summary_1,20.0,6.0,20,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_full_only_feature_importance_rank.csv,only_feature_importance_rank_1,1430.0,7.0,1430,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_full_vs_shap_guided_threshold_030_performance.csv,guided_threshold_030_performa_1,4.0,19.0,4,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_full_vs_shap_guided_threshold_030_reclassification.csv,guided_threshold_030_reclassi_1,8.0,8.0,8,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_targeted_lightgbm_full_vs_shap_guided_threshold_030_cases.csv,guided_threshold_030_cases_1,47171.0,14.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_6_targeted_xgboost_full_vs_shap_guided_threshold_030_cases.csv,guided_threshold_030_cases_2,47171.0,14.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_feature_metric_changes_vs_primary.csv,metric_changes_vs_primary_1,8.0,15.0,8,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_feature_model_performance_comparison.csv,feature_model_performance_com_1,8.0,26.0,8,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_feature_output_file_summary.csv,feature_output_file_summary,50.0,3.0,50,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_lightgbm_targeted_feature_importance.csv,lightgbm_targeted_feature_impor,5867.0,4.0,5867,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_lightgbm_targeted_performance_comparison.csv,lightgbm_targeted_performance_c,4.0,26.0,4,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_xgboost_targeted_feature_importance.csv,xgboost_targeted_feature_import,5867.0,4.0,5867,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/csv_tables/t3_reduced_xgboost_targeted_performance_comparison.csv,xgboost_targeted_performance_co,4.0,26.0,4,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/clean_feature_audit/t3_reduced_lightgbm_targeted_clean_feature_audit_feature_importance.csv,feature_audit_feature_importanc,1618.0,4.0,1618,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/clean_feature_audit/t3_reduced_lightgbm_targeted_clean_feature_audit_test_predictions.csv,feature_audit_test_predictions,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/clean_feature_audit/t3_reduced_lightgbm_targeted_clean_feature_audit_threshold_search_training.csv,audit_threshold_search_training,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/full_processed_matrix/t3_reduced_lightgbm_targeted_full_processed_matrix_feature_importance.csv,processed_matrix_feature_import,1688.0,4.0,1688,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/full_processed_matrix/t3_reduced_lightgbm_targeted_full_processed_matrix_test_predictions.csv,processed_matrix_test_predictio,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/full_processed_matrix/t3_reduced_lightgbm_targeted_full_processed_matrix_threshold_search_training.csv,matrix_threshold_search_trainin,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/runtime_trimmed_feature_audit/t3_reduced_lightgbm_targeted_runtime_trimmed_feature_audit_feature_importance.csv,feature_audit_feature_importa_1,1588.0,4.0,1588,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/runtime_trimmed_feature_audit/t3_reduced_lightgbm_targeted_runtime_trimmed_feature_audit_test_predictions.csv,feature_audit_test_prediction_1,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/runtime_trimmed_feature_audit/t3_reduced_lightgbm_targeted_runtime_trimmed_feature_audit_threshold_search_training.csv,audit_threshold_search_traini_1,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/shap_guided_reduced_feature_set/t3_reduced_lightgbm_targeted_shap_guided_reduced_feature_set_feature_importance.csv,feature_set_feature_importance,973.0,4.0,973,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/shap_guided_reduced_feature_set/t3_reduced_lightgbm_targeted_shap_guided_reduced_feature_set_test_predictions.csv,feature_set_test_predictions,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/lightgbm_targeted/shap_guided_reduced_feature_set/t3_reduced_lightgbm_targeted_shap_guided_reduced_feature_set_threshold_search_training.csv,set_threshold_search_training,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/clean_feature_audit/t3_reduced_xgboost_targeted_clean_feature_audit_feature_importance.csv,feature_audit_feature_importa_2,1618.0,4.0,1618,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/clean_feature_audit/t3_reduced_xgboost_targeted_clean_feature_audit_test_predictions.csv,feature_audit_test_prediction_2,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/clean_feature_audit/t3_reduced_xgboost_targeted_clean_feature_audit_threshold_search_training.csv,audit_threshold_search_traini_2,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/full_processed_matrix/t3_reduced_xgboost_targeted_full_processed_matrix_feature_importance.csv,processed_matrix_feature_impo_1,1688.0,4.0,1688,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/full_processed_matrix/t3_reduced_xgboost_targeted_full_processed_matrix_test_predictions.csv,processed_matrix_test_predict_1,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/full_processed_matrix/t3_reduced_xgboost_targeted_full_processed_matrix_threshold_search_training.csv,matrix_threshold_search_train_1,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/runtime_trimmed_feature_audit/t3_reduced_xgboost_targeted_runtime_trimmed_feature_audit_feature_importance.csv,feature_audit_feature_importa_3,1588.0,4.0,1588,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/runtime_trimmed_feature_audit/t3_reduced_xgboost_targeted_runtime_trimmed_feature_audit_test_predictions.csv,feature_audit_test_prediction_3,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/runtime_trimmed_feature_audit/t3_reduced_xgboost_targeted_runtime_trimmed_feature_audit_threshold_search_training.csv,audit_threshold_search_traini_3,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/shap_guided_reduced_feature_set/t3_reduced_xgboost_targeted_shap_guided_reduced_feature_set_feature_importance.csv,feature_set_feature_importanc_1,973.0,4.0,973,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/shap_guided_reduced_feature_set/t3_reduced_xgboost_targeted_shap_guided_reduced_feature_set_test_predictions.csv,feature_set_test_predictions_1,47171.0,15.0,47171,complete
/scratch/DissProject/outputs/WP3_6/reduced_feature_sensitivity/xgboost_targeted/shap_guided_reduced_feature_set/t3_reduced_xgboost_targeted_shap_guided_reduced_feature_set_threshold_search_training.csv,set_threshold_search_training_1,99.0,15.0,99,complete
/scratch/DissProject/outputs/WP3_6/wp3_6_csv_table_workbook_index.csv,6_table_workbook_index,121.0,6.0,121,complete
