subgroup_family,subgroup_name,subgroup_admissions,complement_admissions,subgroup_readmission_rate,complement_readmission_rate,readmission_rate_difference,subgroup_pr_auc,complement_pr_auc,pr_auc_difference,subgroup_recall,complement_recall,recall_difference,subgroup_precision,complement_precision,precision_difference,absolute_pr_auc_difference,absolute_recall_difference
discharge_pathway,low_aftercare_quality_flag,5719,41452,0.3353733170134639,0.1785438579561903,0.1568294590572736,0.8664648749736266,0.5001589047605117,0.36630597021311484,0.8613138686131386,0.45074989866234294,0.4105639699507957,0.6712718407151564,0.47487544483985766,0.19639639587529878,0.36630597021311484,0.4105639699507957
diagnosis,has_self_harm_or_suicidal_ideation,3648,43523,0.33826754385964913,0.18576384899937964,0.1525036948602695,0.883581753399686,0.5369231607883925,0.3466585926112935,0.8387358184764991,0.4889301175015461,0.34980570097495306,0.7247899159663865,0.49056837925043434,0.2342215367159522,0.3466585926112935,0.34980570097495306
demographics,age_80plus,5476,41695,0.12783053323593865,0.20671543350521646,-0.0788849002692778,0.3340200584381712,0.6148619225495295,-0.28084186411135836,0.18714285714285714,0.5635224504002785,-0.3763795932574213,0.4532871972318339,0.5281069914102424,-0.0748197941784085,0.28084186411135836,0.3763795932574213
diagnosis,self_harm_and_substance_use_flag,1867,45304,0.3304767005891805,0.19208016952145507,0.13839653106772543,0.8501417563985108,0.5740240521303249,0.2761177042681858,0.8249594813614263,0.5147092622385658,0.31025021912286044,0.668856767411301,0.5133524355300859,0.15550433188121504,0.2761177042681858,0.31025021912286044
diagnosis,new_psychosis_this_admission_flag,1452,45719,0.2871900826446281,0.19471117041055142,0.09247891223407667,0.8537695007471603,0.5800881419594948,0.27368135878766553,0.7410071942446043,0.5256122219725904,0.21539497227201387,0.7592137592137592,0.5153651283180967,0.24384863089566255,0.27368135878766553,0.21539497227201387
diagnosis,has_psychotic_disorder,3064,44107,0.3087467362924282,0.18983381322692544,0.11891292306550277,0.8311904270120671,0.5626684818482031,0.2685219451638641,0.7526427061310782,0.5106891197898006,0.24195358634127762,0.678741658722593,0.5068152186796254,0.17192644004296753,0.2685219451638641,0.24195358634127762
demographics,age_65plus,14783,32388,0.14503145504971926,0.2215326664196616,-0.07650121136994234,0.3907978845348333,0.6489685500377965,-0.25817066550296325,0.2677238805970149,0.615191637630662,-0.3474677570336471,0.45161290322580644,0.5373097991479002,-0.08569689592209379,0.25817066550296325,0.3474677570336471
medical_complexity,age_65plus_x_charlson,11407,35764,0.15218725344086964,0.2120288558326809,-0.05984160239181127,0.3820892503632611,0.6383016102804383,-0.2562123599171772,0.27419354838709675,0.5950151655017804,-0.3208216171146836,0.4335154826958106,0.5379113018597997,-0.10439581916398916,0.2562123599171772,0.3208216171146836
care_process,late_medication_change_intensity_score_any,29135,18036,0.1787540758537841,0.2279330228432025,-0.04917894698941838,0.4680046056606716,0.7240094062831943,-0.25600480062252273,0.44719662058371734,0.6468012648990513,-0.19960464431533398,0.45205745341614906,0.6135209967697277,-0.16146354335357865,0.25600480062252273,0.19960464431533398
demographics,age_70plus,11090,36081,0.13706041478809738,0.2161525456611513,-0.07909213087305392,0.37847726345749133,0.6331017410473734,-0.25462447758988205,0.24144736842105263,0.5925118604949352,-0.3510644920738826,0.4604767879548306,0.5318218437104385,-0.0713450557556079,0.25462447758988205,0.3510644920738826
