subgroup_family,subgroup_name,readmitted_30d,readmitted_365d_psych,readmitted_60d_psych,readmitted_90d_psych,readmitted_60d_psych_minus_30d,readmitted_90d_psych_minus_30d,readmitted_365d_psych_minus_30d
demographics,marital_status_SINGLE,0.22654348805768365,0.4274898602974313,0.28138801261829655,0.3152771518702118,0.054844524560612895,0.08873366381252817,0.20094637223974765
demographics,marital_status_Unknown,0.059755219582433405,0.11087113030957524,0.06767458603311735,0.07487401007919367,0.007919366450683946,0.015118790496760265,0.05111591072714183
demographics,marital_status_WIDOWED,0.15795328142380421,0.3414905450500556,0.20867630700778642,0.2424916573971079,0.0507230255839822,0.08453837597330369,0.1835372636262514
demographics,race_BLACK/AFRICAN AMERICAN,0.2482641567659312,0.47137787378490975,0.3078228668415368,0.3471686468137633,0.05955871007560562,0.09890449004783211,0.22311371701897856
demographics,race_HISPANIC OR LATINO,0.21636363636363637,0.43636363636363634,0.25636363636363635,0.2963636363636364,0.03999999999999998,0.08000000000000002,0.21999999999999997
demographics,race_HISPANIC/LATINO - PUERTO RICAN,0.200652528548124,0.43148450244698205,0.26508972267536707,0.31402936378466556,0.06443719412724308,0.11337683523654157,0.23083197389885807
demographics,race_OTHER,0.17124735729386892,0.30021141649048627,0.20084566596194503,0.222692036645525,0.029598308668076112,0.051444679351656086,0.12896405919661735
demographics,race_UNKNOWN,0.048513302034428794,0.11267605633802817,0.056338028169014086,0.06259780907668232,0.007824726134585291,0.014084507042253523,0.06416275430359938
demographics,race_WHITE,0.19533719704952582,0.3817834562697576,0.2484523182297155,0.2790766596417281,0.053115121180189684,0.0837394625922023,0.1864462592202318
demographics,race_WHITE - OTHER EUROPEAN,0.196513470681458,0.3763866877971474,0.2432646592709984,0.2694136291600634,0.046751188589540416,0.0729001584786054,0.1798732171156894
demographics,race_WHITE - RUSSIAN,0.17,0.37,0.216,0.248,0.045999999999999985,0.07799999999999999,0.19999999999999998
diagnosis,depression_and_substance_use_flag,0.2596117244004568,0.5074229158736201,0.33346022078416443,0.374571754853445,0.0738484963837076,0.1149600304529882,0.24781119147316327
diagnosis,has_anxiety_ptsd,0.20879851143009037,0.3939393939393939,0.26169590643274854,0.29339447102605,0.052897395002658165,0.08459595959595961,0.18514088250930355
diagnosis,has_bipolar_disorder,0.2578268876611418,0.469876348329387,0.3149171270718232,0.34964483030781374,0.057090239410681365,0.09181794264667192,0.2120494606682452
diagnosis,has_cognitive_delirium,0.14742170199304017,0.32046820626384054,0.19250237266687756,0.22018348623853212,0.04508067067383739,0.07276178424549196,0.17304650427080037
diagnosis,has_depression,0.21792938484738184,0.42301492382091416,0.27694867661588063,0.3114762622848526,0.059019291768498794,0.09354687743747075,0.20508553897353232
diagnosis,has_personality_disorder,0.29535398230088494,0.5254424778761062,0.36172566371681414,0.41261061946902655,0.0663716814159292,0.11725663716814161,0.23008849557522126
diagnosis,has_psychotic_disorder,0.3087467362924282,0.5094647519582245,0.36357702349869453,0.39556135770234985,0.054830287206266315,0.08681462140992163,0.20071801566579628
diagnosis,has_self_harm_or_suicidal_ideation,0.33826754385964913,0.506578947368421,0.3826754385964912,0.4128289473684211,0.04440789473684209,0.07456140350877194,0.16831140350877188
diagnosis,has_severe_mental_illness,0.2795598946226561,0.48365101503176816,0.33410816674415,0.36804587013792034,0.05454827212149388,0.08848597551526421,0.20409112040911204
diagnosis,has_substance_use,0.20800320930699026,0.4138000200581687,0.26486811754086853,0.2988667134690603,0.05686490823387827,0.09086350416207004,0.20579681075117842
diagnosis,new_psychosis_this_admission_flag,0.2871900826446281,0.4221763085399449,0.3216253443526171,0.34297520661157027,0.034435261707988996,0.055785123966942185,0.13498622589531684
diagnosis,new_self_harm_this_admission_flag,0.34047508150908246,0.455985095482068,0.37168141592920356,0.3893805309734513,0.031206334420121107,0.048905449464368866,0.11551001397298555
diagnosis,psychosis_and_substance_use_flag,0.29526462395543174,0.5181058495821727,0.3630454967502321,0.39740018570102137,0.06778087279480038,0.10213556174558963,0.2228412256267409
diagnosis,self_harm_and_substance_use_flag,0.3304767005891805,0.5425816818425281,0.39314408141403323,0.4317086234600964,0.06266738082485274,0.10123192287091592,0.2121049812533476
discharge_pathway,discharged_against_advice,0.31688804554079697,0.5426944971537002,0.3795066413662239,0.4117647058823529,0.06261859582542695,0.09487666034155595,0.22580645161290325
discharge_pathway,discharged_home_flag,0.15955460266961755,0.35548793139221246,0.21260114807386402,0.2438619544920119,0.05304654540424647,0.08430735182239435,0.19593332872259492
discharge_pathway,discharged_to_facility_flag,0.19876752054132432,0.3960246495891735,0.2586998550024166,0.29337844369260513,0.05993233446109228,0.0946109231512808,0.19725712904784917
discharge_pathway,discharged_to_psych_facility_flag,0.5376532399299475,0.6462346760070052,0.5761821366024519,0.5936952714535902,0.038528896672504365,0.05604203152364273,0.10858143607705772
discharge_pathway,had_substance_use_followup_order,0.19543973941368079,0.4169381107491857,0.250814332247557,0.2899022801302932,0.05537459283387622,0.09446254071661239,0.2214983713355049
discharge_pathway,home_discharge_with_psych_risk,0.15604681404421328,0.37451235370611186,0.21456436931079323,0.24577373211963588,0.05851755526657995,0.0897269180754226,0.21846553966189858
discharge_pathway,home_discharge_without_discharge_planning_order_flag,0.22006472491909385,0.36893203883495146,0.2621359223300971,0.28802588996763756,0.042071197411003236,0.06796116504854371,0.1488673139158576
discharge_pathway,home_discharge_without_followup_order_flag,0.1441596845736816,0.3185066535239034,0.1882700837851158,0.21599310004928537,0.0441103992114342,0.07183341547560376,0.17434696895022178
discharge_pathway,low_aftercare_quality_flag,0.3353733170134639,0.4888966602552894,0.37419129218394825,0.40269277845777235,0.03881797517048435,0.06731946144430845,0.15352334324182548
discharge_pathway,protective_aftercare_present_flag,0.17290973802438883,0.3709084544022405,0.2288056479374526,0.26212147733239977,0.05589590991306376,0.08921173930801093,0.19799871637785169
medical_complexity,age_65plus_x_charlson,0.15218725344086964,0.3290961690190234,0.20119225037257824,0.23056018234417464,0.049004996931708594,0.078372928903305,0.17690891557815375
medical_complexity,charlson_3plus,0.21805221573342495,0.4396255582274133,0.2869288904156647,0.32591892820336654,0.06887667468223976,0.10786671246994159,0.22157334249398833
medical_complexity,charlson_5plus,0.22238640561507203,0.4403398596231991,0.2940524565940155,0.3361654968599926,0.07166605097894349,0.11377909124492055,0.21795345400812707
medical_complexity,had_icu_stay,0.15452292441140025,0.2888475836431227,0.19504337050805454,0.218091697645601,0.04052044609665428,0.06356877323420074,0.13432465923172243
medical_complexity,medical_complexity_no_aftercare_flag,0.19257703081232494,0.3604108309990663,0.2364612511671335,0.26587301587301587,0.04388422035480857,0.07329598506069093,0.16783380018674135
medical_complexity,vital_instability_near_discharge_score,0.1013734466971877,0.19424460431654678,0.13211249182472204,0.1471550032701112,0.030739045127534337,0.04578155657292349,0.09287115761935907
prior_utilisation,low_psych_history_but_prior_admissions,0.13597513597513597,0.3107031857031857,0.17812742812742813,0.2055167055167055,0.04215229215229216,0.06954156954156954,0.17472804972804976
prior_utilisation,previous_ed_visits_365d_any,0.27361231459299656,0.5348896477904073,0.35154696977419847,0.3978796065038993,0.0779346551812019,0.12426729191090274,0.2612773331974107
prior_utilisation,previous_ed_visits_365d_high,0.4564850021123785,0.7598225602027884,0.5766793409378961,0.6394169835234474,0.12019433882551755,0.18293198141106892,0.30333755809040985
prior_utilisation,previous_icu_admissions_any,0.27384583026606374,0.5238195393837417,0.35261331370280785,0.3953097065937533,0.07876748343674411,0.12146387632768957,0.24997370911767797
prior_utilisation,previous_icu_admissions_high,0.27384583026606374,0.5238195393837417,0.35261331370280785,0.3953097065937533,0.07876748343674411,0.12146387632768957,0.24997370911767797
prior_utilisation,previous_nonpsych_admissions_365d_any,0.23107203779031624,0.44259283558588114,0.2981236058260071,0.3385382495735468,0.06705156803569087,0.10746621178323054,0.2115207977955649
prior_utilisation,previous_nonpsych_admissions_365d_high,0.23107203779031624,0.44259283558588114,0.2981236058260071,0.3385382495735468,0.06705156803569087,0.10746621178323054,0.2115207977955649
prior_utilisation,previous_psych_admissions_365d_any,0.2831626087404128,0.5512431152519689,0.3633602717866886,0.4105626190353632,0.08019766304627579,0.12740001029495035,0.26808050651155607
prior_utilisation,previous_psych_admissions_365d_high,0.42176970407266334,0.735716378552593,0.536185174333431,0.597568121886903,0.1144154702607677,0.17579841781423966,0.31394667447992963
prior_utilisation,previous_psych_admissions_90d_any,0.31734399289362647,0.5736916129987416,0.4018062032718928,0.44866385372714485,0.08446221037826634,0.13131986083351838,0.25634762010511514
prior_utilisation,previous_psych_admissions_90d_high,0.4505577613915674,0.7162034411041784,0.5532236717716015,0.6055965210814899,0.10266591038003409,0.15503875968992248,0.26564567971261105
prior_utilisation,previous_total_admissions_any,0.23217710190761362,0.46792046563267503,0.29919590889210373,0.3395350402045554,0.06701880698449011,0.10735793829694176,0.2357433637250614
prior_utilisation,previous_total_admissions_high,0.4018562401263823,0.7251184834123223,0.5150078988941548,0.5799763033175356,0.11315165876777245,0.17812006319115326,0.32326224328594
