subgroup_family,subgroup_name,classification_group,subgroup_admissions,classification_group_total,subgroup_count_in_group,subgroup_rate_in_group,subgroup_rate_overall,enrichment_ratio,chi_square_p_value,admissions,readmissions,readmission_rate,pr_auc_average_precision,recall_sensitivity,precision,interpretation_reliability,error_profile_priority_score
demographics,age_40_to_64,false_positive,21361,4498,2666,0.5927078701645175,0.4528417883869327,1.308863018750548,3.1348236265121095e-87,21361,4796,0.22452132390805674,0.6105544594550312,0.591117597998332,0.515360843483003,main_interpretation,10.32524016186707
medical_complexity,charlson_5plus,false_positive,2707,4498,434,0.09648732770120054,0.05738695384876301,1.6813460417411639,3.0526513521047016e-32,2707,602,0.22238640561507203,0.441298180039508,0.5016611295681063,0.41032608695652173,main_interpretation,10.21475900157885
discharge_pathway,low_aftercare_quality_flag,false_positive,5719,4498,809,0.17985771453979546,0.12123974475843209,1.4834880665425234,1.2836285186898045e-36,5719,1918,0.3353733170134639,0.8664648749736266,0.8613138686131386,0.6712718407151564,main_interpretation,9.934970387639815
demographics,marital_status_SINGLE,false_positive,22190,4498,2643,0.587594486438417,0.47041614551313304,1.2490950662364386,1.9363576168824395e-61,22190,5027,0.22654348805768365,0.6534153221955619,0.6144817982892381,0.5389043963712491,main_interpretation,9.84292932953892
diagnosis,has_substance_use,false_positive,19942,4498,2333,0.5186749666518453,0.42275974645438935,1.2268787910908734,1.4307480256551872e-42,19942,4148,0.20800320930699026,0.6119120438974142,0.5940212150433944,0.5136543673129039,main_interpretation,9.514860707205244
discharge_pathway,home_discharge_without_discharge_planning_order_flag,false_positive,309,4498,66,0.014673188083592708,0.006550634923999915,2.2399642559584194,2.5111630347285937e-12,309,68,0.22006472491909385,0.5563480865378473,0.6764705882352942,0.4107142857142857,supporting_interpretation,9.418361174727941
demographics,gender_M,false_positive,23471,4498,2576,0.5726989773232548,0.49757266116893856,1.150985618819618,3.7193040371726835e-26,23471,4855,0.20685100762643263,0.6113307130540441,0.5746652935118435,0.5199403652627655,main_interpretation,9.040279818187893
diagnosis,has_personality_disorder,false_positive,904,4498,150,0.03334815473543797,0.01916431705921011,1.740117043169629,4.562440491181429e-13,904,267,0.29535398230088494,0.6757012689362834,0.6666666666666666,0.5426829268292683,supporting_interpretation,8.730654154392985
diagnosis,has_bipolar_disorder,false_positive,3801,4498,506,0.11249444197421075,0.080579169404931,1.3960734865470916,1.7335641265489092e-16,3801,980,0.2578268876611418,0.695519311030472,0.6469387755102041,0.5561403508771929,main_interpretation,8.695459072780467
diagnosis,has_severe_mental_illness,false_positive,6453,4498,795,0.17674522009782126,0.13680015263615358,1.2919957813783243,2.9879665618246745e-16,6453,1804,0.2795598946226561,0.7631138642913055,0.6929046563192904,0.6112469437652812,main_interpretation,8.630013969409033
diagnosis,has_depression,false_positive,19231,4498,2072,0.4606491774121832,0.4076869262894575,1.1299091231714469,3.356366247215202e-14,19231,4191,0.21792938484738184,0.6156623960816711,0.5592937246480554,0.5307971014492754,main_interpretation,8.628835883240006
demographics,language_English,false_positive,43738,4498,4251,0.9450867052023122,0.9272222339997032,1.0192666553362812,1.442648906176126e-06,43738,8766,0.20042068681695552,0.6015467890464571,0.5419803787360256,0.527771606309709,main_interpretation,8.516120433441793
care_process,quiet_risk_summary_score_any,false_positive,47171,4498,4498,1.0,1.0,1.0,,47171,9319,0.1975578215428971,0.5964790342960908,0.535250563365168,0.5258275353152013,main_interpretation,8.411610428841172
demographics,race_BLACK/AFRICAN AMERICAN,false_positive,6481,4498,770,0.1711871943085816,0.13739373767781052,1.2459606762428797,5.23906539490076e-12,6481,1609,0.2482641567659312,0.6919440695888543,0.6444996892479801,0.57387935805202,main_interpretation,8.282758301376894
care_process,late_medication_change_intensity_score_any,false_positive,29135,4498,2823,0.6276122721209426,0.6176464353098302,1.0161351806492873,0.15274115253986842,29135,5208,0.1787540758537841,0.4680046056606716,0.44719662058371734,0.45205745341614906,main_interpretation,8.074118285409662
demographics,race_WHITE,false_positive,30368,4498,2895,0.6436193863939529,0.6437853766085094,0.9997421652920558,0.9935583747312887,30368,5932,0.19533719704952582,0.5555571882278715,0.49527983816587995,0.5036859249099949,main_interpretation,7.969030530938354
care_process,num_care_team_touchpoints_any,false_positive,44925,4498,4093,0.9099599822143175,0.9523859998728033,0.9554529175521774,1.3226861139563384e-44,44925,8247,0.18357262103505842,0.5364401610779976,0.4823572208075664,0.49287572791475653,main_interpretation,7.946767307827936
care_process,num_total_poe_orders_any,false_positive,44816,4498,4077,0.906402845709204,0.9500752581034958,0.9540326810725827,3.6019455898197057e-45,44816,8230,0.18363977151017494,0.53700197969576,0.4825030376670717,0.4934145129224652,main_interpretation,7.931218990967548
care_process,orders_last_24h_before_discharge_any,false_positive,44410,4498,4006,0.8906180524677635,0.9414682749994701,0.9459883844394702,1.8883997729749223e-52,44410,7997,0.18007205584327854,0.5176726223543198,0.4686757534075278,0.4833634253288625,main_interpretation,7.847728652316696
diagnosis,self_harm_and_substance_use_flag,false_positive,1867,4498,252,0.05602489995553579,0.03957940259905451,1.4155064573125755,3.4724928889638427e-09,1867,617,0.3304767005891805,0.8501417563985108,0.8249594813614263,0.668856767411301,main_interpretation,7.832548552119336
diagnosis,has_anxiety_ptsd,false_positive,15048,4498,1521,0.33815028901734107,0.31900956095906385,1.0600004840003319,0.003990593029155525,15048,3142,0.20879851143009037,0.5968575006008692,0.5429662635264163,0.5286643941741556,main_interpretation,7.767450917375141
care_process,care_team_touchpoints_last_12h_before_discharge_any,false_positive,43117,4498,3845,0.85482436638506,0.914057365754383,0.9351977221687423,4.862505358313324e-50,43117,7207,0.1671498480877612,0.42575434946210267,0.4147356736506175,0.43737196371085746,main_interpretation,7.719859800718046
care_process,orders_last_12h_before_discharge_any,false_positive,43122,4498,3845,0.85482436638506,0.9141633630832503,0.9350892859039391,2.8806686189486685e-50,43122,7207,0.16713046704698298,0.4257486028456738,0.4147356736506175,0.43737196371085746,main_interpretation,7.7189646822401565
care_process,late_order_type_diversity_last_12h_any,false_positive,43044,4498,3837,0.8530457981325034,0.9125098047529202,0.9348346655447523,1.2253538749008326e-49,43044,7197,0.16720100362419849,0.42508939905811105,0.4142003612616368,0.4372249926664711,main_interpretation,7.714916285828058
demographics,age_under_40,false_positive,11027,4498,1135,0.25233437083148064,0.2337665090839711,1.0794290928168833,0.0021046292614588413,11027,2379,0.21574317584111727,0.7175175278404943,0.6637242538881883,0.581798084008843,main_interpretation,7.5940736018451
discharge_pathway,protective_aftercare_present_flag,false_positive,34278,4498,3056,0.6794130724766563,0.7266752877827479,0.9349610257831948,8.636899219742633e-14,34278,5927,0.17290973802438883,0.41507309006903736,0.3919352117428716,0.4318646588585239,main_interpretation,7.503239240499397
discharge_pathway,discharged_to_facility_flag,false_positive,16552,4498,1597,0.3550466874166296,0.35089355748235146,1.0118358683017057,0.5503754688931615,16552,3290,0.19876752054132432,0.4957847561285951,0.42948328267477204,0.46943521594684384,main_interpretation,7.463815505035879
demographics,marital_status_DIVORCED,false_positive,4289,4498,485,0.10782570031124944,0.0909245087023807,1.1858815829755065,3.8224731428288215e-05,4289,914,0.21310328747959897,0.6045911566355169,0.5612691466083151,0.5140280561122245,main_interpretation,7.336110875527847
diagnosis,psychosis_and_substance_use_flag,false_positive,1077,4498,144,0.03201422854602046,0.02283182463801912,1.4021756497161848,1.8492674338219577e-05,1077,318,0.29526462395543174,0.8104171014114643,0.7515723270440252,0.6240208877284595,main_interpretation,6.978254868743028
care_process,late_order_type_diversity_last_12h_high,false_positive,9714,4498,940,0.2089817696754113,0.2059316105234148,1.014811515066793,0.6083129008991076,9714,1679,0.17284331892114474,0.40594793896452236,0.4091721262656343,0.4222495390288875,main_interpretation,6.948356741058823
demographics,insurance_grouped_Medicare,false_positive,21195,4498,1854,0.41218319253001334,0.44932267706853785,0.9173434005583043,1.5292309465887302e-07,21195,3976,0.18759141306912008,0.5290279943755272,0.4615191146881288,0.49742477636215776,main_interpretation,6.903596166082115
care_process,orders_last_12h_before_discharge_high,false_positive,4729,4498,497,0.11049355269008448,0.1002522736427042,1.1021550801319466,0.017389808080714587,4729,802,0.16959187989004018,0.42962718345610895,0.44389027431421446,0.41735052754982416,main_interpretation,6.84504442556058
diagnosis,has_self_harm_or_suicidal_ideation,false_positive,3648,4498,393,0.08737216540684749,0.07733565114159123,1.1297786223701762,0.00879241065444806,3648,1234,0.33826754385964913,0.883581753399686,0.8387358184764991,0.7247899159663865,main_interpretation,6.75195349710737
diagnosis,has_psychotic_disorder,false_positive,3064,4498,337,0.07492218763895064,0.06495516312988912,1.153444684437644,0.004803024272828206,3064,946,0.3087467362924282,0.8311904270120671,0.7526427061310782,0.678741658722593,main_interpretation,6.716561335381329
demographics,race_HISPANIC/LATINO - PUERTO RICAN,false_positive,1226,4498,152,0.03379279679857715,0.025990545038265037,1.3001957730715192,0.0006530969025214654,1226,246,0.200652528548124,0.5699710023557983,0.5813008130081301,0.4847457627118644,main_interpretation,6.540554122093123
care_process,num_total_poe_orders_high,false_positive,4742,4498,477,0.10604713205869275,0.10052786669775922,1.054902839801897,0.20473597927464435,4742,850,0.1792492619148039,0.43962105537026136,0.4082352941176471,0.4211165048543689,main_interpretation,6.5083398821774985
medical_complexity,medical_complexity_no_aftercare_flag,false_positive,4284,4498,436,0.09693196976433971,0.09081851137351339,1.0673151133878778,0.1407757342576073,4284,825,0.19257703081232494,0.6846955053307239,0.6763636363636364,0.5613682092555332,main_interpretation,6.4892045875141715
demographics,gender_F,false_positive,23700,4498,1922,0.42730102267674525,0.5024273388310615,0.8504732717588501,3.7193040371726835e-26,23700,4464,0.18835443037974683,0.5805442484830852,0.4923835125448029,0.5334951456310679,main_interpretation,6.430974195239192
care_process,care_team_touchpoints_last_12h_before_discharge_high,false_positive,4750,4498,466,0.1036016007114273,0.10069746242394692,1.0288402330860498,0.5128224020744535,4750,734,0.15452631578947368,0.38821117494501334,0.39645776566757496,0.3844121532364597,main_interpretation,6.3235908260836755
care_process,late_medication_change_intensity_score_high,false_positive,5054,4498,491,0.10915962650066696,0.10714210001907952,1.0188303802261498,0.6638411831418449,5054,886,0.17530668777206174,0.4809667519821582,0.4525959367945824,0.4495515695067265,main_interpretation,6.315198427547555
demographics,race_HISPANIC OR LATINO,false_positive,550,4498,74,0.0164517563361494,0.011659706175404379,1.4109923602409153,0.0021071799059078954,550,119,0.21636363636363637,0.6521374363661318,0.6890756302521008,0.5256410256410257,supporting_interpretation,6.091942743630695
discharge_pathway,discharged_home_flag,false_positive,14459,4498,1175,0.26122721209426414,0.3065230756184944,0.8522269051593149,4.826751723095285e-12,14459,2307,0.15955460266961755,0.429842835640321,0.41915908105765065,0.45144724556489263,main_interpretation,6.0251369483621575
demographics,marital_status_MARRIED,false_positive,14808,4498,1129,0.2510004446420631,0.3139216891734328,0.799563882645243,1.3824169318032002e-21,14808,2585,0.17456780118854673,0.5143280098482026,0.42823984526112185,0.4950805008944544,main_interpretation,5.620912436174842
demographics,language_Spanish,false_positive,1361,4498,139,0.030902623388172522,0.028852472917682476,1.0710563172986671,0.41404661935665044,1361,246,0.1807494489346069,0.5595788239211079,0.532520325203252,0.48518518518518516,main_interpretation,5.292777334566785
discharge_pathway,had_substance_use_followup_order,false_positive,307,4498,41,0.009115162294353045,0.00650823599245299,1.400558047514422,0.02862800472935638,307,60,0.19543973941368079,0.4558065568400266,0.45,0.39705882352941174,supporting_interpretation,5.23482326283693
demographics,insurance_grouped_Private,false_positive,11924,4498,876,0.19475322365495776,0.25278242988276695,0.7704381342693738,5.6159724138626445e-21,11924,2106,0.17661858436766187,0.6188905103546495,0.5303893637226971,0.5604616156547918,main_interpretation,5.22087940406659
care_process,num_care_team_touchpoints_high,false_positive,5029,4498,403,0.08959537572254335,0.10661211337474295,0.8403864522187497,0.00011219626622549892,5029,866,0.17220123284947306,0.43756273040759625,0.35912240184757505,0.43557422969187676,main_interpretation,5.043507757582592
discharge_pathway,home_discharge_with_psych_risk,false_positive,2307,4498,194,0.04313028012449978,0.04890716753937801,0.8818805564598089,0.06397217943714638,2307,360,0.15604681404421328,0.4337629135512745,0.41388888888888886,0.43440233236151604,main_interpretation,4.650155784918524
discharge_pathway,home_discharge_without_followup_order_flag,false_positive,8116,4498,535,0.11894175188972878,0.17205486421742172,0.6913013033995067,4.075335240588346e-23,8116,1170,0.1441596845736816,0.39505955233229884,0.36923076923076925,0.4467425025853154,main_interpretation,4.344230136285611
demographics,race_WHITE - OTHER EUROPEAN,false_positive,1262,4498,104,0.023121387283236993,0.026753725806109685,0.8642305543086943,0.12387651796649045,1262,248,0.196513470681458,0.5598964065394069,0.4879032258064516,0.5377777777777778,main_interpretation,4.022094733147322
care_process,orders_last_24h_before_discharge_high,false_positive,4765,4498,312,0.06936416184971098,0.10101545441054885,0.6866688097823119,1.5813200775142705e-13,4765,676,0.14186778593913957,0.44007016502480006,0.3979289940828402,0.4629948364888124,main_interpretation,3.9457385056155303
medical_complexity,had_icu_stay,false_positive,8070,4498,466,0.1036016007114273,0.17107968879184243,0.605575106215457,1.762033098039953e-36,8070,1247,0.15452292441140025,0.470254563353439,0.35765838011226947,0.48903508771929827,main_interpretation,3.7220639930480135
medical_complexity,age_65plus_x_charlson,false_positive,11407,4498,622,0.1382836816362828,0.24182230607788685,0.5718400584259749,4.732116631865153e-65,11407,1736,0.15218725344086964,0.3820892503632611,0.27419354838709675,0.4335154826958106,main_interpretation,3.6795314572480704
demographics,race_OTHER,false_positive,1419,4498,99,0.022009782125389062,0.0300820419325433,0.7316585148955091,0.0010147095890000357,1419,243,0.17124735729386892,0.6620019450057408,0.551440329218107,0.575107296137339,main_interpretation,3.369411979121123
diagnosis,new_psychosis_this_admission_flag,false_positive,1452,4498,98,0.021787461093819474,0.03078162430306756,0.70780738791774,0.0002874169459185621,1452,417,0.2871900826446281,0.8537695007471603,0.7410071942446043,0.7592137592137592,main_interpretation,3.252459778292721
demographics,age_65plus,false_positive,14783,4498,697,0.15495775900400177,0.31339170252909626,0.4944539301885793,5.587266953040332e-128,14783,2144,0.14503145504971926,0.3907978845348333,0.2677238805970149,0.45161290322580644,main_interpretation,3.2377926710967877
diagnosis,new_self_harm_this_admission_flag,false_positive,2147,4498,130,0.028901734104046242,0.04551525301562401,0.6349900789110224,2.3664803665857438e-08,2147,731,0.34047508150908246,0.9274422346980641,0.86593707250342,0.8296199213630406,main_interpretation,3.0957019329663042
demographics,marital_status_WIDOWED,false_positive,4495,4498,227,0.05046687416629613,0.09529159865171398,0.5296046543489109,6.74012132426724e-27,4495,710,0.15795328142380421,0.42111828209584296,0.32816901408450705,0.5065217391304347,main_interpretation,2.8754067151631872
demographics,insurance_grouped_Other / unknown,false_positive,2243,4498,124,0.027567807914628723,0.04755040172987641,0.579759726768146,4.573989525823382e-11,2243,411,0.18323673651359787,0.7529368635535937,0.6399026763990268,0.6795865633074936,main_interpretation,2.799261853089268
demographics,language_Chinese,false_positive,308,4498,25,0.005558025789239662,0.0065294354582264525,0.8512260860526756,0.4513617257127893,308,50,0.16233766233766234,0.4926122113716312,0.44,0.46808510638297873,supporting_interpretation,2.7733767640417986
demographics,language_Kabuverdianu,false_positive,294,4498,24,0.005335704757670075,0.006232642937397978,0.8560902351158337,0.48141337825500286,294,42,0.14285714285714285,0.4226882171994285,0.3333333333333333,0.3684210526315789,supporting_interpretation,2.755648161720091
diagnosis,has_cognitive_delirium,false_positive,6322,4498,292,0.06491774121831925,0.13402302261982998,0.48437753416788,2.899988634514178e-46,6322,932,0.14742170199304017,0.39554125161197157,0.26394849785407726,0.45724907063197023,main_interpretation,2.7513480020036205
demographics,age_70plus,false_positive,11090,4498,430,0.09559804357492219,0.23510207542769923,0.4066235629822051,7.54098619467505e-119,11090,1520,0.13706041478809738,0.37847726345749133,0.24144736842105263,0.4604767879548306,main_interpretation,2.466622485033165
medical_complexity,vital_instability_near_discharge_score,false_positive,1529,4498,59,0.013116940862605602,0.03241398316762418,0.40466920695223596,2.1876761600214236e-14,1529,155,0.1013734466971877,0.4540588074811952,0.3419354838709677,0.4732142857142857,main_interpretation,1.6568551669836171
demographics,race_WHITE - RUSSIAN,false_positive,500,4498,24,0.005335704757670075,0.010599732886731255,0.5033810582481102,0.0003881371517044348,500,85,0.17,0.5648461391586042,0.4588235294117647,0.6190476190476191,supporting_interpretation,1.6203211190914133
discharge_pathway,discharged_to_psych_facility_flag,false_positive,571,4498,26,0.005780346820809248,0.012104894956647093,0.4775214358745938,6.162981528177188e-05,571,307,0.5376532399299475,0.9761107967001248,0.8925081433224755,0.9133333333333333,supporting_interpretation,1.5738327526628084
demographics,age_80plus,false_positive,5476,4498,158,0.035126722987994664,0.1160882745754807,0.3025863130143711,7.415595705497912e-71,5476,700,0.12783053323593865,0.3340200584381712,0.18714285714285714,0.4532871972318339,main_interpretation,1.533781033572872
prior_utilisation,low_psych_history_but_prior_admissions,false_positive,10296,4498,182,0.04046242774566474,0.21826969960356998,0.18537812540702714,4.139524896890337e-202,10296,1400,0.13597513597513597,0.4490938684602007,0.25285714285714284,0.6604477611940298,main_interpretation,0.9657247773476083
demographics,language_Russian,false_positive,569,4498,16,0.0035571365051133837,0.012062496025100167,0.2948922426761044,5.890666035043229e-08,569,76,0.1335676625659051,0.39735628012046975,0.25,0.5428571428571428,supporting_interpretation,0.835492637008603
demographics,marital_status_Unknown,false_positive,1389,4498,14,0.0031124944419742106,0.029446057959339425,0.10570156610681461,7.623860253578563e-28,1389,83,0.059755219582433405,0.7102197639923268,0.5542168674698795,0.7666666666666667,exploratory_only,0.2862451473523779
demographics,race_UNKNOWN,false_positive,1278,4498,12,0.0026678523788350376,0.027092917258485085,0.0984704730532297,4.5691062041386823e-26,1278,62,0.048513302034428794,0.5876063370938782,0.5161290322580645,0.7272727272727273,exploratory_only,0.25257177658681507
