subgroup_family,subgroup_name,classification_group,subgroup_admissions,classification_group_total,subgroup_count_in_group,subgroup_rate_in_group,subgroup_rate_overall,enrichment_ratio,chi_square_p_value,admissions,readmissions,readmission_rate,pr_auc_average_precision,recall_sensitivity,precision,interpretation_reliability,error_profile_priority_score
medical_complexity,charlson_5plus,false_negative,2707,4331,300,0.06926806742091896,0.05738695384876301,1.2070350972708417,0.0004768853892653229,2707,602,0.22238640561507203,0.441298180039508,0.5016611295681063,0.41032608695652173,main_interpretation,6.888682393546578
diagnosis,has_substance_use,false_negative,19942,4331,1684,0.38882475178942505,0.42275974645438935,0.9197298348540252,2.270813602937592e-06,19942,4148,0.20800320930699026,0.6119120438974142,0.5940212150433944,0.5136543673129039,main_interpretation,6.83315197778053
demographics,insurance_grouped_Medicaid,false_negative,11809,4331,1053,0.24313091664742553,0.25034449131881875,0.9711854068232458,0.25784878469823336,11809,2826,0.23930900160894233,0.6409662162088579,0.6273885350318471,0.5188762071992976,main_interpretation,6.759788140918509
discharge_pathway,home_discharge_without_followup_order_flag,false_negative,8116,4331,738,0.17039944585546063,0.17205486421742172,0.990378543672737,0.7781245523278826,8116,1170,0.1441596845736816,0.39505955233229884,0.36923076923076925,0.4467425025853154,main_interpretation,6.541745335473237
prior_utilisation,previous_psych_admissions_90d_any,false_negative,13509,4331,1151,0.2657584853382591,0.28638358313370504,0.9279808654890087,0.001730366607487797,13509,4287,0.31734399289362647,0.6309631207156406,0.7315138791695824,0.4846237057641786,main_interpretation,6.541573608641176
care_process,late_medication_change_intensity_score_high,false_negative,5054,4331,485,0.11198337566381898,0.10714210001907952,1.0451855586541363,0.291357349945219,5054,886,0.17530668777206174,0.4809667519821582,0.4525959367945824,0.4495515695067265,main_interpretation,6.4657359165224735
care_process,orders_last_12h_before_discharge_high,false_negative,4729,4331,446,0.10297852689909952,0.1002522736427042,1.0271939294475414,0.5483010263551669,4729,802,0.16959187989004018,0.42962718345610895,0.44389027431421446,0.41735052754982416,main_interpretation,6.268511142484978
demographics,insurance_grouped_Private,false_negative,11924,4331,989,0.2283537289309628,0.25278242988276695,0.903360763787525,0.00011188758182706486,11924,2106,0.17661858436766187,0.6188905103546495,0.5303893637226971,0.5604616156547918,main_interpretation,6.231116005805671
care_process,care_team_touchpoints_last_12h_before_discharge_high,false_negative,4750,4331,443,0.10228584622489033,0.10069746242394692,1.0157738215314318,0.7353560279822935,4750,734,0.15452631578947368,0.38821117494501334,0.39645776566757496,0.3844121532364597,main_interpretation,6.191979011166949
demographics,marital_status_DIVORCED,false_negative,4289,4331,401,0.09258831678596167,0.0909245087023807,1.0182987855235714,0.7099592859206207,4289,914,0.21310328747959897,0.6045911566355169,0.5612691466083151,0.5140280561122245,main_interpretation,6.106179879291033
demographics,race_BLACK/AFRICAN AMERICAN,false_negative,6481,4331,572,0.13207111521588547,0.13739373767781052,0.9612600795939721,0.29624197909802436,6481,1609,0.2482641567659312,0.6919440695888543,0.6444996892479801,0.57387935805202,main_interpretation,6.104852909541432
diagnosis,has_severe_mental_illness,false_negative,6453,4331,554,0.12791503117063033,0.13680015263615358,0.9350503541530765,0.07801069172973679,6453,1804,0.2795598946226561,0.7631138642913055,0.6929046563192904,0.6112469437652812,main_interpretation,5.908553372640601
diagnosis,has_bipolar_disorder,false_negative,3801,4331,346,0.07988917109212652,0.080579169404931,0.9914370138349645,0.8841031782423737,3801,980,0.2578268876611418,0.695519311030472,0.6469387755102041,0.5561403508771929,main_interpretation,5.799237092781375
