model,threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc_average_precision,brier_score,true_negatives,false_positives,false_negatives,true_positives,training_time_seconds,train_inference_time_seconds,test_inference_time_seconds,test_inference_time_per_admission_ms,threshold_role,evaluation_subset,subset_admissions
Hourly Clinical LSTM,0.5,0.5190358805806629,0.5390590901732233,0.17435197817189632,0.568,0.5101181803464465,0.26680584551148223,0.5516173618980807,0.17116270502757985,0.2432122379541397,3151,3026,486,639,3.0147218519996386,0.16968086000997573,0.042079938008100726,0.005762796221323025,default,admissions_with_first72h_hourly_clinical_sequence,7302
Hourly Clinical LSTM,0.49,0.4608326485894276,0.5395531811559009,0.17164876226062586,0.6533333333333333,0.4257730289784685,0.27186979840946923,0.5516173618980807,0.17116270502757985,0.2432122379541397,2630,3547,390,735,3.0147218519996386,0.16968086000997573,0.042079938008100726,0.005762796221323025,validation_f1,admissions_with_first72h_hourly_clinical_sequence,7302
Hourly Clinical LSTM,0.57,0.8459326211996713,0.5,0.0,0.0,1.0,0.0,0.5516173618980807,0.17116270502757985,0.2432122379541397,6177,0,1125,0,3.0147218519996386,0.16968086000997573,0.042079938008100726,0.005762796221323025,balanced_precision_recall,admissions_with_first72h_hourly_clinical_sequence,7302
