model,threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,roc_auc,pr_auc_average_precision,brier_score,true_negatives,false_positives,false_negatives,true_positives,training_time_seconds,train_inference_time_seconds,test_inference_time_seconds,test_inference_time_per_admission_ms,threshold_role,evaluation_subset,subset_admissions
Hourly Clinical GRU,0.5,0.517118597644481,0.5411973449894771,0.1752772518258047,0.576,0.5063946899789542,0.2687681459975114,0.5500150018887271,0.17197992973182602,0.23724648356437683,3128,3049,477,648,3.325619095005095,0.1684917079983279,0.04203842299466487,0.005757110790833316,default,admissions_with_first72h_hourly_clinical_sequence,7302
Hourly Clinical GRU,0.49,0.45795672418515476,0.5440328098861367,0.17339174544616093,0.6684444444444444,0.41962117532782905,0.2753570120834859,0.5500150018887271,0.17197992973182602,0.23724648356437683,2592,3585,373,752,3.325619095005095,0.1684917079983279,0.04203842299466487,0.005757110790833316,validation_f1,admissions_with_first72h_hourly_clinical_sequence,7302
Hourly Clinical GRU,0.55,0.8459326211996713,0.5,0.0,0.0,1.0,0.0,0.5500150018887271,0.17197992973182602,0.23724648356437683,6177,0,1125,0,3.325619095005095,0.1684917079983279,0.04203842299466487,0.005757110790833316,balanced_precision_recall,admissions_with_first72h_hourly_clinical_sequence,7302
