csv_path,sheet_name,rows,columns,rows_written,note
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_threshold_summary.csv,catboost_targeted_threshold_sum,5,5,5,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_calibration_table.csv,4_lightgbm_calibration_table,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_confusion_matrices.csv,4_lightgbm_confusion_matrices,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_feature_importance.csv,4_lightgbm_feature_importance,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_gap_filtered_selection_audit.csv,gap_filtered_selection_audit_2,78,21,78,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_hyperparameter_screening.csv,4_lightgbm_hyperparameter_scree,78,16,78,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_performance.csv,t3_4_lightgbm_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_test_predictions.csv,4_lightgbm_test_predictions,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_test_threshold_comparison.csv,lightgbm_test_threshold_compa_1,12,10,12,complete
/scratch/DissProject/outputs/WP3_4/lightgbm/t3_4_lightgbm_threshold_search_training.csv,lightgbm_threshold_search_train,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_calibration_table.csv,lightgbm_targeted_calibration_t,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_confusion_matrices.csv,lightgbm_targeted_confusion_mat,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_feature_importance.csv,lightgbm_targeted_feature_impor,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_gap_filtered_selection_audit.csv,gap_filtered_selection_audit_3,50,24,50,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_generated_parameter_space.csv,targeted_generated_parameter__1,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_hyperparameter_screening.csv,lightgbm_targeted_hyperparamete,50,19,50,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_performance.csv,4_lightgbm_targeted_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_test_predictions.csv,lightgbm_targeted_test_predicti,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_test_threshold_comparison.csv,targeted_test_threshold_compa_1,13,10,13,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_threshold_search_training.csv,targeted_threshold_search_tra_1,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/lightgbm_targeted/t3_4_lightgbm_targeted_threshold_summary.csv,lightgbm_targeted_threshold_sum,5,5,5,complete
/scratch/DissProject/outputs/WP3_4/t3_4_all_model_performance_comparison.csv,all_model_performance_compariso,64,23,64,complete
/scratch/DissProject/outputs/WP3_4/t3_4_gradient_boosting_model_comparison.csv,gradient_boosting_model_compari,45,22,45,complete
/scratch/DissProject/outputs/WP3_4/t3_4_gradient_boosting_official_threshold_comparison.csv,boosting_official_threshold_com,9,22,9,complete
/scratch/DissProject/outputs/WP3_4/t3_4_output_file_summary.csv,4_output_file_summary,143,3,143,complete
/scratch/DissProject/outputs/WP3_4/t3_4_recommended_model_performance_comparison.csv,recommended_model_performance_c,14,23,14,complete
/scratch/DissProject/outputs/WP3_4/training_curve_diagnostics/t3_4_gradient_boosting_training_curve_model_configs.csv,training_curve_model_configs,6,18,6,complete
/scratch/DissProject/outputs/WP3_4/training_curve_diagnostics/t3_4_gradient_boosting_training_curves.csv,gradient_boosting_training_curv,23796,5,23796,complete
/scratch/DissProject/outputs/WP3_4/wp3_4_csv_table_workbook_index.csv,4_table_workbook_index,92,6,92,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_calibration_table.csv,4_xgboost_calibration_table,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_confusion_matrices.csv,4_xgboost_confusion_matrices,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_feature_importance.csv,4_xgboost_feature_importance,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_gap_filtered_selection_audit.csv,gap_filtered_selection_audit_4,78,21,78,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_hyperparameter_screening.csv,4_xgboost_hyperparameter_screen,78,16,78,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_performance.csv,t3_4_xgboost_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_test_predictions.csv,4_xgboost_test_predictions,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_test_threshold_comparison.csv,xgboost_test_threshold_compar_1,12,10,12,complete
/scratch/DissProject/outputs/WP3_4/xgboost/t3_4_xgboost_threshold_search_training.csv,xgboost_threshold_search_traini,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_calibration_table.csv,xgboost_targeted_calibration_ta,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_confusion_matrices.csv,xgboost_targeted_confusion_matr,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_feature_importance.csv,xgboost_targeted_feature_import,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_gap_filtered_selection_audit.csv,gap_filtered_selection_audit_5,24,24,24,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_generated_parameter_space.csv,targeted_generated_parameter__2,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_hyperparameter_screening.csv,xgboost_targeted_hyperparameter,24,19,24,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_performance.csv,4_xgboost_targeted_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_test_predictions.csv,xgboost_targeted_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_test_threshold_comparison.csv,targeted_test_threshold_compa_2,13,10,13,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_threshold_search_training.csv,targeted_threshold_search_tra_2,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/xgboost_targeted/t3_4_xgboost_targeted_threshold_summary.csv,xgboost_targeted_threshold_summ,5,5,5,complete
