csv_path,sheet_name,rows,columns,rows_written,note
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_calibration_table.csv,targeted_catboost_calibration_t,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_confusion_matrices.csv,targeted_catboost_confusion_mat,4,7,4,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_feature_importance.csv,targeted_catboost_feature_impor,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_performance.csv,calibrated_targeted_catboost_pe,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_test_predictions.csv,targeted_catboost_test_predicti,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_test_threshold_comparison.csv,catboost_test_threshold_compari,12,10,12,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_threshold_search_validation.csv,catboost_threshold_search_valid,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_catboost/t3_4_calibrated_targeted_catboost_threshold_summary.csv,targeted_catboost_threshold_sum,5,5,5,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_calibration_table.csv,targeted_lightgbm_calibration_t,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_confusion_matrices.csv,targeted_lightgbm_confusion_mat,4,7,4,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_feature_importance.csv,targeted_lightgbm_feature_impor,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_performance.csv,calibrated_targeted_lightgbm_pe,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_test_predictions.csv,targeted_lightgbm_test_predicti,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_test_threshold_comparison.csv,lightgbm_test_threshold_compari,12,10,12,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_threshold_search_validation.csv,lightgbm_threshold_search_valid,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_lightgbm/t3_4_calibrated_targeted_lightgbm_threshold_summary.csv,targeted_lightgbm_threshold_sum,5,5,5,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_calibration_table.csv,targeted_xgboost_calibration_ta,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_confusion_matrices.csv,targeted_xgboost_confusion_matr,4,7,4,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_feature_importance.csv,targeted_xgboost_feature_import,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_performance.csv,calibrated_targeted_xgboost_per,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_test_predictions.csv,targeted_xgboost_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_test_threshold_comparison.csv,xgboost_test_threshold_comparis,13,10,13,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_threshold_search_validation.csv,xgboost_threshold_search_valida,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/calibrated_targeted_xgboost/t3_4_calibrated_targeted_xgboost_threshold_summary.csv,targeted_xgboost_threshold_summ,5,5,5,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_calibration_table.csv,4_catboost_calibration_table,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_confusion_matrices.csv,4_catboost_confusion_matrices,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_feature_importance.csv,4_catboost_feature_importance,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_gap_filtered_selection_audit.csv,gap_filtered_selection_audit,78,18,78,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_hyperparameter_screening.csv,4_catboost_hyperparameter_scree,78,13,78,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_performance.csv,t3_4_catboost_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_test_predictions.csv,4_catboost_test_predictions,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_test_threshold_comparison.csv,catboost_test_threshold_compa_1,12,10,12,complete
/scratch/DissProject/outputs/WP3_4/catboost/t3_4_catboost_threshold_search_training.csv,catboost_threshold_search_train,99,8,99,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_calibration_table.csv,catboost_targeted_calibration_t,10,2,10,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_confusion_matrices.csv,catboost_targeted_confusion_mat,5,7,5,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_feature_importance.csv,catboost_targeted_feature_impor,973,2,973,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_gap_filtered_selection_audit.csv,gap_filtered_selection_audit_1,50,21,50,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_generated_parameter_space.csv,targeted_generated_parameter_sp,7,2,7,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_hyperparameter_screening.csv,catboost_targeted_hyperparamete,50,16,50,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_performance.csv,4_catboost_targeted_performance,5,20,5,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_test_predictions.csv,catboost_targeted_test_predicti,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_test_threshold_comparison.csv,targeted_test_threshold_compari,13,10,13,complete
/scratch/DissProject/outputs/WP3_4/catboost_targeted/t3_4_catboost_targeted_threshold_search_training.csv,targeted_threshold_search_train,99,8,99,complete
