threshold,precision,recall_sensitivity,precision_recall_gap,f1_score,youden_index,sensitivity,specificity
0.01,0.20088191803971273,1.0,0.7991180819602872,0.3345573199530341,0.012786972945113773,1.0,0.012786972945113877
0.02,0.20211149366658165,1.0,0.7978885063334183,0.3362608122980636,0.020302581533262476,1.0,0.02030258153326244
0.03,0.20260452729693743,1.0,0.7973954727030625,0.3369428980154038,0.023290557864314554,1.0,0.02329055786431456
0.04,0.20327371250541076,0.999973711191146,0.7966999986857353,0.3378662853183873,0.027322175775797763,0.999973711191146,0.02734846458465172
0.05,0.20447031882468675,0.9999474223822918,0.7954771035576051,0.3395160354538395,0.03446572536831094,0.9999474223822918,0.03451830298601914
0.060000000000000005,0.20569005889064942,0.9999211335734378,0.7942310746827884,0.3411943056539797,0.04166146668713089,0.9999211335734378,0.04174033311369315
0.06999999999999999,0.2069074312819927,0.9999211335734378,0.7930137022914451,0.34286744490016674,0.04875954146482675,0.9999211335734378,0.04883840789138902
0.08,0.2083207816890223,0.9998948447645837,0.7915740630755614,0.34480414109456164,0.05689473385716526,0.9998948447645837,0.0569998890925816
0.09,0.20993221761017397,0.9998422671468756,0.7899100495367016,0.3470053419826922,0.06603442403520488,0.9998422671468756,0.06619215688832927
0.09999999999999999,0.21199993311074075,0.9998422671468756,0.7878423340361349,0.3498252391464312,0.0775622715831723,0.9998422671468756,0.07772000443629673
0.11,0.2145795362852032,0.9997108231026052,0.785131286817402,0.35332156461952985,0.09162045312850542,0.9997108231026052,0.09190963002590015
0.12,0.2175894124650822,0.9992902021609401,0.7817007896958579,0.3573647965779021,0.10756846234974371,0.9992902021609401,0.10827826018880357
0.13,0.22111725341867908,0.9989484476458371,0.7778311942271581,0.3620866267408011,0.1257091029129609,0.9989484476458371,0.12676065526712377
0.14,0.22512434124335315,0.9983438050421936,0.7732194637988404,0.36740064239000036,0.1455766649530763,0.9983438050421936,0.14723285991088264
0.15000000000000002,0.22961631783719677,0.9976077183942795,0.7679914005570827,0.37330919894149706,0.16698291819073185,0.9976077183942795,0.16937519979645227
0.16,0.23469949921694616,0.9967401877020953,0.7620406884851492,0.3799364684897738,0.19016924936009594,0.9967401877020953,0.19342906165800067
0.17,0.24050303445824128,0.9959515234364731,0.7554484889782318,0.3874454779278289,0.21543078048724906,0.9959515234364731,0.21947925705077603
