mean_predicted_probability,observed_readmission_rate
0.10643885612713068,0.03242899533700721
0.19770283524686094,0.06020775916896332
0.2506266445226455,0.08267966928132288
0.300428622258881,0.10112359550561797
0.35215324394797615,0.12317150731397074
0.40681269104870016,0.15030739877040492
0.47390283211402684,0.18613525545897816
0.556980351613952,0.22705109179563282
0.6751717892136148,0.3432266270934916
0.882837789375017,0.6692813228747085
