threshold,precision,recall_sensitivity,precision_recall_gap,f1_score,youden_index,sensitivity,specificity
0.01,0.1997101921027348,1.0,0.8002898078972652,0.3329307251323793,0.005538846954286525,1.0,0.005538846954286572
0.02,0.20043736003161639,0.999973711191146,0.7995363511595296,0.33393909066168015,0.010046714368317389,0.999973711191146,0.010073003177171339
0.03,0.2011582398984557,0.9998948447645837,0.798736604866128,0.334934549729437,0.014482432267274747,0.9998948447645837,0.014587587502691136
0.04,0.2018171879229181,0.9996845342937511,0.797867346370833,0.33583559272637353,0.018506175593064222,0.9996845342937511,0.018821641299313026
0.05,0.20247522379793484,0.9995268014406268,0.797051577642692,0.33673722433796827,0.022497684981313437,0.9995268014406268,0.02297088354068671
0.060000000000000005,0.20309010674331385,0.9993427797786483,0.7962526730353344,0.33757664829919587,0.026201946929175657,0.9993427797786483,0.026859167150527462
0.06999999999999999,0.20374301735876568,0.9991061804989616,0.795363163140196,0.33846455272895676,0.030108065925074534,0.9991061804989616,0.031001885426112825
0.08,0.20440018078512398,0.9986855595572964,0.7942853787721724,0.33934656870408003,0.034006310335279455,0.9986855595572964,0.03532075077798292
0.09,0.2051077112506818,0.9984489602776099,0.793341249026928,0.3403073339008109,0.038179911928499344,0.9984489602776099,0.039730951650889544
0.09999999999999999,0.20595576584984698,0.9978180288651122,0.7918622630152652,0.341436866653773,0.04312697126501819,0.9978180288651122,0.04530894239990606
0.11,0.20698424479237726,0.9970819422171981,0.7900976974248208,0.3428054953000723,0.04906490161855914,0.9970819422171981,0.0519829594013609
0.12,0.20815981188260244,0.9960303898630353,0.7878705779804328,0.34435340577042806,0.05575729665513607,0.9960303898630353,0.059726906792100784
0.13,0.209616929341052,0.9947422382291858,0.7851253088881338,0.34626682650512003,0.06392889541435554,0.9947422382291858,0.06918665718516973
0.14,0.21144666968837258,0.9933752201687741,0.7819285504804016,0.34867540808134867,0.07401796127823967,0.9933752201687741,0.08064274110946562
0.15000000000000002,0.21352009054895302,0.991850469255238,0.778330378706285,0.35139401785423235,0.08520841968614601,0.991850469255238,0.09335795043090794
0.16,0.2158117819800288,0.9891690107521228,0.773357228772094,0.3543198832336739,0.09718631230939345,0.9891690107521228,0.10801730155727063
0.17,0.218425421606035,0.9857251767922396,0.7672997551862046,0.35760882005111966,0.11041121093867656,0.9857251767922396,0.12468603414643693
0.18000000000000002,0.22117981520966595,0.9817292778464208,0.7605494626367548,0.3610226267528362,0.1238538725450462,0.9817292778464208,0.1421245946986254
0.19,0.22451111205028043,0.9775756460474776,0.7530645339971972,0.3651593263612707,0.13960486036627762,0.9775756460474776,0.1620292143188001
0.2,0.22797758344623723,0.9731854149688478,0.7452078315226106,0.3694160733263812,0.15533453977883727,0.9731854149688478,0.1821491248099895
0.21000000000000002,0.2317728657385262,0.968085386051158,0.7363125203126318,0.37400405234533296,0.1717766458941914,0.968085386051158,0.20369125984303338
0.22,0.23559447538714143,0.9618812271615973,0.7262867517744559,0.37848601456471365,0.18738210463499572,0.9618812271615973,0.22550087747339853
0.23,0.2394910082964857,0.9554141801834959,0.7159231718870102,0.382981189736024,0.20249633648466814,0.9554141801834959,0.24708215630117236
0.24000000000000002,0.24388415856960546,0.949525487000184,0.7056413284305786,0.3880884075255993,0.21897179802372913,0.949525487000184,0.269446311023545
0.25,0.24827261197701897,0.9417702883882332,0.6934976764112142,0.3929535133712129,0.23412224329458153,0.9417702883882332,0.29235195490634847
0.26,0.25297481289477247,0.9339099345408659,0.6809351216460935,0.39811058565120916,0.2495198274825874,0.9339099345408659,0.3156098929417214
0.27,0.2580909823456157,0.9262073135466232,0.6681163312010074,0.4036918000103123,0.2654731064368052,0.9262073135466232,0.3392657928901821
0.28,0.26324130956513864,0.9169536528299903,0.6537123432648517,0.40905119590010613,0.2800710646422828,0.9169536528299903,0.36311741181229246
