finding_type,subgroup_family,subgroup_name,admissions,readmissions,readmission_rate,mean_predicted_probability,calibration_gap_mean_predicted_minus_observed,calibration_direction,pr_auc_average_precision,recall_sensitivity,precision,f1_score,pr_auc_difference,recall_difference,classification_group,enrichment_ratio,subgroup_count_in_group,false_positive_admissions,readmitted_60d_psych_rate_among_30d_false_positives,readmitted_90d_psych_rate_among_30d_false_positives,readmitted_365d_psych_rate_among_30d_false_positives,interpretation_reliability
largest_pr_auc_gap,care_process,late_order_type_diversity_last_12h_any,,,,,,,,,,,-0.5166732942950152,-0.5316054822821898,,,,,,,,
largest_pr_auc_gap,care_process,care_team_touchpoints_last_12h_before_discharge_any,,,,,,,,,,,-0.516667491038567,-0.5317605384705947,,,,,,,,
largest_pr_auc_gap,care_process,quiet_risk_summary_score_high,,,,,,,,,,,0.4926324763280412,0.502055650546614,,,,,,,,
largest_pr_auc_gap,care_process,orders_last_24h_before_discharge_any,,,,,,,,,,,-0.4055891657717662,-0.4692970151249986,,,,,,,,
largest_pr_auc_gap,discharge_pathway,protective_aftercare_present_flag,,,,,,,,,,,-0.4040508865471315,-0.3937369580684491,,,,,,,,
largest_pr_auc_gap,discharge_pathway,discharged_to_psych_facility_flag,,,,,,,,,,,0.4010332626033294,0.36942780599446845,,,,,,,,
largest_pr_auc_gap,care_process,num_care_team_touchpoints_any,,,,,,,,,,,-0.3803840011434507,-0.4598069582969112,,,,,,,,
largest_pr_auc_gap,care_process,num_total_poe_orders_any,,,,,,,,,,,-0.3750597340731735,-0.45138125985358946,,,,,,,,
largest_pr_auc_gap,diagnosis,new_self_harm_this_admission_flag,,,,,,,,,,,0.37294357467721617,0.35883413817645216,,,,,,,,
largest_recall_gap,care_process,orders_last_12h_before_discharge_any,,,,,,,,,,,-0.5166815327567007,-0.5317605384705947,,,,,,,,
largest_recall_gap,care_process,care_team_touchpoints_last_12h_before_discharge_any,,,,,,,,,,,-0.516667491038567,-0.5317605384705947,,,,,,,,
largest_recall_gap,care_process,late_order_type_diversity_last_12h_any,,,,,,,,,,,-0.5166732942950152,-0.5316054822821898,,,,,,,,
largest_recall_gap,prior_utilisation,previous_psych_admissions_365d_high,,,,,,,,,,,0.15315728076167512,0.5121790045284011,,,,,,,,
largest_recall_gap,prior_utilisation,previous_psych_admissions_90d_high,,,,,,,,,,,0.18250860191936802,0.5099689699384481,,,,,,,,
largest_recall_gap,care_process,quiet_risk_summary_score_high,,,,,,,,,,,0.4926324763280412,0.502055650546614,,,,,,,,
largest_recall_gap,prior_utilisation,previous_ed_visits_365d_high,,,,,,,,,,,0.14637202523181014,0.48516922005958196,,,,,,,,
largest_recall_gap,care_process,orders_last_24h_before_discharge_any,,,,,,,,,,,-0.4055891657717662,-0.4692970151249986,,,,,,,,
largest_recall_gap,care_process,num_care_team_touchpoints_any,,,,,,,,,,,-0.3803840011434507,-0.4598069582969112,,,,,,,,
largest_recall_gap,care_process,num_total_poe_orders_any,,,,,,,,,,,-0.3750597340731735,-0.45138125985358946,,,,,,,,
false_negative_enrichment,discharge_pathway,protective_aftercare_present_flag,34278.0,5927.0,0.17290973802438883,,,,0.41507309006903736,0.3919352117428716,0.4318646588585239,,,,false_negative,1.1451337306685583,3604.0,,,,,main_interpretation
false_negative_enrichment,discharge_pathway,discharged_to_facility_flag,16552.0,3290.0,0.19876752054132432,,,,0.4957847561285951,0.42948328267477204,0.46943521594684384,,,,false_negative,1.235095940793044,1877.0,,,,,main_interpretation
false_negative_enrichment,care_process,late_order_type_diversity_last_12h_any,43044.0,7197.0,0.16720100362419849,,,,0.42508939905811105,0.4142003612616368,0.4372249926664711,,,,false_negative,1.0667800343093967,4216.0,,,,,main_interpretation
false_negative_enrichment,care_process,care_team_touchpoints_last_12h_before_discharge_any,43117.0,7207.0,0.1671498480877612,,,,0.42575434946210267,0.4147356736506175,0.43737196371085746,,,,false_negative,1.06547910932739,4218.0,,,,,main_interpretation
false_negative_enrichment,care_process,orders_last_12h_before_discharge_any,43122.0,7207.0,0.16713046704698298,,,,0.4257486028456738,0.4147356736506175,0.43737196371085746,,,,false_negative,1.065355566923359,4218.0,,,,,main_interpretation
