threshold,precision,recall_sensitivity,precision_recall_gap,f1_score,youden_index,sensitivity,specificity
0.01,0.20030647063779594,1.0,0.7996935293622041,0.33375887831607026,0.009237935556265953,1.0,0.009237935556265942
0.02,0.2017577358410506,1.0,0.7982422641589494,0.33577106237614585,0.018149672823115637,1.0,0.018149672823115717
0.03,0.20348467097837192,0.999973711191146,0.796489040212774,0.3381576373948758,0.02858782513873237,0.999973711191146,0.028614113947586457
0.04,0.20593363512313456,0.9997896895291675,0.7938560544060329,0.34152167568417036,0.043082726500481616,0.9997896895291675,0.04329303697131412
0.05,0.20890591675644773,0.9991061804989616,0.7902002637425138,0.345558116592336,0.06018354820924543,0.9991061804989616,0.06107736771028373
0.060000000000000005,0.2132906054983977,0.9973448303057388,0.7840542248073411,0.35142583217929774,0.08443324961406806,0.9973448303057388,0.08708841930832914
0.06999999999999999,0.2200623125527764,0.9934015089776282,0.7733391964248518,0.36030778912440287,0.11966634284483946,0.9934015089776282,0.1262648338672112
0.08,0.22900325701111288,0.987039617234943,0.7580363602238301,0.37175545687226785,0.16235814986455788,0.987039617234943,0.1753185326296149
0.09,0.2393779184193262,0.9784168879308078,0.7390389695114816,0.38464837714516037,0.20689269380368192,0.9784168879308078,0.228475805872874
0.09999999999999999,0.251056117303971,0.9686374510370935,0.7175813337331225,0.3987597603935001,0.25153617951616125,0.9686374510370935,0.28289872847906783
0.11,0.26356706986036615,0.9572018191855727,0.6936347493252065,0.413324554731931,0.2934796357447027,0.9572018191855727,0.33627781655912997
0.12,0.2769531912270156,0.9447672125975972,0.6678140213705817,0.4283407131065965,0.33266264647394195,0.9447672125975972,0.38789543387634473
0.13,0.2907734480154952,0.9313862088908752,0.64061276087538,0.44318658018676155,0.36761770529290816,0.9313862088908752,0.43623149640203285
0.14,0.3047472531314738,0.9165330318883251,0.6117857787568513,0.45740675142021225,0.39762331705086984,0.9165330318883251,0.4810902851625446
0.15000000000000002,0.31921356690272085,0.9006020137227583,0.5813884468200374,0.4713571227099801,0.42394802529627373,0.9006020137227583,0.5233460115735153
0.16,0.33354481828816146,0.8845132627040668,0.5509684444159053,0.4844183049822551,0.44592009068666094,0.8845132627040668,0.5614068279825941
0.17,0.34816649104320335,0.868608533347354,0.5204420423041507,0.49708512926981546,0.4650425336474564,0.868608533347354,0.5964340003001024
0.18000000000000002,0.36347126153294246,0.8523357606666842,0.4888644991337417,0.5096196164728073,0.48191150717146947,0.8523357606666842,0.6295757465047853
0.19,0.3781533594205312,0.8358263887063277,0.45767302928579656,0.5207180058305217,0.4947338853954151,0.8358263887063277,0.6589074966890873
0.2,0.3927204512262678,0.8200268145850311,0.4273063633587633,0.5310938391207743,0.5053433247852517,0.8200268145850311,0.6853165102002206
0.21000000000000002,0.40789754251292715,0.8046215725965457,0.3967240300836185,0.5413575060800354,0.5147682965871252,0.8046215725965457,0.7101467239905794
0.22,0.4237211535745558,0.7887168432398328,0.364995689665277,0.5512793421838394,0.5225129432130846,0.7887168432398328,0.7337960999732518
0.23,0.43837415849417105,0.7720497384263519,0.3336755799321809,0.5592200472237032,0.5265855256406837,0.7720497384263519,0.7545357872143319
0.24000000000000002,0.4532893802936862,0.7555140776571414,0.3022246973634552,0.5666206624605679,0.5293803755022755,0.7555140776571414,0.773866297845134
0.25,0.46774972119113806,0.7387418176082442,0.27099209641710614,0.5728117738187452,0.530131487560815,0.7387418176082442,0.7913896699525708
0.26,0.482284672428604,0.7232051315754883,0.24092045914688426,0.5786705931846866,0.5305458978805098,0.7232051315754883,0.8073407663050215
0.27,0.49698166848197306,0.7077210231604406,0.21073935467846755,0.5839189658164151,0.5299560033602044,0.7077210231604406,0.8222349801997638
0.28,0.5127980705644377,0.6931044454375772,0.1803063748731395,0.5894715660738041,0.5296856264058643,0.6931044454375772,0.836581180968287
0.29000000000000004,0.5271613759314075,0.6788559110386708,0.15169453510726327,0.5934684684684685,0.5277478154495241,0.6788559110386708,0.8488919044108533
0.3,0.5407318690249588,0.6646599542574726,0.12392808523251375,0.5963252983631303,0.5245643129190158,0.6646599542574726,0.8599043586615431
0.31,0.5543841546847311,0.6497279108283603,0.09534375614362922,0.5982812878237714,0.5201228064775276,0.6497279108283603,0.8703948956491672
0.32,0.568503455733697,0.6357422645179946,0.06723880878429767,0.6002457276890428,0.5159948724733185,0.6357422645179946,0.8802526079553239
0.33,0.5814170597484277,0.6221509503404401,0.04073389059201238,0.6010947004813126,0.5109956212389859,0.6221509503404401,0.8888446708985458
0.34,0.5943655461105832,0.6084281921186151,0.014062646008031865,0.6013146613318091,0.505382152492047,0.6084281921186151,0.8969539603734318
0.35000000000000003,0.606273922004229,0.5954678093535581,0.010806112650670885,0.6008222811671088,0.499500272607321,0.5954678093535581,0.9040324632537627
0.36000000000000004,0.6187086508667615,0.5826651594416257,0.036043491425135854,0.6001462186239203,0.4935543107389164,0.5826651594416257,0.9108891512972906
0.37,0.6311742777260019,0.5697310654854228,0.061443212240579026,0.5988808290155441,0.4871115627420952,0.5697310654854228,0.9173804972566724
0.38,0.6430848641263094,0.55679697152922,0.08628789259708936,0.5968382788063235,0.4801077536874785,0.55679697152922,0.9233107821582583
0.39,0.6539807661989595,0.545256184442283,0.10872458175667654,0.5946899102560427,0.47366218388122183,0.545256184442283,0.928405999438939
0.4,0.664601566853509,0.5330055995162859,0.13159596733722312,0.5915735418551046,0.4662523815701607,0.5330055995162859,0.9332467820538749
0.41000000000000003,0.6758028226631213,0.5211493467231,0.15465347594002132,0.5884850014100604,0.45910643207614443,0.5211493467231,0.9379570853530445
0.42000000000000004,0.6863362831858407,0.5097137148715791,0.1766225683142616,0.5849839339860309,0.4519048540212456,0.5097137148715791,0.9421911391496663
0.43,0.6971823224716212,0.4989090144325561,0.19827330803906507,0.5816120134845234,0.4451319644394063,0.4989090144325561,0.9462229500068502
0.44,0.7069726726040954,0.4883146244643655,0.21865804813972983,0.5776437112247913,0.4380866118600637,0.4883146244643655,0.9497719873956981
0.45,0.7169729302509386,0.4769578590394069,0.24001507121153165,0.5728403637282142,0.43023321606343456,0.4769578590394069,0.9532753570240278
0.46,0.7259904329694591,0.4668103788217356,0.2591800541477235,0.56824218374988,0.4230867601083921,0.4668103788217356,0.9562763812866565
0.47000000000000003,0.7340700283669926,0.4557953679118799,0.27827466045511273,0.5623925524668332,0.4148183387954205,0.4557953679118799,0.9590229708835407
0.48000000000000004,0.741816908804481,0.4456478876942086,0.29616902111027243,0.5567982132006372,0.40715648954310035,0.4456478876942086,0.9615086018488919
0.49,0.7492646726096204,0.43529009700570465,0.31397457560391573,0.5506667996940371,0.39914080257260465,0.43529009700570465,0.9638507055669
0.5,0.7574621620355185,0.42495859512605483,0.3325035669094637,0.5444594139440889,0.39119054820569277,0.42495859512605483,0.966231953079638
0.51,0.7665633475397133,0.41609926654223295,0.3504640809974804,0.5394039565832297,0.3846537514425141,0.41609926654223295,0.9685544849002812
0.52,0.7747239018539803,0.40755540366466,0.36716849818932035,0.5341257536606374,0.378145365890898,0.40755540366466,0.9705899622262381
0.53,0.7814032732717229,0.3978811220063619,0.383522151265361,0.5272784280936454,0.37025865085860055,0.3978811220063619,0.9723775288522387
0.54,0.7873009108826506,0.38854859486316673,0.3987523160194839,0.5203126100119693,0.3624983994703914,0.38854859486316673,0.9739498046072247
0.55,0.7936298736957715,0.3799258655590315,0.41370400813674,0.5138580241426515,0.35540880212651205,0.3799258655590315,0.9754829365674806
0.56,0.7998979360399183,0.3708562265043771,0.4290417095355412,0.5067624607094746,0.3478331512373838,0.3708562265043771,0.9769769247330067
0.5700000000000001,0.8083284457478006,0.3623123636268041,0.4460160821209965,0.500353972662419,0.3409920434305631,0.3623123636268041,0.9786796798037591
0.5800000000000001,0.8147521160822249,0.3542679881174584,0.46048412796476645,0.4938163029736712,0.33427855694203545,0.3542679881174584,0.980010568824577
