mean_predicted_probability,observed_readmission_rate
0.0358196506589678,0.03645612547689699
0.0637207515001174,0.057239771040915835
0.0822387390951089,0.07568369726521094
0.10148899696931309,0.10472758108967564
0.12338389478121133,0.12635149459402162
0.14907970990877964,0.1483994064023744
0.18459374562645728,0.1878312486750053
0.23638939134958098,0.2298070807716769
0.33408970391287773,0.3381386474454102
0.6592908297946163,0.6709773160907356
