processed_feature_name,clean_train_nonzero_count,clean_test_nonzero_count,clean_train_nonzero_percent,clean_test_nonzero_percent,all_zero_train,near_zero_train,core_rapid_trial_keep,clinically_relevant_extra_candidate,explicit_aftercare_addback_candidate,rapid_trial_mean_abs_shap,high_recent_shap_signal,extra_keep_after_sparsity_check,keep_in_primary_reduced_matrix,primary_reduced_selection_reason
num__prior_near_30d_readmission_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.0001529380209642761,False,False,True,kept_rapid_trial_core
num__previous_admission_within_27_33d_flag,191320,47171,100.0,100.0,False,False,True,True,False,3.225399367918646e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__days_since_previous_admission_near_30d_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__previous_discharge_against_advice_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.0,False,False,False,removed_not_selected_by_signal_or_family_rule
num__previous_discharge_to_psych_facility_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.0,False,False,False,removed_not_selected_by_signal_or_family_rule
num__previous_discharge_to_facility_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.0008933327687473452,False,False,True,kept_rapid_trial_core
num__previous_short_los_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.0002655493189370563,False,False,True,kept_rapid_trial_core
num__previous_long_los_flag,191320,47171,100.0,100.0,False,False,True,False,False,6.321556965239662e-05,False,False,True,kept_rapid_trial_core
num__previous_admission_los_days,191320,47171,100.0,100.0,False,False,True,True,False,0.004382569762018704,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__mean_previous_los_days,191320,47171,100.0,100.0,False,False,True,False,False,0.00584572168695373,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__max_previous_los_days,191320,47171,100.0,100.0,False,False,True,False,False,0.003530312013687073,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__time_between_last_two_admissions_days,191320,47171,100.0,100.0,False,False,True,False,False,0.008374422729604172,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__mean_previous_admission_gap_days,191320,47171,100.0,100.0,False,False,True,True,False,0.00795871004964151,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__min_previous_admission_gap_days,191320,47171,100.0,100.0,False,False,True,True,False,0.01125730427454185,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__std_previous_admission_gap_days,191320,47171,100.0,100.0,False,False,True,True,False,0.00212231060111106,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__admissions_per_30d,191320,47171,100.0,100.0,False,False,False,False,False,6.483330029625762e-05,False,False,False,removed_not_selected_by_signal_or_family_rule
num__admissions_per_90d,191320,47171,100.0,100.0,False,False,True,False,False,0.003037315393929523,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__admissions_per_365d,191320,47171,100.0,100.0,False,False,True,False,False,0.004733511017202583,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__admission_frequency_acceleration,191320,47171,100.0,100.0,False,False,True,False,False,0.002898510690596393,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__increasing_admission_frequency_flag,191320,47171,100.0,100.0,False,False,False,False,False,4.4546645030196e-05,False,False,False,removed_not_selected_by_signal_or_family_rule
num__decreasing_admission_frequency_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.0001290411031694242,False,False,False,removed_not_selected_by_signal_or_family_rule
num__frequent_ed_user_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.000252200926291625,False,False,False,removed_not_selected_by_signal_or_family_rule
num__previous_admission_los_days_filled,191320,47171,100.0,100.0,False,False,True,True,False,0.004584121216076732,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__mean_previous_los_days_filled,191320,47171,100.0,100.0,False,False,True,False,False,0.007154334726576388,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__max_previous_los_days_filled,191320,47171,100.0,100.0,False,False,True,False,False,0.002914503394671306,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__time_between_last_two_admissions_days_filled,191320,47171,100.0,100.0,False,False,True,False,False,0.003810133771422533,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__mean_previous_admission_gap_days_filled,191320,47171,100.0,100.0,False,False,True,True,False,0.01082773357488111,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__min_previous_admission_gap_days_filled,191320,47171,100.0,100.0,False,False,True,True,False,0.01261170698500859,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__std_previous_admission_gap_days_filled,191320,47171,100.0,100.0,False,False,True,True,False,0.001957793581315717,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__days_since_previous_hospital_admission_filled,191320,47171,100.0,100.0,False,False,True,False,False,0.02074792807034222,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__high_utiliser_previous_year,191320,47171,100.0,100.0,False,False,True,False,False,0.0001408833343425643,False,False,True,kept_rapid_trial_core
num__previous_psych_to_total_admission_ratio,191320,47171,100.0,100.0,False,False,True,False,False,0.01632505807799499,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__previous_2plus_psych_admissions,191320,47171,100.0,100.0,False,False,True,False,False,0.003414632994419412,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__previous_3plus_psych_admissions,191320,47171,100.0,100.0,False,False,True,False,False,6.622924542840497e-05,False,False,True,kept_rapid_trial_core
num__previous_2plus_total_admissions_365d,191320,47171,100.0,100.0,False,False,True,False,False,6.55201802146621e-06,False,False,True,kept_rapid_trial_core
num__previous_3plus_total_admissions_365d,191320,47171,100.0,100.0,False,False,True,False,False,4.451571184047852e-05,False,False,True,kept_rapid_trial_core
num__frequent_psych_admitter_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.002297763313301361,False,False,True,kept_rapid_trial_core
num__has_ed_timing,191320,47171,100.0,100.0,False,False,False,False,False,0.0001707279222259594,False,False,False,removed_not_selected_by_signal_or_family_rule
num__ed_length_of_stay_hours,191320,47171,100.0,100.0,False,False,True,False,False,0.01939330129566295,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__ed_to_admission_hours,191320,47171,100.0,100.0,False,False,True,False,False,0.01673246163806827,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__ed_to_ward_delay_hours,191320,47171,100.0,100.0,False,False,False,False,False,0.0,False,False,False,removed_not_selected_by_signal_or_family_rule
num__previous_icu_admissions,191320,47171,100.0,100.0,False,False,True,False,False,0.003209158102145253,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__has_previous_icu_admission,191320,47171,100.0,100.0,False,False,True,False,False,8.171487823288519e-05,False,False,True,kept_rapid_trial_core
num__days_since_previous_icu_admission,191320,47171,100.0,100.0,False,False,True,False,False,0.002830892613999964,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__previous_icu_admissions_7d,191320,47171,100.0,100.0,False,False,True,True,False,7.637646451517062e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_7d_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_14d,191320,47171,100.0,100.0,False,False,True,True,False,2.828167453117203e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_14d_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_30d,191320,47171,100.0,100.0,False,False,True,True,False,3.117845471817177e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_30d_flag,191320,47171,100.0,100.0,False,False,True,True,False,5.032639112219025e-06,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_60d,191320,47171,100.0,100.0,False,False,True,True,False,6.110483829851489e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_60d_flag,191320,47171,100.0,100.0,False,False,True,True,False,1.266407252842328e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_90d,191320,47171,100.0,100.0,False,False,True,True,False,0.0002709801757719163,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_90d_flag,191320,47171,100.0,100.0,False,False,True,True,False,6.454146372571953e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_180d,191320,47171,100.0,100.0,False,False,True,True,False,1.557151153974701e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_180d_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__previous_icu_admissions_365d,191320,47171,100.0,100.0,False,False,True,True,False,0.0003475392507205977,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__recent_icu_admission_365d_flag,191320,47171,100.0,100.0,False,False,True,True,False,2.293961006216705e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__days_since_previous_icu_admission_filled,191320,47171,100.0,100.0,False,False,True,False,False,0.002240081610504988,False,False,True,kept_rapid_trial_core
num__has_self_harm_or_suicidal_ideation,191320,47171,100.0,100.0,False,False,True,False,False,0.006979445509477122,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__has_alcohol_related_disorder,191320,47171,100.0,100.0,False,False,True,False,False,0.006222897836037324,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__has_opioid_related_disorder,191320,47171,100.0,100.0,False,False,True,False,False,0.001889537209441747,False,False,True,kept_rapid_trial_core
num__has_stimulant_related_disorder,191320,47171,100.0,100.0,False,False,False,False,False,5.484149369294755e-05,False,False,False,removed_not_selected_by_signal_or_family_rule
num__has_diabetes,191320,47171,100.0,100.0,False,False,False,False,False,0.0001247818654612953,False,False,False,removed_not_selected_by_signal_or_family_rule
num__has_chronic_kidney_disease,191320,47171,100.0,100.0,False,False,False,False,False,0.0001106849698767235,False,False,False,removed_not_selected_by_signal_or_family_rule
num__has_copd,191320,47171,100.0,100.0,False,False,False,False,False,0.0005032432764397206,False,False,False,removed_not_selected_by_signal_or_family_rule
num__has_heart_failure,191320,47171,100.0,100.0,False,False,False,False,False,0.001086152129307911,False,False,False,removed_not_selected_by_signal_or_family_rule
num__has_liver_disease,191320,47171,100.0,100.0,False,False,True,False,False,0.00126867400170153,False,False,True,kept_rapid_trial_core
num__has_cancer,191320,47171,100.0,100.0,False,False,True,False,False,0.0205151080649869,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__has_dementia,191320,47171,100.0,100.0,False,False,True,False,False,0.007279845673711103,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__physical_comorbidity_count,191320,47171,100.0,100.0,False,False,True,False,False,0.002097434942256783,False,False,True,kept_rapid_trial_core
num__charlson_comorbidity_index_simplified,191320,47171,100.0,100.0,False,False,True,False,False,0.02436373982410854,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__elixhauser_comorbidity_group_count_simplified,191320,47171,100.0,100.0,False,False,True,False,False,0.0004051591427679566,False,False,True,kept_rapid_trial_core
num__psychosis_on_current_and_previous_admission_flag,191320,47171,100.0,100.0,False,False,True,True,False,2.353448002517057e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__depression_on_current_and_previous_admission_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0001296724028944283,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__substance_use_on_current_and_previous_admission_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.002503962006034017,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__self_harm_recurrent_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.002646109713891348,False,False,True,kept_rapid_trial_core
num__num_recurrent_psych_diagnosis_groups,191320,47171,100.0,100.0,False,False,True,False,False,0.001441281995080626,False,False,True,kept_rapid_trial_core
num__num_antibiotic_prescriptions,191320,47171,100.0,100.0,False,False,True,False,False,0.001491144538092412,False,False,True,kept_rapid_trial_core
num__had_antibiotic_exposure,191320,47171,100.0,100.0,False,False,False,False,False,0.0006894270627577105,False,False,False,removed_not_selected_by_signal_or_family_rule
num__num_opioid_prescriptions,191320,47171,100.0,100.0,False,False,True,False,False,0.01766701217344989,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__had_opioid_exposure,191320,47171,100.0,100.0,False,False,False,False,False,0.0005004802591554548,False,False,False,removed_not_selected_by_signal_or_family_rule
num__num_steroid_prescriptions,191320,47171,100.0,100.0,False,False,True,False,False,0.01943864382605855,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__had_steroid_exposure,191320,47171,100.0,100.0,False,False,True,False,False,0.005928346002655926,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__antipsychotic_prescription_count,191320,47171,100.0,100.0,False,False,True,True,False,0.001699653637486801,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__had_long_acting_injectable_antipsychotic,191320,47171,100.0,100.0,False,False,True,True,False,4.230324950563345e-06,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__new_antipsychotic_started_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0005545799735777225,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__new_antidepressant_started_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.009250445752073545,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__had_benzodiazepine_order,191320,47171,100.0,100.0,False,False,True,True,False,0.004832289975307545,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__new_benzodiazepine_started_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0006807794033516523,False,True,True,kept_clinically_relevant_non_sparse_extra
num__had_mood_stabiliser_order,191320,47171,100.0,100.0,False,False,False,True,False,5.847599379843964e-05,False,True,True,kept_clinically_relevant_non_sparse_extra
num__new_mood_stabiliser_started_flag,191320,47171,100.0,100.0,False,False,False,True,False,1.433856323274085e-05,False,True,True,kept_clinically_relevant_non_sparse_extra
num__psychotropic_medication_change_count,191320,47171,100.0,100.0,False,False,True,True,False,0.00181588729959869,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__psychotropic_started_after_72h_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0004188824192976103,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_psychotropic_change_flag,191320,47171,100.0,100.0,False,False,True,True,False,4.636954797199442e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__num_iv_prescription_rows,191320,47171,100.0,100.0,False,False,True,False,False,0.01133938121850958,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__had_iv_prescription,191320,47171,100.0,100.0,False,False,True,False,False,0.00177241922500092,False,False,True,kept_rapid_trial_core
num__medication_order_count_first_24h,191320,47171,100.0,100.0,False,False,True,False,False,0.006493530060679516,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__medication_order_count_first_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.003760980691386477,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__num_unique_antipsychotics,191320,47171,100.0,100.0,False,False,True,True,False,0.000553648307400254,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__antipsychotic_polypharmacy_2plus,191320,47171,100.0,100.0,False,False,True,True,False,8.548018377041444e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__antipsychotic_polypharmacy_3plus,191320,47171,100.0,100.0,False,False,True,True,False,1.133788282459136e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__antipsychotic_plus_benzodiazepine,191320,47171,100.0,100.0,False,False,True,True,False,0.00722982392954096,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__antipsychotic_plus_mood_stabiliser,191320,47171,100.0,100.0,False,False,True,True,False,8.979234214825206e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__num_orders_first_6h,191320,47171,100.0,100.0,False,False,True,False,False,0.002735471728110459,False,False,True,kept_rapid_trial_core
num__num_orders_first_12h,191320,47171,100.0,100.0,False,False,True,False,False,0.002927668415074309,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__num_orders_first_24h,191320,47171,100.0,100.0,False,False,True,False,False,0.00468805665912989,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__num_orders_first_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.005429605001138245,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__orders_24_to_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.002487047007362969,False,False,True,kept_rapid_trial_core
num__orders_after_72h_count,191320,47171,100.0,100.0,False,False,True,False,False,0.003351400762843227,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__order_activity_slope_24_to_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.006898459614092717,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__first_order_hours_from_admission,191320,47171,100.0,100.0,False,False,True,False,False,0.007526279830596846,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__last_order_hours_from_admission,191320,47171,100.0,100.0,False,False,True,False,False,0.003255301235142124,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__num_total_poe_orders,191320,47171,100.0,100.0,False,False,True,False,False,0.003366272314152658,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__num_unique_order_types,191320,47171,100.0,100.0,False,False,True,False,False,0.00186345768567235,False,False,True,kept_rapid_trial_core
num__num_unique_order_subtypes,191320,47171,100.0,100.0,False,False,True,False,False,0.001965729039129662,False,False,True,kept_rapid_trial_core
num__num_unique_poe_order_categories,191320,47171,100.0,100.0,False,False,True,False,False,0.001661739747885096,False,False,True,kept_rapid_trial_core
num__num_unique_order_providers_first_24h,191320,47171,100.0,100.0,False,False,True,False,False,0.001656963026895213,False,False,True,kept_rapid_trial_core
num__num_unique_order_providers_first_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.001284274607585749,False,False,True,kept_rapid_trial_core
num__num_discontinued_orders,191320,47171,100.0,100.0,False,False,True,False,False,0.002520446314848645,False,False,True,kept_rapid_trial_core
num__num_psych_related_poe_orders,191320,47171,100.0,100.0,False,False,True,False,False,0.0001418151451778068,False,False,True,kept_rapid_trial_core
num__num_consult_orders,191320,47171,100.0,100.0,False,False,False,False,False,0.0009770650856697526,False,False,False,removed_not_selected_by_signal_or_family_rule
num__num_social_work_case_management_orders,191320,47171,100.0,100.0,False,False,True,False,False,0.002721563244823724,False,False,True,kept_rapid_trial_core
num__num_observation_safety_orders,191320,47171,100.0,100.0,False,False,True,True,False,0.003654395271833688,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__num_followup_referral_orders,191320,47171,100.0,100.0,False,False,True,True,False,0.0003499449089354175,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__had_sitter_or_constant_observation_order,191320,47171,100.0,100.0,False,False,False,False,False,0.0001653527826034424,False,False,False,removed_not_selected_by_signal_or_family_rule
num__had_psych_consult_order,191320,47171,100.0,100.0,False,False,True,False,False,8.150608130456135e-05,False,False,True,kept_rapid_trial_core
num__had_social_work_case_management_order,191320,47171,100.0,100.0,False,False,True,False,False,0.001358500740546375,False,False,True,kept_rapid_trial_core
num__had_followup_or_outpatient_referral_order,191320,47171,100.0,100.0,False,False,True,True,False,8.670449575495678e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__had_discharge_planning_order,191320,47171,100.0,100.0,False,False,True,True,False,0.009815461996936647,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__late_discharge_planning_after_72h_flag,0,0,0.0,0.0,True,True,False,True,False,0.0,False,False,False,removed_all_zero_train; removed_near_zero_unless_core
num__had_outpatient_followup_order,191320,47171,100.0,100.0,False,False,True,True,False,0.0007442627165263019,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__had_clinic_referral_order,191320,47171,100.0,100.0,False,False,False,False,False,0.0001916175000516164,False,False,False,removed_not_selected_by_signal_or_family_rule
num__had_case_management_order,191320,47171,100.0,100.0,False,False,False,False,False,0.0006190549716433663,False,False,False,removed_not_selected_by_signal_or_family_rule
num__num_followup_related_orders,191320,47171,100.0,100.0,False,False,True,True,False,0.0001381428195486916,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__followup_order_first_72h_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0006348313995622281,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_followup_order_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0002437063953230087,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__had_constant_observation_order,191320,47171,100.0,100.0,False,False,False,False,False,0.0002227783519400511,False,False,False,removed_not_selected_by_signal_or_family_rule
num__orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.002080799074556009,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__orders_last_48h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.007658385667408647,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__orders_last_12h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.09607127731986889,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__orders_last_6h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.005342966049592575,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__new_orders_last_24h_before_discharge_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__new_orders_last_12h_before_discharge_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.0127491765469077,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__order_activity_last_24h_to_total_ratio,191320,47171,100.0,100.0,False,False,True,False,False,0.003624565660233484,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__order_activity_last_48h_to_total_ratio,191320,47171,100.0,100.0,False,False,True,False,False,0.008597522894982886,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__order_activity_last_12h_to_total_ratio,191320,47171,100.0,100.0,False,False,True,True,False,0.005984760124681047,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__order_activity_last_6h_to_total_ratio,191320,47171,100.0,100.0,False,False,True,True,False,0.02114450031728178,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__last_order_within_6h_of_discharge_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.0,False,False,False,removed_not_selected_by_signal_or_family_rule
num__last_order_within_12h_of_discharge_flag,191320,47171,100.0,100.0,False,False,True,False,False,0.02320836099761137,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__last_order_within_24h_of_discharge_flag,191320,47171,100.0,100.0,False,False,False,False,False,0.0,False,False,False,removed_not_selected_by_signal_or_family_rule
num__last_order_close_to_discharge_hours,191320,47171,100.0,100.0,False,False,True,False,False,0.1301947827902128,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__order_activity_duration_hours,191320,47171,100.0,100.0,False,False,True,False,False,0.003704323287311334,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__safety_orders_first_24h,191320,47171,100.0,100.0,False,False,True,True,False,0.007673471339552736,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__safety_orders_first_72h,191320,47171,100.0,100.0,False,False,True,True,False,0.001691116151057455,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__safety_orders_after_72h,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__safety_orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.01051622557020452,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__safety_order_density_per_day,191320,47171,100.0,100.0,False,False,True,True,False,0.009575392877984576,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__late_safety_order_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__safety_order_near_discharge_flag,191320,47171,100.0,100.0,False,False,True,True,False,0.004392587209785432,True,True,True,kept_rapid_trial_core; kept_high_recent_shap_signal; kept_clinically_relevant_non_sparse_extra
num__self_harm_and_late_safety_order_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__care_team_touchpoints_after_72h,191320,47171,100.0,100.0,False,False,True,False,False,0.003530607827132397,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__care_team_touchpoints_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,True,True,False,0.002269708105543806,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__care_team_touchpoint_density_per_day,191320,47171,100.0,100.0,False,False,True,False,False,0.004144695480375882,True,False,True,kept_rapid_trial_core; kept_high_recent_shap_signal
num__late_care_team_activity_flag,191320,47171,100.0,100.0,False,False,False,True,False,0.0,False,True,True,kept_clinically_relevant_non_sparse_extra
num__high_care_team_touchpoints_near_discharge_flag,191320,47171,100.0,100.0,False,False,True,True,False,4.843612070607482e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_medication_orders_last_12h,191320,47171,100.0,100.0,False,False,True,True,False,0.001229207360702629,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_lab_orders_last_12h,191320,47171,100.0,100.0,False,False,True,True,False,0.0002337997283060766,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_imaging_orders_last_12h,191320,47171,100.0,100.0,False,False,True,True,False,9.584078182570692e-05,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_consult_orders_last_12h,191320,47171,100.0,100.0,False,False,True,True,False,0.0001385462957986404,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
num__late_discharge_admin_orders_last_12h,191320,47171,100.0,100.0,False,False,True,True,False,0.0008770988869861699,False,True,True,kept_rapid_trial_core; kept_clinically_relevant_non_sparse_extra
