processed_feature_name,train_nonzero_count,test_nonzero_count,train_nonzero_percent,test_nonzero_percent,all_zero_train,all_zero_test,very_rare_train,rare_train,timing_or_leakage_flags,has_timing_or_leakage_flag,feature_family,random_forest_importance,random_forest_importance_normalised,regularised_random_forest_importance,regularised_random_forest_importance_normalised,xgboost_importance,xgboost_importance_normalised,targeted_xgboost_importance,targeted_xgboost_importance_normalised,catboost_importance,catboost_importance_normalised,targeted_catboost_importance,targeted_catboost_importance_normalised,lightgbm_importance,lightgbm_importance_normalised,targeted_lightgbm_importance,targeted_lightgbm_importance_normalised,available_model_signal_count,mean_available_model_signal,removal_review_reason,review_for_removal
num__systolic_bp_arterial_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0001197023425046,0.0063617130859824084,8.819785297479031e-05,0.0030854989116504395,0.00035279925,0.003205244856515928,0.00014781987,0.000795867504688284,0.0263861965273614,0.005205711262150807,0.0,0.0,13.0,0.012138188608776844,14.0,0.01352657004830918,8,0.0055398492847592365,full_record_only_not_for_early_prediction,True
num__mean_bp_arterial_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,9.037597612912866e-05,0.004803130982812782,7.741435498192878e-05,0.0027082508245539288,0.00037213188,0.003380885289057736,0.00015844894,0.0008530948004372053,0.0153281364098217,0.003024075571242324,0.0,0.0,13.0,0.012138188608776844,20.0,0.01932367149758454,8,0.00577891219680817,full_record_only_not_for_early_prediction,True
num__mean_bp_arterial_vital_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,9.060382111564576e-05,0.004815240056052059,8.592036907997412e-05,0.0030058237966477494,0.00034730416,0.0031553209721579194,0.00019468142,0.001048171777884609,0.0257363907825308,0.005077511615014576,0.0021808626930674,0.00032667099442559925,27.0,0.025210084033613446,23.0,0.022222222222222223,8,0.008107630683502271,full_record_only_not_for_early_prediction,True
num__spo2_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002534319824958,0.013468922376252064,0.0002207717532194,0.0077234420261491354,0.00030918096,0.00280896482000077,0.00019619332,0.0010563119019446436,0.0057796738670209,0.0011402671586225055,0.0,0.0,29.0,0.02707749766573296,16.0,0.015458937198067632,8,0.008591792893346214,full_record_only_not_for_early_prediction,True
num__respiratory_rate_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0001788345397007,0.009504358959356737,0.0001377119575562,0.0048176920506484335,0.00032979692,0.0029962645371972726,9.9147765e-05,0.000533815138154095,0.0307802443981294,0.006072609394421109,0.0,0.0,25.0,0.02334267040149393,26.0,0.025120772946859903,8,0.009048522928516435,full_record_only_not_for_early_prediction,True
num__psychotropic_orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0001948545716454,0.010355761235436153,0.0001288853451949,0.004508903322626495,0.0002454347,0.0022298185435074757,0.00022071232,0.001188323081141676,0.0078749001529641,0.0015536326492561656,0.004583190542332,0.0006865152110973933,30.0,0.028011204481792718,25.0,0.024154589371980676,8,0.009086093487104844,full_record_only_not_for_early_prediction,True
num__respiratory_rate_vital_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002196387758636,0.011672945118404228,0.0001693308350358,0.005923841562913773,0.00031709997,0.0028809104550076427,0.000166423,0.0008960274267102134,0.0194349478907294,0.0038343050696667156,0.0019354956594889,0.0002899175146613091,25.0,0.02334267040149393,25.0,0.024154589371980676,8,0.009124400865104812,full_record_only_not_for_early_prediction,True
num__mean_bp_arterial_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0001065528785391,0.005662870312878275,9.295324448391696e-05,0.003251860731479273,0.00042032803,0.003818756009846882,0.00019491046,0.0010494049374948414,0.0195746565714348,0.0038618680817065214,0.0101941329848482,0.0015269771774505043,34.0,0.031746031746031744,27.0,0.02608695652173913,8,0.009625590689828396,full_record_only_not_for_early_prediction,True
num__systolic_bp_noninvasive_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003188076968192,0.01694338685718433,0.0002422871740992,0.008476133905477527,0.0002760193,0.0025076851541609765,0.00014795506,0.0007965953725179526,0.0262218805164203,0.0051732934899333975,0.0028500190339961,0.00042690379129641903,19.0,0.017740429505135387,26.0,0.025120772946859903,8,0.009648150127820738,full_record_only_not_for_early_prediction,True
num__prn_psychotropic_orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,8.618665877731081e-05,0.004580485089167312,6.480273139241866e-05,0.0022670478978715626,0.00020221686,0.001837176667512194,0.00023697667,0.0012758909273985894,0.0198743774306219,0.003920999766356633,0.0226930380061973,0.0033991857055410157,31.0,0.028944911297852476,33.0,0.03188405797101449,8,0.009763719415339284,full_record_only_not_for_early_prediction,True
num__mean_bp_noninvasive_vital_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003078767994463,0.01636245225386998,0.0002316308877407,0.008103336168884263,0.0002216902,0.002014095475798169,0.0001912288,0.0010295827474380468,0.0206831455149928,0.004080560964231889,0.0045725333922981,0.0006849188786871122,16.0,0.014939309056956116,32.0,0.030917874396135265,8,0.009766516242750104,full_record_only_not_for_early_prediction,True
num__new_safety_order_last_24h_before_discharge_flag,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0004167273882781,0.02214743691581627,0.0007559508474108,0.026446057792517325,0.00023571924,0.0021415518360422916,0.0009058559,0.004877160795366412,0.0365715372765319,0.007215168858353383,0.1309213907984903,0.01961068941189117,1.0,0.0009337068160597573,0.0,0.0,8,0.010421471553255826,full_record_only_not_for_early_prediction,True
num__spo2_vital_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002525814379112,0.013423719245713051,0.0002319338929696,0.008113936453046085,0.00020976747,0.0019057753220333069,0.00021029124,0.001132215611044747,0.0456027016558159,0.008996919936831962,0.0225855644980811,0.0033830872698704297,33.0,0.03081232492997199,24.0,0.02318840579710145,8,0.011369548070701627,full_record_only_not_for_early_prediction,True
num__mean_bp_noninvasive_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002883935680117,0.015326994419200154,0.0002272113159132,0.007948722608533652,0.0002803729,0.002547238395862391,0.00017469685,0.0009405741331419344,0.0089871622338421,0.0017730699309760141,0.0,0.0,34.0,0.031746031746031744,32.0,0.030917874396135265,8,0.011400063203735145,full_record_only_not_for_early_prediction,True
num__heart_rate_vital_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.000324028120557,0.017220832037556297,0.0002646706068885,0.009259192168019662,0.00030417,0.002763439344064506,0.00019412674,0.001045185360784523,0.0280301308908036,0.005530041736273276,2.881883519555098e-05,4.3167676632942195e-06,30.0,0.028011204481792718,30.0,0.028985507246376812,8,0.011602464892816387,full_record_only_not_for_early_prediction,True
num__respiratory_rate_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002430160078462,0.012915353909293492,0.0002148478799029,0.0075162022345406,0.00033801282,0.0030709074714343754,0.00018088525,0.0009738927016538196,0.0111814572261701,0.002205980606154149,0.0,0.0,38.0,0.035480859010270774,43.0,0.04154589371980676,8,0.012963636206644246,full_record_only_not_for_early_prediction,True
num__systolic_bp_noninvasive_vital_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.000313794267095,0.01667694260208656,0.0002344656745572,0.008202507875927653,0.00033035854,0.003001366956253766,0.00014816885,0.000797746425578866,0.0133928875074322,0.002642271888555912,0.0,0.0,46.0,0.04295051353874883,35.0,0.033816425120772944,8,0.013510971800990567,full_record_only_not_for_early_prediction,True
num__followup_order_last_48h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0001834014983641,0.009747075017239865,0.0001058366102578,0.003702570241211589,0.00047828158,0.004345274470570193,0.00020803437,0.0011200645416702044,0.0476614453340971,0.009403087803458625,0.0451086942199748,0.0067568224468793,41.0,0.03828197945845005,39.0,0.03768115942028986,8,0.013879754174971209,full_record_only_not_for_early_prediction,True
num__heart_rate_vital_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003545578795409,0.01884336976886512,0.0003050221644788,0.010670844298189519,0.0003411412,0.003099329368318304,0.00017154623,0.0009236110815736912,0.029260186712073,0.005772718449274193,0.0003313044442965,4.962602763575883e-05,38.0,0.035480859010270774,45.0,0.043478260869565216,8,0.014789827359211572,full_record_only_not_for_early_prediction,True
num__mean_bp_noninvasive_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003657786732694,0.019439711233903405,0.0003114957992039,0.010897316850808548,0.00028175674,0.002559810832006291,0.00019412952,0.0010452003284046611,0.0329198547075855,0.006494731372971514,0.0357831469866233,0.005359950558536313,49.0,0.0457516339869281,30.0,0.028985507246376812,8,0.015066732801241954,full_record_only_not_for_early_prediction,True
num__systolic_bp_noninvasive_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003951322630951,0.020999740157376975,0.0003727201880391,0.013039180612180026,0.00038876466,0.0035319970971031357,0.00019268898,0.0010374444091550794,0.0131334659588919,0.00259109082214187,0.0,0.0,48.0,0.04481792717086835,42.0,0.04057971014492753,8,0.01582463630171912,full_record_only_not_for_early_prediction,True
num__safety_order_activity_duration_hours,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,safety_observation_features,0.0004764477043592,0.025321339016333138,0.0003882614855446,0.013582874760296786,0.00040185833,0.003650955452089482,0.00029559038,0.0015914692533585749,0.0076893380155091,0.0015170232460109275,0.0249190602143817,0.0037326211348656774,40.0,0.03734827264239029,42.0,0.04057971014492753,8,0.01591553320628405,full_record_only_not_for_early_prediction,True
num__num_careunit_transfers,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,icu_care_features,0.0005579683810935,0.029653845340833918,0.0003463348605967,0.012116120737578137,0.0002290883,0.0020813085494455494,0.0001660444,0.0008939890306726917,0.0171532876168242,0.003384158169110065,7.466627399924115e-06,1.1184246516262707e-06,43.0,0.040149393090569564,42.0,0.04057971014492753,8,0.016107455435973632,full_record_only_not_for_early_prediction,True
num__respiratory_rate_vital_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0002745524581613,0.014591393362299985,0.000250632017272,0.008768068500925418,0.0003781688,0.003435731796750703,0.00022249535,0.001197922978888064,0.005130711056098,0.0010122338132316602,0.0442847207406635,0.006633399621259611,57.0,0.05322128851540616,42.0,0.04057971014492753,8,0.01617996859171114,full_record_only_not_for_early_prediction,True
num__mean_bp_noninvasive_vital_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003301415541331,0.017545737211236295,0.0002663095249048,0.009316527801314764,0.0003212314,0.002918445242163668,0.00018088825,0.0009739088537618825,0.0338280865998312,0.006673915704643009,0.0018353338594133,0.00027491429830194566,55.0,0.051353874883286646,43.0,0.04154589371980676,8,0.01632540221431437,full_record_only_not_for_early_prediction,True
num__heart_rate_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003673891126713,0.019525299813064716,0.0003184222084166,0.01113962919024316,0.00040516086,0.00368095953315255,0.00022561429,0.0012147154641951644,0.0555261511683006,0.01095470922385401,0.024502604566051,0.0036702403251031883,49.0,0.0457516339869281,43.0,0.04154589371980676,8,0.017185385157043456,full_record_only_not_for_early_prediction,True
num__heart_rate_vital_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003373617259574,0.017929461210421403,0.0002879729897927,0.010074398827418979,0.00043919313,0.003990148847962775,0.0001993402,0.0010732548172181688,0.0503307348572254,0.009929709763470216,0.0612462845025251,0.009174068925528047,56.0,0.05228758169934641,35.0,0.033816425120772944,8,0.017284381151517366,full_record_only_not_for_early_prediction,True
num__spo2_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.000248965349139,0.013231538217498881,0.0002727130870011,0.009540548944827943,0.00045048245,0.004092714357565084,0.0002781708,0.00149768160716921,0.036766218240594,0.00725357730748676,0.0193995479672607,0.002905854479521931,47.0,0.04388422035480859,59.0,0.057004830917874394,8,0.017426370773344097,full_record_only_not_for_early_prediction,True
num__care_team_touchpoints_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0004621646183686,0.024562248649733838,0.0003349630072041,0.01171828972375125,0.00026859378,0.002440222964865063,0.00017830105,0.0009599792757685482,0.0177764636620802,0.0035071040644659105,0.0464097653129741,0.006951709630340944,47.0,0.04388422035480859,51.0,0.04927536231884058,8,0.01791239212282184,full_record_only_not_for_early_prediction,True
num__psychotropic_orders_last_48h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0004121037225544,0.02190170709863629,0.0003129543785928,0.010948343547776932,0.0002146764,0.0019503738370060476,0.00023876989,0.0012855456884720304,0.0116983381596505,0.002307955625320696,0.0080513728045635,0.0012060135509304618,55.0,0.051353874883286646,58.0,0.05603864734299517,8,0.018374057696803035,full_record_only_not_for_early_prediction,True
num__care_team_touchpoints_after_72h,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,care_team_complexity_features,0.0004903139764498,0.026058277348255693,0.0003624268336938,0.012679079628330299,0.00025847997,0.002348337175758994,0.00024582315,0.0013235206943769718,0.0405100340480488,0.007992191684593978,0.0135173020447576,0.002024754018191499,52.0,0.04855275443510738,48.0,0.0463768115942029,8,0.018419465822352214,full_record_only_not_for_early_prediction,True
num__abnormal_labs_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0011478447522144,0.06100347602268492,0.0010528470284259,0.03683262404665398,0.0003589398,0.0032610328614611733,0.0004987524,0.002685300887122231,0.0669132313315839,0.013201257012109481,0.0708410039513707,0.010611260067158604,11.0,0.01027077497665733,13.0,0.012560386473429951,8,0.01880326404340971,full_record_only_not_for_early_prediction,True
num__systolic_bp_noninvasive_vital_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003932951382264,0.020902104128931308,0.0002940395564284,0.010286630578199323,0.00027968842,0.0025410197715331497,0.00014822434,0.0007980451857376669,0.0390786482903654,0.007709794752109677,0.0,0.0,53.0,0.04948646125116713,62.0,0.05990338164251208,8,0.01895342966377379,full_record_only_not_for_early_prediction,True
num__mean_bp_noninvasive_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003887925876099,0.020662811107776055,0.0003569319075777,0.012486846053714007,0.00031725338,0.0028823042125437994,0.00019523781,0.0010511674016862908,0.0324375163162278,0.006399571223858898,0.0166950046927833,0.0025007414736692075,71.0,0.06629318394024276,50.0,0.04830917874396135,8,0.020073225519681548,full_record_only_not_for_early_prediction,True
num__heart_rate_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0004237657680378,0.02252149937511757,0.0003823519589798,0.013376136873046042,0.00027757016,0.0025217749971472533,0.0002266444,0.0012202616135406782,0.0369326600310333,0.00728641447301321,0.0228382057449185,0.0034209303526099564,55.0,0.051353874883286646,68.0,0.06570048309178744,8,0.020925171957443603,full_record_only_not_for_early_prediction,True
num__systolic_bp_noninvasive_vital_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0003555127546126,0.018894117658271536,0.000328649225957,0.011497409458424446,0.00039744467,0.00361085655444894,0.00019467679,0.0010481468497978322,0.0896831810133166,0.017693521873924197,0.0370177505462842,0.005544881583234872,68.0,0.06349206349206349,49.0,0.04734299516908213,8,0.021140499079905933,full_record_only_not_for_early_prediction,True
num__discontinued_orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0016467447951863,0.08751806935112838,0.0012031199875383,0.04208974807125276,0.00026960863,0.002449443060266726,0.00021687633,0.0011676699728057724,0.0068780276265023,0.0013569604789208276,0.0,0.0,14.0,0.013071895424836602,23.0,0.022222222222222223,8,0.02123450107267916,full_record_only_not_for_early_prediction,True
num__respiratory_rate_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0004180795105441,0.02221929694573281,0.0003807831121538,0.013321252598532549,0.00037662176,0.003421676659153828,0.00014747889,0.0007940316560858694,0.0355709216096901,0.007017758206895472,0.0162612863357323,0.002435774886158277,67.0,0.06255835667600373,87.0,0.08405797101449275,8,0.02447826483038191,full_record_only_not_for_early_prediction,True
num__safety_order_near_discharge_flag,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0005268633131374,0.028000732179334267,0.0007914056979496,0.027686404343600212,0.001783661,0.016204882085259692,0.0014908315,0.008026690497127967,0.3776399968539164,0.07450428797581668,0.3221554059961289,0.048255594985816774,4.0,0.003734827264239029,2.0,0.001932367149758454,8,0.026043223310119136,full_record_only_not_for_early_prediction,True
num__num_transfer_events,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,service_transfer_features,0.0007596513011967,0.040372506690258776,0.0006057141029948,0.02119020069678993,0.000296199,0.0026910213705249124,0.000283908,0.0015285708986284543,0.0385316933256242,0.007601886451764456,0.0351152310926029,0.005259903567964237,67.0,0.06255835667600373,78.0,0.07536231884057971,8,0.027070595649064277,full_record_only_not_for_early_prediction,True
num__spo2_vital_mean_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,vital_sign_features,0.0004536954281659,0.024112144190515584,0.0003968501983117,0.013883340848773337,0.0003821906,0.003472270575571621,0.0002757633,0.0014847195404488357,0.0922969581900789,0.018209191848250157,0.0584153391358738,0.008750022175116721,93.0,0.08683473389355742,82.0,0.07922705314009662,8,0.029496684526541285,full_record_only_not_for_early_prediction,True
num__orders_after_72h_count,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,orders_after_72h_count,0.0011878585492158,0.0631300534202314,0.0011973025426796,0.04188623155498069,0.0009996591,0.009082083333636172,0.0005684396,0.003060499282119557,0.0622452656125716,0.012280317850241342,0.0280093158263786,0.004195509915993136,54.0,0.05042016806722689,62.0,0.05990338164251208,8,0.030494780633367656,full_record_only_not_for_early_prediction,True
num__safety_orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0006728093579634,0.03575719578556035,0.0007463725308279,0.026110971569948748,0.0013249322,0.012037248149712146,0.0010362929,0.005579438301827659,0.1660215996344816,0.032754266424162744,0.1421384124242804,0.02129088487795074,69.0,0.06442577030812324,57.0,0.05507246376811594,8,0.031628529898175196,full_record_only_not_for_early_prediction,True
num__num_lab_events_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0006475255293554,0.03441345881305233,0.0006283814091585,0.02198318993790144,0.00039877056,0.003622902504384508,0.00040072727,0.0021575300562464857,0.1281727621890219,0.025287100053866345,0.0668633794773654,0.010015452478489492,93.0,0.08683473389355742,120.0,0.11594202898550725,8,0.037532049590375656,full_record_only_not_for_early_prediction,True
num__potassium_lab_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0010812809355886,0.057465868533800465,0.0006922143577521,0.02421631111681821,0.00029147987,0.0026481472228056927,0.00018037313,0.0009711354291267842,0.0923907473094511,0.018227695427364972,0.0324175704502176,0.004855821510220691,112.0,0.10457516339869281,94.0,0.09082125603864734,8,0.037972674834684625,full_record_only_not_for_early_prediction,True
num__sodium_lab_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0009898436201121,0.05260633150016556,0.0006533522851672,0.022856766880526392,0.00037483862,0.003405476510447594,0.00019378676,0.0010433548962181292,0.0880979795013699,0.017380778756326237,0.0363955724866945,0.0054516856538982614,101.0,0.09430438842203548,119.0,0.11497584541062802,8,0.03900307850378071,full_record_only_not_for_early_prediction,True
num__potassium_lab_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0011690885893148,0.06213250318832205,0.0007330850102014,0.02564612317456528,0.0002243213,0.0020379994941371513,0.0001843608,0.0009926051880463417,0.0407523670048297,0.008040001356632026,0.0065150159219056,0.0009758829552511128,110.0,0.10270774976657329,117.0,0.11304347826086956,8,0.0394470429230496,full_record_only_not_for_early_prediction,True
num__potassium_lab_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0009779204277916,0.05197266028684663,0.0006482651236482,0.022678798474257467,0.00025408418,0.00230840063029348,0.00018490167,0.0009955172516089787,0.0606926183692307,0.011973997337831537,0.0850079541255152,0.012733324751045915,96.0,0.0896358543417367,142.0,0.13719806763285025,8,0.04118707758830887,full_record_only_not_for_early_prediction,True
num__orders_after_72h_to_total_ratio,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,healthcare_intensity_features,0.0015583089708075,0.08281804987407734,0.0015264735066343,0.05340189340810379,0.0009619681,0.008739653796478874,0.00040530766,0.002182191040996365,0.0621013533506651,0.012251925517083685,0.1036473361832758,0.015525314128296979,95.0,0.08870214752567694,80.0,0.07729468599033816,8,0.042614482660131514,full_record_only_not_for_early_prediction,True
num__urea_nitrogen_lab_max_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0012694886544569,0.06746837544348229,0.0009270884792112,0.03243310803073003,0.0003345078,0.0030390637321776014,0.00021621193,0.0011640928192734707,0.0309930885526243,0.006114601244629157,0.0591490695975423,0.00885992751684939,107.0,0.09990662931839403,142.0,0.13719806763285025,8,0.04452298321729828,full_record_only_not_for_early_prediction,True
num__potassium_lab_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0011992635997496,0.06373618741651788,0.0008151565144568,0.028517298929035543,0.00023213334,0.00210897328738897,0.00017235332,0.0009279564832058187,0.0321464528763787,0.006342147554431907,0.0475950583285795,0.007129254438331094,134.0,0.12511671335200747,157.0,0.15169082125603864,8,0.048196169089619656,full_record_only_not_for_early_prediction,True
num__num_prescription_rows,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,medication_features,0.0015865537418354,0.0843191493989414,0.001541022799152,0.05391088341992958,0.0007595679,0.006900811451979007,0.00037193642,0.00200251908277347,0.1065815617905511,0.021027389679878838,0.0762233283466856,0.011417477381127,101.0,0.09430438842203548,119.0,0.11497584541062802,8,0.048607308030911595,full_record_only_not_for_early_prediction,True
num__urea_nitrogen_lab_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0012536958784721,0.06662905093617258,0.0008968653637933,0.03137578762458284,0.00029481485,0.0026784461179750656,0.00016706882,0.0008995045448532466,0.0943556097689434,0.018615341544657774,0.0776976704400563,0.011638318793700074,113.0,0.10550887021475257,158.0,0.15265700483091788,8,0.04875029057595151,full_record_only_not_for_early_prediction,True
num__hemoglobin_lab_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0012403975334488,0.06592229571495889,0.000859324890743,0.030062478004986414,0.00027066047,0.002458999216494036,0.00017573748,0.0009461769225463884,0.0577145940594653,0.011386465342751121,0.0623671035698868,0.009341956193474861,137.0,0.12791783380018673,159.0,0.1536231884057971,8,0.05020742420014945,full_record_only_not_for_early_prediction,True
num__late_psych_safety_activity_score_near_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0009331120569696,0.04959126997271041,0.0011551927239199,0.04041306871064263,0.0016765689,0.015231931029670744,0.0016647545,0.008963098193995109,0.3914896603426732,0.07723667682639081,0.2187699364079663,0.032769505803365497,96.0,0.0896358543417367,126.0,0.12173913043478261,8,0.05444756691416182,full_record_only_not_for_early_prediction,True
num__sodium_lab_min_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0011349820123834,0.060319871520113755,0.0009224796543642,0.032271873674453014,0.0011796904,0.010717700184683548,0.0006821102,0.003672505887039586,0.0956849198313819,0.01887760004620993,0.0985405415066077,0.014760368356764643,159.0,0.1484593837535014,156.0,0.15072463768115943,8,0.05497549263799066,full_record_only_not_for_early_prediction,True
num__orders_last_24h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0016880718994277,0.0897144439112016,0.0013443310527717,0.04702985231863385,0.00025281383,0.0022968592712813082,0.00017951973,0.0009665406927865278,0.1374411364707574,0.027115650081159126,0.0216872474394422,0.003248528534105959,148.0,0.13818860877684408,141.0,0.13623188405797101,8,0.05559904595549793,full_record_only_not_for_early_prediction,True
num__glucose_lab_value_change,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0015733071788715,0.08361514619241689,0.0010997643849976,0.03847397298834391,0.000306502,0.002784625984924415,0.00018649845,0.0010041143726464696,0.0581289019524609,0.011468203810147461,0.0525672720189253,0.00787404135035685,152.0,0.1419234360410831,164.0,0.15845410628019324,8,0.055699705877514036,full_record_only_not_for_early_prediction,True
num__num_procedures,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,procedure_features,0.0010805467435479,0.05742684908760403,0.0009514118899361,0.03328403415634396,0.0004811126,0.004370994798189069,0.00057685707,0.003105819243804603,0.1856808286023528,0.036632819725208834,0.4072224727259304,0.06099777420224772,145.0,0.1353874883286648,126.0,0.12173913043478261,8,0.0566181137471057,full_record_only_not_for_early_prediction,True
num__urea_nitrogen_lab_last_value,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,laboratory_features,0.0013867610972818,0.07370094882955133,0.0010067026088956,0.03521831540492119,0.00031360894,0.0028491938174256665,0.00021396678,0.0011520048508010933,0.0867299971531776,0.017110890630956457,0.0413300838378262,0.006190825139938698,166.0,0.1549953314659197,168.0,0.16231884057971013,8,0.056692043839903034,full_record_only_not_for_early_prediction,True
num__num_lab_events_last_48h_before_discharge,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,discharge_readiness_trajectory_features,0.0009893683618235,0.0525810733739623,0.0008701215124645,0.030440185210406843,0.0004358376,0.003959663252334709,0.0003135992,0.0016884293889329093,0.1207217847588595,0.02381710277396256,0.1992571660349634,0.029846691761926787,189.0,0.17647058823529413,165.0,0.15942028985507245,8,0.059778002981486576,full_record_only_not_for_early_prediction,True
