processed_feature_name,train_nonzero_count,test_nonzero_count,train_nonzero_percent,test_nonzero_percent,all_zero_train,all_zero_test,very_rare_train,rare_train,timing_or_leakage_flags,has_timing_or_leakage_flag,feature_family,random_forest_importance,random_forest_importance_normalised,regularised_random_forest_importance,regularised_random_forest_importance_normalised,xgboost_importance,xgboost_importance_normalised,targeted_xgboost_importance,targeted_xgboost_importance_normalised,catboost_importance,catboost_importance_normalised,targeted_catboost_importance,targeted_catboost_importance_normalised,lightgbm_importance,lightgbm_importance_normalised,targeted_lightgbm_importance,targeted_lightgbm_importance_normalised,available_model_signal_count,mean_available_model_signal,removal_review_reason,review_for_removal
num__los_30plus_days,191320,47171,100.0,100.0,False,False,False,False,,False,los_30plus_days,,,,,,,,,,,,,,,,,0,,,False
num__los_60plus_days,191320,47171,100.0,100.0,False,False,False,False,,False,los_60plus_days,,,,,,,,,,,,,,,,,0,,,False
num__previous_total_admissions,191320,47171,100.0,100.0,False,False,False,False,,False,prior_utilisation_features,0.0017144110760008,0.09111426851590933,0.0017369662678246,0.060765736899266856,0.00042612205,0.003871395727203283,0.0003609357,0.0019432908100373723,0.1227460532891229,0.02421646906666346,0.2379750032263454,0.03564622898979679,164.0,0.1531279178338002,191.0,0.18454106280193236,8,0.06940329633057621,,False
num__previous_psych_admissions_from_all_hosp,191320,47171,100.0,100.0,False,False,False,False,,False,prior_utilisation_features,0.0041939666749518,0.22289298705403102,0.0043027986915443,0.1505283885267099,0.0014084564,0.012796080580463082,0.0008836432,0.004757566818444437,0.4456208027983258,0.08791616591540273,0.4680896944099088,0.07011506338264185,263.0,0.24556489262371614,292.0,0.2821256038647343,8,0.13458709359576793,,False
num__previous_nonpsych_admissions,191320,47171,100.0,100.0,False,False,False,False,,False,prior_utilisation_features,0.0006121702634715,0.03253446419251388,0.000459775746917,0.016084717698526766,0.0003111474,0.0028268302822874593,0.00025360048,0.001365394119243584,0.0835695301951826,0.016487364674124084,0.1233769121264743,0.018480603433509945,118.0,0.11017740429505135,121.0,0.11690821256038647,8,0.03935812390695544,,False
num__icu_stay_count,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,icu_care_features,,,,,,,,,,,,,,,,,0,,full_record_only_not_for_early_prediction,True
num__total_icu_los_days,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,icu_care_features,,,,,,,,,,,,,,,,,0,,full_record_only_not_for_early_prediction,True
num__had_icu_stay,191320,47171,100.0,100.0,False,False,False,False,,False,icu_care_features,,,,,,,,,,,,,,,,,0,,,False
num__num_service_records,191320,47171,100.0,100.0,False,False,False,False,,False,service_transfer_features,,,,,,,,,,,,,,,,,0,,,False
num__num_unique_services,191320,47171,100.0,100.0,False,False,False,False,,False,service_transfer_features,,,,,,,,,,,,,,,,,0,,,False
num__num_service_transfers,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,service_transfer_features,,,,,,,,,,,,,,,,,0,,full_record_only_not_for_early_prediction,True
num__had_service_transfer,191320,47171,100.0,100.0,False,False,False,False,,False,service_transfer_features,,,,,,,,,,,,,,,,,0,,,False
num__num_transfer_events,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,service_transfer_features,0.0007596513011967,0.040372506690258776,0.0006057141029948,0.02119020069678993,0.000296199,0.0026910213705249124,0.000283908,0.0015285708986284543,0.0385316933256242,0.007601886451764456,0.0351152310926029,0.005259903567964237,67.0,0.06255835667600373,78.0,0.07536231884057971,8,0.027070595649064277,full_record_only_not_for_early_prediction,True
num__num_careunit_transfers,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,icu_care_features,0.0005579683810935,0.029653845340833918,0.0003463348605967,0.012116120737578137,0.0002290883,0.0020813085494455494,0.0001660444,0.0008939890306726917,0.0171532876168242,0.003384158169110065,7.466627399924115e-06,1.1184246516262707e-06,43.0,0.040149393090569564,42.0,0.04057971014492753,8,0.016107455435973632,full_record_only_not_for_early_prediction,True
num__had_ed_transfer_record,191320,47171,100.0,100.0,False,False,False,False,,False,service_transfer_features,,,,,,,,,,,,,,,,,0,,,False
num__had_unknown_transfer_careunit,191320,47171,100.0,100.0,False,False,False,False,,False,icu_care_features,,,,,,,,,,,,,,,,,0,,,False
num__num_unique_careunits,191320,47171,100.0,100.0,False,False,False,False,,False,icu_care_features,0.0012171136064438,0.0646848457200678,0.0016309141412666,0.057055627071917046,0.0014596933,0.013261577063771426,0.0009692489,0.005218470990840839,0.5271302851169841,0.10399710541868903,0.6981947852507956,0.10458245974204312,231.0,0.21568627450980393,240.0,0.2318840579710145,8,0.09954630231101846,,False
num__num_procedures,191320,47171,100.0,100.0,False,False,False,False,full_record_not_early_prediction,True,procedure_features,0.0010805467435479,0.05742684908760403,0.0009514118899361,0.03328403415634396,0.0004811126,0.004370994798189069,0.00057685707,0.003105819243804603,0.1856808286023528,0.036632819725208834,0.4072224727259304,0.06099777420224772,145.0,0.1353874883286648,126.0,0.12173913043478261,8,0.0566181137471057,full_record_only_not_for_early_prediction,True
num__num_unique_procedure_codes,191320,47171,100.0,100.0,False,False,False,False,,False,procedure_features,0.0010358384421819,0.05505077707513528,0.0009514357008044,0.033284867151771265,0.00040594142,0.003688051061621508,0.00031252956,0.0016826704086434884,0.189170637162613,0.03732132121901294,0.2822816240001765,0.04228290901272293,67.0,0.06255835667600373,55.0,0.05314009661835749,8,0.03612613115290858,,False
num__had_procedure,191320,47171,100.0,100.0,False,False,False,False,,False,procedure_features,,,,,,,,,,,,,,,,,0,,,False
num__drg_severity,191320,47171,100.0,100.0,False,False,False,False,,False,drg_severity,0.0005450982677635,0.02896984896552162,0.0004683614033758,0.01638507686562581,0.00037094843,0.0033701334322285507,0.00037534867,0.002020890759685867,0.0711109742316359,0.0140294262962939,0.0736169248315416,0.011027064710548038,68.0,0.06349206349206349,88.0,0.08502415458937199,8,0.028039832388917406,,False
num__drg_mortality,191320,47171,100.0,100.0,False,False,False,False,,False,drg_mortality,0.0006348260214832,0.033738529453060835,0.0004791854914549,0.016763744949498754,0.00040753538,0.0037025324758861136,0.00042862454,0.002307729962811925,0.0184530530111107,0.003640587827100933,0.0533093170761791,0.007985192133729073,57.0,0.05322128851540616,45.0,0.043478260869565216,8,0.020604733273382376,,False
num__drg_code_count,191320,47171,100.0,100.0,False,False,False,False,,False,drg_code_count,,,,,,,,,,,,,,,,,0,,,False
num__num_total_diagnoses,191320,47171,100.0,100.0,False,False,False,False,,False,diagnosis_features,0.0025907289953176,0.13768715136976267,0.0019436747269039,0.06799719099940717,0.0002804128,0.00254760089456321,0.00020064569,0.0010802836224031247,0.1318930977437233,0.02602108203099618,0.1098651915317145,0.016456685459617298,242.0,0.22595704948646125,313.0,0.30241545893719807,8,0.09752031285005112,,False
num__num_psych_diagnoses,191320,47171,100.0,100.0,False,False,False,False,,False,psychiatric_features,0.0011566623442747,0.06147209668309271,0.001281753249667,0.044840640939211536,0.0006228939,0.00565910349619549,0.0004949595,0.0026648797768984685,0.2680463583200016,0.05288264812391584,0.1113176969903763,0.01667425596696652,150.0,0.1400560224089636,151.0,0.14589371980676327,8,0.05876792090025093,,False
