processed_feature_name,feature_importance
num__elixhauser_pulmonary_circulation,4
num__elixhauser_deficiency_anaemia,4
num__elixhauser_comorbidity_group_count_simplified,4
num__home_discharge_with_followup_order_flag,4
num__ed_admission_with_psychosis_flag,4
num__previous_admission_had_psych_facility_discharge,4
num__systolic_bp_arterial_vital_relative_range,4
num__recent_psych_admission_90d_x_severe_mental_illness,4
num__previous_total_admissions_30d,4
num__recent_psych_admission_90d,3
num__num_prn_antipsychotic_orders,3
num__self_harm_and_previous_psych_365d,3
num__discharged_home_without_services_flag,3
num__abnormal_labs_without_psych_history_flag,3
num__psychotropic_change_without_aftercare_plan_flag,3
num__frequent_psych_admitter_flag,3
num__followup_order_first_72h_flag,3
num__late_followup_to_total_late_order_ratio,3
num__current_psych_group_not_seen_previous_flag,3
num__safety_orders_without_self_harm_flag,3
num__previous_icu_admissions_90d,3
num__systolic_bp_arterial_vital_mean_value,3
num__previous_total_admissions_7d,3
num__elixhauser_liver_disease,3
num__home_discharge_low_aftercare_quality_flag,3
num__spo2_72h_min,3
cat__time_since_previous_psych_category_365+ days,3
num__icu_or_procedure_without_psych_marker_flag,3
num__has_previous_nonpsych_admission,3
num__recent_psych_admission_365d,3
cat__discharge_location_AGAINST ADVICE,3
num__vital_72h_hours_with_3plus_instability_indicators,3
num__age_65plus,3
num__weekend_discharge,3
num__frequent_psych_admitter_and_discharge_planning,3
num__previous_3plus_psych_admissions,3
num__high_care_team_touchpoints_near_discharge_flag,2
num__psychotropic_change_with_aftercare_plan_flag,2
cat__discharge_location_Unknown,2
num__previous_psych_admissions_7d,2
cat__admission_type_SURGICAL SAME DAY ADMISSION,2
cat__time_since_previous_psych_category_91-180 days,2
num__new_orders_last_12h_before_discharge_flag,2
num__late_medication_change_without_followup_flag,2
num__smi_without_psychotropic_continuity_flag,2
num__late_imaging_orders_last_6h,2
num__emar_complete_dose_not_given_count,2
num__older_age_and_no_recent_psych_history,2
num__medical_complexity_late_workup_home_discharge_flag,2
cat__race_OTHER,2
num__recent_psych_admission_30d,2
num__medical_complexity_without_psych_history_flag,2
num__new_psychosis_this_admission_flag,2
num__substance_use_home_discharge_no_followup_flag,2
num__late_orders_but_psych_facility_discharge_flag,2
num__discharge_planning_and_social_work_flag,2
num__smi_and_high_charlson_flag,2
num__mood_stabiliser_antipsychotic_combination,2
num__vital_72h_max_instability_score,2
num__spo2_vital_value_range,2
num__previous_icu_admissions_180d,2
num__vital_abnormality_burden_score,2
num__safety_order_near_discharge_flag,1
cat__psych_medication_burden_category_3+ classes,1
num__late_followup_or_aftercare_orders_last_12h,1
cat__insurance_grouped_Private,1
cat__admission_location_EMERGENCY ROOM,1
cat__discharge_location_SKILLED NURSING FACILITY,1
num__previous_total_admissions_14d,1
num__internal_transfer_from_psych_flag,1
cat__discharge_location_OTHER FACILITY,1
cat__time_since_previous_psych_category_0-30 days,1
num__num_stopped_procedureevents,1
num__had_iv_prescription,1
num__late_psychotropic_change_flag,1
num__spo2_vital_max_value,1
num__emar_had_infusion_administration,1
num__late_activity_with_low_aftercare_quality_flag,1
num__psychosis_without_antipsychotic_continuity_flag,1
num__high_drg_severity,1
num__has_any_psych_medication,1
num__polypharmacy_10plus,1
num__previous_nonpsych_admissions_14d,1
num__elixhauser_renal_failure,1
num__had_therapy_or_counselling_followup_order,1
num__late_discontinued_safety_orders,1
num__vital_instability_near_discharge_score,1
num__num_delayed_administered_events,1
num__lab_activity_near_discharge_flag,1
num__recent_icu_admission_365d_flag,1
num__num_followup_related_orders,1
num__safety_orders_last_12h_before_discharge,1
num__previous_short_los_flag,1
num__previous_long_los_flag,1
num__respiratory_culture_positive,1
num__psychosis_home_discharge_no_followup_flag,1
num__late_safety_orders_and_self_harm_flag,1
num__self_harm_no_psych_followup_flag,1
num__late_lab_orders_without_psych_safety_orders_flag,1
num__safety_orders_last_6h_before_discharge,1
num__low_order_activity_with_recent_psych_admission_flag,1
num__psych_facility_discharge_with_followup_order_flag,1
num__psych_and_medical_comorbidity_flag,1
num__num_verified_pharmacy_orders,1
num__num_safety_observation_orders,1
num__high_medical_activity_low_psych_activity_flag,1
num__late_orders_but_supervised_discharge_flag,1
cat__first_service_PSYCH,1
num__psychosis_with_late_safety_order_flag,1
num__psychosis_on_current_and_previous_admission_flag,1
cat__discharge_location_ACUTE HOSPITAL,1
cat__discharge_location_REHAB,0
cat__admission_location_grouped_Internal transfer involving psych,0
cat__discharge_location_PSYCH FACILITY,0
num__previous_3plus_total_admissions_365d,0
cat__psych_diagnosis_burden_category_5+ diagnoses,0
cat__nonpsych_diagnosis_burden_category_11+,0
cat__race_UNABLE TO OBTAIN,0
cat__discharge_location_grouped_Home health care,0
cat__discharge_location_grouped_Psych facility,0
cat__discharge_location_HOME,0
cat__last_careunit_before_discharge_UNKNOWN,0
num__had_long_acting_injectable_antipsychotic,0
num__new_antipsychotic_started_flag,0
num__new_mood_stabiliser_started_flag,0
num__previous_admission_had_late_medication_orders,0
cat__last_service_PSYCH,0
num__icu_complexity_without_psych_history_flag,0
num__late_order_activity_and_high_poe_orders,0
num__self_harm_and_previous_psych_90d,0
num__smi_and_previous_psych_365d,0
num__late_orders_but_facility_discharge_flag,0
num__low_late_order_activity_flag,0
num__no_late_orders_but_recent_psych_admission_flag,0
num__no_late_orders_but_psychosis_flag,0
num__self_harm_with_late_safety_order_flag,0
num__psychosis_and_substance_use_flag,0
num__psych_diagnosis_without_psych_discharge_flag,0
num__late_order_discontinuation_share,0
num__prior_near_30d_readmission_flag,0
num__previous_admission_within_27_33d_flag,0
num__days_since_previous_admission_near_30d_flag,0
num__safety_orders_without_prior_readmission_history_flag,0
num__abnormal_labs_last_12h_before_discharge,0
num__had_followup_or_discharge_planning_order,0
num__home_discharge_without_discharge_planning_order_flag,0
num__home_discharge_and_late_orders_flag,0
num__psych_facility_discharge_and_safety_orders_flag,0
num__late_orders_but_followup_present_flag,0
num__late_orders_but_discharge_planning_present_flag,0
num__num_unverified_pharmacy_orders,0
num__num_dosing_by_pharmacy_orders,0
num__num_discharge_med_proc_type_orders,0
num__recent_icu_admission_30d_flag,0
num__previous_icu_admissions_60d,0
num__recent_icu_admission_60d_flag,0
num__recent_icu_admission_90d_flag,0
num__recent_icu_admission_180d_flag,0
num__high_order_activity_and_late_last_order,0
num__new_safety_order_last_24h_before_discharge_flag,0
num__new_safety_order_last_12h_before_discharge_flag,0
num__previous_admission_had_late_orders,0
num__prior_psych_admission_no_followup_flag,0
num__holiday_period_discharge_flag,0
num__has_previous_icu_admission,0
num__num_psych_related_poe_orders,0
num__had_followup_or_outpatient_referral_order,0
num__new_orders_last_24h_before_discharge_flag,0
num__late_order_activity_flag,0
num__late_order_activity_x_high_poe_orders,0
num__high_utiliser_previous_year,0
num__previous_2plus_total_admissions_365d,0
num__spo2_low_last_24h_before_discharge_flag,0
num__tachycardia_last_24h_before_discharge_flag,0
num__hypotension_last_24h_before_discharge_flag,0
num__late_social_work_or_case_management_orders_last_6h,0
num__had_substance_use_followup_order,0
num__protective_aftercare_present_flag,0
num__last_order_within_12h_of_discharge_flag,0
num__previous_icu_admissions_30d,0
num__psych_service_involved_anytime,0
num__has_polysubstance_related_disorder,0
num__antipsychotic_polypharmacy_2plus,0
num__antipsychotic_polypharmacy_3plus,0
num__previous_icu_admissions_7d,0
num__recent_icu_admission_7d_flag,0
num__previous_icu_admissions_14d,0
num__recent_icu_admission_14d_flag,0
num__low_aftercare_quality_flag,0
num__late_psych_safety_without_followup_flag,0
num__late_psych_safety_home_discharge_flag,0
num__quiet_risk_flag,0
num__quiet_home_discharge_psych_risk_flag,0
num__height_change_recent_missing,0
num__safety_orders_after_72h,0
num__late_safety_order_flag,0
num__self_harm_and_late_safety_order_flag,0
num__late_care_team_activity_flag,0
num__psychotropic_started_after_72h_flag,0
num__weight_change_recent_missing,0
num__emar_had_iv_administration,0
num__emar_complete_dose_not_given_flag,0
num__num_hospital_observation_hcpcs_events,0
num__num_paused_procedureevents,0
num__previous_nonpsych_admissions_7d,0
num__days_since_previous_icu_admission_missing,0
num__bmi_change_recent_missing,0
num__polypharmacy_5plus,0
num__num_vital_types_measured,0
num__late_icu_intervention_activity,0
num__has_previous_psych_admission,0
num__has_previous_hospital_admission,0
num__late_social_work_or_case_management_orders_last_12h,0
