csv_path,sheet_name,rows,columns,rows_written,note
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_01_d48_h6_l1_drop0p3_wd0p0005_training_history.csv,drop0p3_wd0p0005_training_histo,25,11,25,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_01_d48_h6_l1_drop0p3_wd0p0005_validation_threshold_search.csv,wd0p0005_validation_threshold_s,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_02_d32_h4_l2_drop0p4_wd0p0001_performance.csv,l2_drop0p4_wd0p0001_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_02_d32_h4_l2_drop0p4_wd0p0001_test_predictions.csv,drop0p4_wd0p0001_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_02_d32_h4_l2_drop0p4_wd0p0001_training_history.csv,drop0p4_wd0p0001_training_histo,25,11,25,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_02_d32_h4_l2_drop0p4_wd0p0001_validation_threshold_search.csv,wd0p0001_validation_threshold_s,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_03_d48_h6_l1_drop0p4_wd0p0005_performance.csv,l1_drop0p4_wd0p0005_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_03_d48_h6_l1_drop0p4_wd0p0005_test_predictions.csv,drop0p4_wd0p0005_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_03_d48_h6_l1_drop0p4_wd0p0005_training_history.csv,drop0p4_wd0p0005_training_histo,45,11,45,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_03_d48_h6_l1_drop0p4_wd0p0005_validation_threshold_search.csv,wd0p0005_validation_threshold_1,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_04_d48_h6_l1_drop0p3_wd0p0005_performance.csv,l1_drop0p3_wd0p0005_performan_1,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_04_d48_h6_l1_drop0p3_wd0p0005_test_predictions.csv,drop0p3_wd0p0005_test_predict_1,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_04_d48_h6_l1_drop0p3_wd0p0005_training_history.csv,drop0p3_wd0p0005_training_his_1,21,11,21,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_04_d48_h6_l1_drop0p3_wd0p0005_validation_threshold_search.csv,wd0p0005_validation_threshold_2,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_05_d48_h6_l1_drop0p2_wd0p001_performance.csv,l1_drop0p2_wd0p001_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_05_d48_h6_l1_drop0p2_wd0p001_test_predictions.csv,drop0p2_wd0p001_test_prediction,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_05_d48_h6_l1_drop0p2_wd0p001_training_history.csv,drop0p2_wd0p001_training_histor,26,11,26,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_05_d48_h6_l1_drop0p2_wd0p001_validation_threshold_search.csv,wd0p001_validation_threshold_se,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_06_d48_h4_l1_drop0p4_wd0p0001_performance.csv,l1_drop0p4_wd0p0001_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_06_d48_h4_l1_drop0p4_wd0p0001_test_predictions.csv,drop0p4_wd0p0001_test_predict_1,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_06_d48_h4_l1_drop0p4_wd0p0001_training_history.csv,drop0p4_wd0p0001_training_his_1,13,11,13,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_06_d48_h4_l1_drop0p4_wd0p0001_validation_threshold_search.csv,wd0p0001_validation_threshold_1,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_07_d16_h2_l1_drop0p2_wd0p0002_performance.csv,l1_drop0p2_wd0p0002_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_07_d16_h2_l1_drop0p2_wd0p0002_test_predictions.csv,drop0p2_wd0p0002_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_07_d16_h2_l1_drop0p2_wd0p0002_training_history.csv,drop0p2_wd0p0002_training_histo,21,11,21,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_07_d16_h2_l1_drop0p2_wd0p0002_validation_threshold_search.csv,wd0p0002_validation_threshold_s,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_08_d32_h4_l1_drop0p2_wd0p0005_performance.csv,l1_drop0p2_wd0p0005_performance,3,20,3,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_08_d32_h4_l1_drop0p2_wd0p0005_test_predictions.csv,drop0p2_wd0p0005_test_predictio,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_08_d32_h4_l1_drop0p2_wd0p0005_training_history.csv,drop0p2_wd0p0005_training_histo,39,11,39,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_tabtransformer_screen_08_d32_h4_l1_drop0p2_wd0p0005_validation_threshold_search.csv,wd0p0005_validation_threshold_3,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_test_predictions.csv,tabtransformer_style_test_predi,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_training_history.csv,tabtransformer_style_training_h,39,11,39,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_validation_threshold_search.csv,style_validation_threshold_sear,99,7,99,complete
/scratch/DissProject/outputs/WP3_5/csv_tables/t3_5_tabtransformer_style_variant_summary.csv,tabtransformer_style_variant_su,8,14,8,complete
/scratch/DissProject/outputs/WP3_5/t3_5_neural_model_comparison.csv,5_neural_model_comparison_1,24,22,24,complete
/scratch/DissProject/outputs/WP3_5/wp3_5_csv_table_workbook_index.csv,5_table_workbook_index,185,6,185,complete
