csv_path,sheet_name,rows,columns,rows_written,note
/scratch/DissProject/outputs/WP3_2/calibrated_tuned_logistic_regression/t3_2_calibrated_tuned_logistic_calibration_table.csv,tuned_logistic_calibration_tabl,10,2,10,complete
/scratch/DissProject/outputs/WP3_2/calibrated_tuned_logistic_regression/t3_2_calibrated_tuned_logistic_regression_performance.csv,tuned_logistic_regression_perfo,1,19,1,complete
/scratch/DissProject/outputs/WP3_2/calibrated_tuned_logistic_regression/t3_2_calibrated_tuned_logistic_regression_test_predictions.csv,logistic_regression_test_predic,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_calibration_table.csv,2_logistic_calibration_table,10,2,10,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_confusion_matrices.csv,2_logistic_confusion_matrices,4,6,4,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_regression_coefficients.csv,2_logistic_regression_coefficie,973,4,973,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_regression_performance.csv,2_logistic_regression_performan,5,19,5,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_regression_test_predictions.csv,logistic_regression_test_pred_1,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_2/logistic_regression/t3_2_logistic_threshold_search_training.csv,logistic_threshold_search_train,99,8,99,complete
/scratch/DissProject/outputs/WP3_2/reference_baseline/t3_2_reference_baseline_test_predictions.csv,reference_baseline_test_predict,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_2/t3_2_logistic_model_comparison.csv,2_logistic_model_comparison,9,19,9,complete
/scratch/DissProject/outputs/WP3_2/t3_2_output_file_summary.csv,2_output_file_summary,34,3,34,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_calibration_table.csv,tuned_logistic_calibration_ta_1,10,2,10,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_confusion_matrices.csv,tuned_logistic_confusion_matric,3,6,3,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_cv_results.csv,tuned_logistic_cv_results,6,7,6,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_regression_coefficients.csv,tuned_logistic_regression_coeff,973,4,973,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_regression_performance.csv,tuned_logistic_regression_per_1,4,19,4,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_regression_test_predictions.csv,logistic_regression_test_pred_2,47171,15,47171,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_selected_c_summary.csv,logistic_selected_c_summary,1,6,1,complete
/scratch/DissProject/outputs/WP3_2/tuned_logistic_regression/t3_2_tuned_logistic_threshold_search_training.csv,logistic_threshold_search_tra_1,99,8,99,complete
/scratch/DissProject/outputs/WP3_2/wp3_2_csv_table_workbook_index.csv,2_table_workbook_index,21,6,21,complete
