mean_predicted_probability,observed_readmission_rate
0.0865036951456447,0.02607036880033913
0.1475604136080362,0.053635785456858175
0.17769704006274548,0.0845876616493534
0.2065476630563612,0.09645961416154335
0.23851888764249118,0.11765952936188255
0.27774742978230027,0.15030739877040492
0.3272647774292842,0.18443926224295104
0.39344900446460107,0.23786304854780582
0.5062795438060622,0.33559465762136953
0.7958366953380093,0.6889972440110239
