processed_feature_name,feature_importance
num__recent_icu_admission_30d_flag,2.345754157981737e-05
num__prior_near_30d_readmission_flag,2.3759864591878157e-05
num__smi_and_high_charlson_flag,2.573802808770881e-05
num__late_imaging_orders_last_6h,2.6199208921354322e-05
num__previous_icu_admissions_14d,2.657956040106032e-05
num__days_since_previous_admission_near_30d_flag,2.711027781659146e-05
num__psychosis_and_substance_use_flag,2.723156985449701e-05
cat__discharge_location_CHRONIC/LONG TERM ACUTE CARE,2.8055667602851312e-05
num__spo2_vital_max_value,2.8747557355748676e-05
num__smi_x_antipsychotic_polypharmacy,2.895432615192927e-05
num__recent_icu_admission_60d_flag,2.9083266741953347e-05
num__has_polysubstance_related_disorder,2.9089105470803077e-05
num__num_positive_blood_culture,3.0472175566272606e-05
num__late_order_activity_and_high_poe_orders,3.0979251408829745e-05
num__late_care_team_activity_flag,3.102680251404973e-05
num__late_safety_orders_and_self_harm_flag,3.104003236375118e-05
num__self_harm_with_late_safety_order_flag,3.1090241752626776e-05
num__high_order_activity_and_late_last_order,3.184329749600443e-05
cat__last_icu_careunit_Medical/Surgical Intensive Care Unit (MICU/SICU),3.3178723731871064e-05
num__previous_icu_admissions_60d,3.344286098916161e-05
num__elixhauser_rheumatoid_collagen,3.360193618630504e-05
num__late_order_activity_flag,3.36978888325002e-05
num__recent_icu_admission_90d_flag,3.471955172183208e-05
cat__discharge_location_REHAB,3.4950605822728235e-05
num__emar_complete_dose_not_given_rate,3.4995837258878316e-05
num__had_followup_or_discharge_planning_order,3.542148059458851e-05
num__discharged_to_rehab_flag,3.550157935682305e-05
num__spo2_72h_max,3.5991847088087454e-05
num__late_order_activity_x_high_poe_orders,3.6592138180982266e-05
num__quiet_home_discharge_psych_risk_flag,3.722992168599652e-05
num__polypharmacy_10plus,3.751938039307748e-05
num__mood_stabiliser_antipsychotic_combination,3.762669842812777e-05
num__vital_72h_hours_with_3plus_instability_indicators,3.828654206966743e-05
cat__race_OTHER,3.9140992702135434e-05
num__psych_related_order_proportion,3.92680377633691e-05
num__elixhauser_pulmonary_circulation,3.93988705892243e-05
num__previous_nonpsych_admissions_30d,3.973321703983217e-05
num__psychosis_on_current_and_previous_admission_flag,3.974440484543063e-05
num__vital_instability_near_discharge_score,4.041444852684854e-05
num__low_aftercare_quality_flag,4.337586915014422e-05
num__had_iv_prescription,4.613411593659628e-05
cat__psych_diagnosis_burden_category_5+ diagnoses,4.638597114873503e-05
num__smi_home_discharge_no_followup_flag,4.647237257680137e-05
num__rass_extreme_flag,4.651353978635765e-05
num__self_harm_and_previous_psych_90d,4.677985118028681e-05
num__previous_icu_admissions_90d,4.9984689118879955e-05
num__num_patient_may_take_own_med_orders,5.00520252941558e-05
num__prior_psych_90d_x_self_harm,5.01951773303262e-05
num__prn_psychotropic_and_self_harm_flag,5.113142496257795e-05
num__late_psych_safety_without_followup_flag,5.2223528099111294e-05
num__friday_evening_discharge_flag,5.228243493396429e-05
num__late_icu_intervention_activity,5.232414574913843e-05
num__antipsychotic_plus_mood_stabiliser,5.292704521608863e-05
num__late_medication_change_without_followup_flag,5.352233693158084e-05
num__recent_psych_admission_90d_x_severe_mental_illness,5.423636086777612e-05
