threshold,precision,recall_sensitivity,precision_recall_gap,f1_score,youden_index,sensitivity,specificity
0.01,0.19976263122239668,1.0,0.8002373687776033,0.33300358924975926,0.005865045243702793,1.0,0.005865045243702742
0.02,0.2007186804141119,1.0,0.7992813195858881,0.33433090313025976,0.011782282213712136,1.0,0.01178228221371207
0.03,0.20152578739636037,1.0,0.7984742126036396,0.33544979144069065,0.016733972247049644,1.0,0.016733972247049537
0.04,0.20233725890700965,1.0,0.7976627410929904,0.336573215889434,0.021672614348810404,1.0,0.021672614348810355
0.05,0.2032660215134205,1.0,0.7967339784865795,0.33785716188970505,0.027276700960980227,1.0,0.02727670096098016
0.060000000000000005,0.20441733616358115,1.0,0.7955826638364188,0.3394460209526869,0.03415296090187292,1.0,0.03415296090187303
0.06999999999999999,0.20587327960859236,1.0,0.7941267203914076,0.34145093533445836,0.04273849987930656,1.0,0.042738499879306634
0.08,0.20771242757995556,1.0,0.7922875724200444,0.34397663357025304,0.053411707909003736,1.0,0.05341170790900372
0.09,0.21024501594565764,1.0,0.7897549840543423,0.3474420686316597,0.06780357643804513,1.0,0.06780357643804516
0.09999999999999999,0.21369744500123591,1.0,0.7863025549987641,0.3521428604490773,0.08687312843731454,1.0,0.08687312843731447
0.11,0.21843793248000185,1.0,0.7815620675199981,0.3585540578753888,0.11207520827760775,1.0,0.1120752082776078
0.12,0.22480748432393458,1.0,0.7751925156760654,0.3670903177865918,0.14426445547719546,1.0,0.1442644554771955
0.13,0.23293224334833593,1.0,0.767067756651664,0.3778508423394787,0.18276890155988013,1.0,0.1827689015598802
0.14,0.2433016725830695,1.0,0.7566983274169305,0.3913799489669932,0.2281757034466112,1.0,0.22817570344661112
0.15000000000000002,0.2553450000335636,1.0,0.7446549999664365,0.4068124699213946,0.2762834271697079,1.0,0.27628342716970794
0.16,0.2697648360376716,1.0,0.7302351639623283,0.424905192491357,0.3282337667421271,1.0,0.32823376674212723
0.17,0.28591078206621817,1.0,0.7140892179337819,0.4446821444436651,0.38018410631454636,1.0,0.38018410631454647
0.18000000000000002,0.30400070327984147,1.0,0.6959992967201585,0.4662584958968419,0.4318343434607028,1.0,0.4318343434607029
0.19,0.3226591792070305,0.9999474223822918,0.6772882431752614,0.48788840788840787,0.4790152781504562,0.9999474223822918,0.47906785576816435
0.2,0.3415161936231155,0.9998948447645837,0.6583786511414682,0.5091359346763938,0.5214532897120985,0.9998948447645837,0.5215584449475147
