source_matrix_variant,source_processed_feature_count,target_core_feature_count,family_top_n,selected_feature_count_for_wp3_1_rebuild,explained_model,explained_model_selection_basis,explained_model_validation_pr_auc_average_precision,explained_model_validation_roc_auc,best_refit_test_pr_auc_average_precision,best_refit_test_roc_auc
clean_feature_audit,1618,550,8,904,Targeted LightGBM - lgbm_127_lr0023_500trees,best_validation_screen_pr_auc,0.6014807715646519,0.8045978137506065,0.5958427336388686,0.8006374293327863
