processed_feature_name,model_family,model_name,model_mean_abs_shap,model_mean_signed_shap
num__elixhauser_rheumatoid_collagen,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005314360761126114,-0.00011736134665697127
num__elixhauser_coagulopathy,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00011901439652084293,-3.5713876307988626e-06
num__elixhauser_obesity,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,9.068833160807837e-05,-1.319924656253921e-05
num__elixhauser_weight_loss,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0007735207563635232,0.0001178161895717452
num__elixhauser_fluid_electrolyte,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0011132972844665357,-5.51700790561682e-06
num__elixhauser_blood_loss_anaemia,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__elixhauser_deficiency_anaemia,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005932699671795983,7.158261537271195e-05
num__elixhauser_alcohol_abuse,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0015537372290202202,0.00018361962960599166
num__elixhauser_drug_abuse,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0011158283055462599,-0.00019709321858232495
num__elixhauser_psychoses,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.03981804457885153,0.012282262301240998
num__elixhauser_depression,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0038937776027822735,0.0005914787260916756
num__finer_substance_use_category_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0008511641118109839,-3.275832741030958e-05
num__elixhauser_individual_group_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00495556005914889,0.00015810558910941047
num__had_mechanical_ventilation_procedure,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__had_dialysis_procedure,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__had_central_line_procedure,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0023388501775337476,0.00014493435018470986
num__had_ect_procedure,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__ect_procedure_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__ect_within_first_72h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__ect_during_admission_flag,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__emar_administration_record_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0038008985915682927,0.0001971623086149469
num__emar_administered_event_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0029454631935162848,0.00027134435656646767
num__emar_not_given_event_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0016323757508565197,0.0003413513699595838
num__emar_administration_count_first_24h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.009496054403476098,0.001509782880363958
num__emar_administration_count_first_72h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0043193791730551075,0.0008821763613810506
num__emar_missed_or_not_given_count_first_24h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.002752995605641819,0.0002944079147579978
num__emar_missed_or_not_given_count_first_72h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00443010526758166,0.00040331181409156234
num__emar_psychotropic_not_given_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0043568719326289125,0.0005644824015440341
num__emar_nonpsychotropic_not_given_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0014149042202037767,0.00012978610940449665
num__emar_delayed_administration_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005467809698713142,-0.0001105097720161571
num__num_delayed_administered_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00024370190067109188,-8.048887176679222e-05
num__num_started_emar_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.006105656535332313,0.00013370714146335812
num__num_stopped_emar_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.001654814491508618,7.664920923718088e-05
num__emar_started_stopped_activity_last_24h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005395122089161109,5.821679432832347e-06
num__emar_delayed_or_not_given_last_24h,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.005147671658432289,5.8217749355542436e-05
num__emar_total_delay_hours,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0012352988399640993,9.455736863639197e-05
num__emar_unique_medication_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0019356006543499503,0.00032913203919781415
num__emar_infusion_administration_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.001304561550596537,3.528894002477134e-05
num__emar_complete_dose_not_given_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__emar_dose_given_record_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0065450700474874385,0.000773667279359228
num__emar_new_iv_bag_count,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0004604578772585588,0.00010652486156544336
num__num_no_barcode_med_admins,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0013339531113794217,0.00011702537708167892
num__num_nonformulary_visual_verification,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0001790263609944587,-4.385308613388222e-08
num__num_dose_due_records,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.002422550683798617,-0.00028162407305013106
num__num_admins_with_remaining_dose,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005501853682638666,-1.62869601377475e-05
num__emar_had_iv_administration,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__emar_had_infusion_administration,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0001071311560265081,-2.060363045864766e-05
num__emar_complete_dose_not_given_flag,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__emar_not_given_rate,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.024497633339138833,0.004463032312768631
num__emar_complete_dose_not_given_rate,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00027144023349956665,8.837238186801773e-07
num__no_barcode_med_admin_rate,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.003544091899335581,0.000750544383542001
num__delayed_administered_rate,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.002506168054942561,6.443515539117392e-06
num__emar_mean_delay_hours,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00168156673102961,-3.846454433092316e-05
num__emar_administered_to_order_ratio,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.004608680138939991,-0.0003471151892461123
num__num_hcpcs_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005990555196097837,0.00015234440934885397
num__num_unique_hcpcs_codes,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0002878362623638618,5.542534269074473e-05
num__num_hospital_observation_hcpcs_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,5.581392190451239e-05,4.024001778451668e-06
num__hcpcs_observation_to_total_ratio,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0010177955217387737,0.0006490214974578642
num__num_unique_order_providers,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0018270378116061984,0.0006482236195107283
num__num_unique_enter_providers,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0015363406289223781,-0.00014964940091064357
num__num_unique_caregivers_icu,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0004306378794070942,0.00024838471497683824
num__num_provider_order_changes,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0022560809932176433,3.7819898255165655e-05
num__num_care_team_touchpoints,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.004860116800782081,0.0022857315111551035
num__num_inputevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0004275135986292241,-0.00010285438307674552
num__num_outputevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0011557165587705927,5.609462310443755e-05
num__num_procedureevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00033022491256669593,-0.00010781603675040252
num__num_datetimeevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0012154997870462974,-1.6162317289163532e-05
num__num_icu_input_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0003803164432519593,-2.204974727263211e-05
num__num_icu_output_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00037080392920723043,3.5480238572392045e-05
num__num_icu_datetime_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00022771004211074626,-7.823077603852137e-05
num__num_icu_procedure_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00015124580891688074,-9.591353690570658e-05
num__num_icu_event_warnings,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__num_continuous_infusion_events,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,6.093990812530793e-05,2.007153115136361e-05
num__num_inputevent_rate_changes,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0012048501685735526,-0.00014865937919122596
num__num_paused_inputevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0002226854111239323,-1.6849058563992595e-05
num__num_stopped_inputevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0001979785211623254,-3.934615146523846e-05
num__num_change_dose_rate_inputevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0018894757871527577,-0.0002575842725786812
num__num_paused_procedureevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__num_stopped_procedureevents,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,2.047530194066165e-05,8.914845059761081e-06
num__num_active_icu_interventions,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0005168199462074309,9.861524325337659e-05
num__icu_event_interruption_score,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0012207015804498458,-0.00018849123065026266
num__icu_event_density_per_day,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0038140933186047088,0.0010604857518872349
num__num_chart_warnings,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__had_chart_warning,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__num_outputevents_last_24h_before_discharge,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0020898413819149825,0.00024038474965149424
num__urine_output_total,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0009181801344526978,-0.00017294729514652626
num__urine_output_per_icu_day,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0010275534770945371,0.00012160872013309494
num__low_urine_output_flag,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__late_icu_intervention_activity,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0001678309498408765,2.1766961558912136e-05
num__has_drg_record,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,3.405422857894378e-05,-1.5637589881355153e-05
num__hemoglobin_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0003141638701930467,2.577817640776171e-05
num__sodium_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.00011504198370028003,-5.599323558132615e-05
num__urea_nitrogen_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_24h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_24h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_24h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_72h_max_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,8.42252362543364e-05,-1.932941572856161e-05
num__hemoglobin_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_72h_mean_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_72h_min_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_min_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_std_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_value_change_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__creatinine_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__glucose_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__hemoglobin_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__platelet_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__potassium_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__sodium_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__urea_nitrogen_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__wbc_lab_value_range_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0001404768497705669,9.743064763765392e-05
num__heart_rate_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_arterial_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_noninvasive_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__respiratory_rate_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__spo2_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_arterial_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_noninvasive_vital_first_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__heart_rate_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_arterial_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_noninvasive_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__respiratory_rate_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__spo2_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_arterial_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_noninvasive_vital_last_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__heart_rate_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_arterial_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_noninvasive_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__respiratory_rate_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__spo2_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_arterial_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__systolic_bp_noninvasive_vital_max_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__heart_rate_vital_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_arterial_vital_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
num__mean_bp_noninvasive_vital_mean_value_missing,LightGBM,Targeted LightGBM - lgbm_127_lr0023_500trees,0.0,0.0
