processed_feature_name,feature_name_clean,feature_family,importance_rank,mean_abs_shap,mean_signed_shap,nonzero_train_percent,selection_reason
num__respiratory_rate_vital_rate_of_change_per_day,respiratory_rate_vital_rate_of_change_per_day,lab_vital_hourly,428,0.001954238264702102,-0.000265960014100568,1.8058749738657744,top_global_shap
num__emar_mean_delay_hours,emar_mean_delay_hours,medication_emar_pharmacy,429,0.001952346194979479,-0.0004552624549200825,100.0,top_global_shap
num__urea_nitrogen_lab_min_value,urea_nitrogen_lab_min_value,lab_vital_hourly,430,0.0019519898839830858,-0.00042823631574768963,25.00418147606105,top_global_shap
num__had_basal_rate_order,had_basal_rate_order,poe_late_order_pathway,431,0.0019159200168176475,-0.00023791860426848418,100.0,top_global_shap
num__sodium_lab_first_24h_max,sodium_lab_first_24h_max,lab_vital_hourly,432,0.0018984518052105501,1.0138364545108601e-05,0.040769391595233115,top_global_shap
num__height_change_recent,height_change_recent,other,433,0.001892754746333113,-9.353317956553108e-05,100.0,top_global_shap
num__glucose_lab_first_24h_mean,glucose_lab_first_24h_mean,lab_vital_hourly,434,0.0018924643813929879,7.595538497609957e-05,100.0,top_global_shap
num__has_opioid_related_disorder,has_opioid_related_disorder,psychiatric_history,435,0.0018895372094417467,0.00033259160892599933,100.0,top_global_shap
num__potassium_lab_last_value,potassium_lab_last_value,lab_vital_hourly,436,0.0018820834235664375,-1.4277983696966568e-05,100.0,top_global_shap
num__urea_nitrogen_lab_last_value,urea_nitrogen_lab_last_value,lab_vital_hourly,437,0.0018809538925354708,-0.00021113333308152247,17.943759146978884,top_global_shap
num__age_65plus,age_65plus,demographic_admin,438,0.0018735227216738664,0.0002328053804425093,100.0,top_global_shap
cat__drg_severity_category_Minor,drg_severity_category_Minor,medical_comorbidity,439,0.0018702658130448342,0.0002226858772326528,100.0,top_global_shap
num__creatinine_lab_first_72h_mean,creatinine_lab_first_72h_mean,lab_vital_hourly,440,0.0018683498955836832,8.807954181152516e-05,100.0,top_global_shap
num__num_transfer_events,num_transfer_events,demographic_admin,441,0.0018682621453398611,2.9541608255611637e-05,100.0,top_global_shap
num__num_unique_order_types,num_unique_order_types,poe_late_order_pathway,442,0.00186345768567235,-5.3191467451489246e-06,100.0,top_global_shap
cat__service_transfer_category_1 transfer,service_transfer_category_1 transfer,demographic_admin,443,0.0018500308923950514,7.155658192268754e-05,100.0,top_global_shap
num__glucose_lab_value_change,glucose_lab_value_change,lab_vital_hourly,444,0.0018420578947697045,-7.325635060047073e-05,100.0,top_global_shap
num__num_unique_pharmacy_medications,num_unique_pharmacy_medications,medication_emar_pharmacy,445,0.001836354908625154,0.0004937559062827002,100.0,top_global_shap
num__late_medication_change_home_discharge_flag,late_medication_change_home_discharge_flag,discharge_aftercare,446,0.0018320676193154467,-0.000245114816395629,100.0,top_global_shap
num__potassium_lab_value_range,potassium_lab_value_range,lab_vital_hourly,447,0.001816938669674085,0.00011314031366218537,100.0,top_global_shap
num__late_medical_to_psych_order_ratio_last_12h,late_medical_to_psych_order_ratio_last_12h,psychiatric_history,448,0.001815935977141662,5.781816039779591e-06,100.0,top_global_shap
num__psychotropic_medication_change_count,psychotropic_medication_change_count,psychiatric_history,449,0.0018158872995986898,0.000318266008953425,100.0,top_global_shap
num__polypharmacy_10plus_x_age_65plus,polypharmacy_10plus_x_age_65plus,medication_emar_pharmacy,450,0.0018156021229422913,0.0003553792579355159,100.0,top_global_shap
num__elixhauser_alcohol_abuse,elixhauser_alcohol_abuse,psychiatric_history,451,0.001805578426599911,0.00014870507849978372,100.0,top_global_shap
num__hemoglobin_lab_max_value,hemoglobin_lab_max_value,lab_vital_hourly,452,0.0018030856076400625,-0.00010278538910595515,100.0,top_global_shap
num__bmi_change_recent,bmi_change_recent,medical_comorbidity,453,0.0017890931377984925,-0.00013998325857477722,100.0,top_global_shap
num__had_iv_prescription,had_iv_prescription,other,454,0.00177241922500092,0.0007326506232399306,100.0,top_global_shap
num__late_order_severity_score_last_12h,late_order_severity_score_last_12h,poe_late_order_pathway,455,0.0017700150113583522,2.6998681617525932e-05,100.0,top_global_shap
num__vital_72h_hours_with_2plus_instability_indicators,vital_72h_hours_with_2plus_instability_indicators,lab_vital_hourly,456,0.0017678797477115177,0.0002456364427015246,10.291135270750575,top_global_shap
num__num_lab_events_first_72h,num_lab_events_first_72h,lab_vital_hourly,457,0.0017667880038283613,-0.00027987563766840437,100.0,top_global_shap
cat__first_service_VSURG,first_service_VSURG,demographic_admin,458,0.0017626314898790407,-6.035379930166279e-05,100.0,top_global_shap
num__num_unique_enter_providers,num_unique_enter_providers,poe_late_order_pathway,459,0.0017618770660759982,-8.286137580897272e-05,100.0,top_global_shap
num__pharmacy_logistics_complexity_score,pharmacy_logistics_complexity_score,medication_emar_pharmacy,460,0.0017546844959538232,2.7373438236612252e-05,100.0,top_global_shap
cat__discharge_location_HOME HEALTH CARE,discharge_location_HOME HEALTH CARE,discharge_aftercare,461,0.0017536306510634115,-0.00018048104418720952,100.0,top_global_shap
num__num_distinct_specimen_types,num_distinct_specimen_types,other,462,0.0017285201891997226,4.246888363327329e-05,100.0,top_global_shap
num__glucose_lab_std_value,glucose_lab_std_value,lab_vital_hourly,463,0.0017285108210348184,8.855476721348098e-05,100.0,top_global_shap
num__potassium_lab_first_72h_mean,potassium_lab_first_72h_mean,lab_vital_hourly,464,0.0017284037557121663,-6.015380100583372e-05,100.0,top_global_shap
num__respiratory_rate_vital_last_value,respiratory_rate_vital_last_value,lab_vital_hourly,465,0.0017043783537258606,-4.7060842013994306e-06,49.1135270750575,top_global_shap
num__antipsychotic_prescription_count,antipsychotic_prescription_count,psychiatric_history,466,0.0016996536374868014,3.025667378260259e-05,100.0,top_global_shap
num__num_unique_drugs,num_unique_drugs,medication_emar_pharmacy,467,0.0016973673776269783,-0.0001699719372087621,100.0,top_global_shap
num__new_smi_this_admission_flag,new_smi_this_admission_flag,psychiatric_history,468,0.0016963733797398365,0.0005583800679847816,100.0,top_global_shap
num__safety_orders_first_72h,safety_orders_first_72h,poe_late_order_pathway,469,0.0016911161510574546,0.0009102199840353342,24.896508467489024,top_global_shap
num__late_imaging_order_share_last_12h,late_imaging_order_share_last_12h,poe_late_order_pathway,470,0.0016848790881844851,-0.00012123418506923259,100.0,top_global_shap
num__wbc_lab_first_72h_mean,wbc_lab_first_72h_mean,lab_vital_hourly,471,0.0016719433992961295,0.00015174287228903754,10.987873719422957,top_global_shap
num__num_unique_poe_order_categories,num_unique_poe_order_categories,poe_late_order_pathway,472,0.001661739747885096,-0.0003149786743775553,100.0,top_global_shap
num__self_harm_without_aftercare_or_safety_plan_flag,self_harm_without_aftercare_or_safety_plan_flag,psychiatric_history,473,0.0016581306765481845,0.0007701173647524179,11.782354171022371,top_global_shap
num__num_unique_order_providers_first_24h,num_unique_order_providers_first_24h,poe_late_order_pathway,474,0.001656963026895213,-0.0006122117300879993,100.0,top_global_shap
num__wbc_lab_first_24h_mean,wbc_lab_first_24h_mean,lab_vital_hourly,475,0.0016526476285475778,-0.0001712335961108566,23.16537737821451,top_global_shap
num__previous_height_cm_before_admission,previous_height_cm_before_admission,prior_utilisation,476,0.001639860088264149,0.00010893955798436974,100.0,top_global_shap
num__hemoglobin_lab_value_change,hemoglobin_lab_value_change,lab_vital_hourly,477,0.0016221546918006161,0.00015258983533128826,100.0,top_global_shap
num__prn_psychotropic_orders_last_24h_before_discharge,prn_psychotropic_orders_last_24h_before_discharge,psychiatric_history,478,0.0016141559018297766,-0.00019997476685268975,100.0,top_global_shap
num__creatinine_lab_std_value,creatinine_lab_std_value,lab_vital_hourly,479,0.0016034058948632846,-0.00020059686265537074,100.0,top_global_shap
num__night_admission,night_admission,other,480,0.0016003560085563525,-2.7684623844875492e-05,100.0,top_global_shap
cat__race_UNABLE TO OBTAIN,race_UNABLE TO OBTAIN,demographic_admin,481,0.0015994193974694687,0.00019973827202033744,100.0,top_global_shap
num__num_stopped_emar_events,num_stopped_emar_events,medication_emar_pharmacy,482,0.001586238576795019,0.0001705525614016169,100.0,top_global_shap
num__recent_psych_admission_365d,recent_psych_admission_365d,prior_utilisation,483,0.0015787207910863022,0.0009245976984755241,100.0,top_global_shap
num__potassium_lab_first_72h_min,potassium_lab_first_72h_min,lab_vital_hourly,484,0.001577607842965457,0.00016618305982933604,100.0,top_global_shap
num__admitted_from_emergency_transfer_flag,admitted_from_emergency_transfer_flag,demographic_admin,485,0.0015658923779405109,-1.6926621910547956e-05,100.0,top_global_shap
cat__marital_status_SINGLE,marital_status_SINGLE,demographic_admin,486,0.0015631394043927795,0.00025177527222581425,100.0,top_global_shap
num__late_order_type_diversity_last_6h,late_order_type_diversity_last_6h,poe_late_order_pathway,487,0.0015595764469897386,0.0005609495252228785,100.0,top_global_shap
cat__admission_location_EMERGENCY ROOM,admission_location_EMERGENCY ROOM,demographic_admin,488,0.0015450285673910408,7.674864752135242e-05,100.0,top_global_shap
num__num_iv_route_pharmacy_orders,num_iv_route_pharmacy_orders,poe_late_order_pathway,489,0.0015448053121537766,6.269035005448256e-05,100.0,top_global_shap
num__potassium_lab_first_value,potassium_lab_first_value,lab_vital_hourly,490,0.0015391695154695724,-5.8273792771857915e-05,100.0,top_global_shap
num__urea_nitrogen_lab_first_24h_min,urea_nitrogen_lab_first_24h_min,lab_vital_hourly,491,0.0015368443127475287,-0.0002406304446775833,0.0015680535228935813,top_global_shap
cat__race_WHITE,race_WHITE,demographic_admin,492,0.0015290500231824886,-4.967467116844351e-05,100.0,top_global_shap
num__num_pain_chart_events,num_pain_chart_events,lab_vital_hourly,493,0.0015190310708412043,0.00012936260320769256,100.0,top_global_shap
num__pharmacy_infusion_complexity_score,pharmacy_infusion_complexity_score,medication_emar_pharmacy,494,0.0015145989644522518,0.00016676280858868674,100.0,top_global_shap
num__wbc_lab_first_24h_min,wbc_lab_first_24h_min,lab_vital_hourly,495,0.0015110986522841796,5.7569615872397626e-05,25.83315910516412,top_global_shap
num__weight_change_recent_filled,weight_change_recent_filled,prior_utilisation,496,0.001503988243206758,9.981497589876416e-05,2.900376332845495,top_global_shap
num__previous_ed_visits_90d,previous_ed_visits_90d,prior_utilisation,497,0.0015014861682684606,7.127650121745106e-05,100.0,top_global_shap
num__had_benzodiazepine,had_benzodiazepine,medication_emar_pharmacy,498,0.0014992740547433486,-4.149383761743282e-05,100.0,top_global_shap
num__platelet_lab_first_value,platelet_lab_first_value,lab_vital_hourly,499,0.0014985450292643136,2.641102277101441e-05,100.0,top_global_shap
num__heart_rate_vital_min_value,heart_rate_vital_min_value,lab_vital_hourly,500,0.0014957045127545125,-7.114567269063285e-05,100.0,top_global_shap
num__num_antibiotic_prescriptions,num_antibiotic_prescriptions,other,501,0.0014911445380924116,-1.083433553574999e-05,100.0,top_global_shap
cat__discharge_location_grouped_Psych facility,discharge_location_grouped_Psych facility,psychiatric_history,502,0.001488901532224413,0.0010759467209810916,100.0,top_global_shap
cat__drg_mortality_category_Moderate,drg_mortality_category_Moderate,medical_comorbidity,503,0.0014860971489447307,-0.0002729954214582102,100.0,top_global_shap
num__platelet_lab_first_72h_min,platelet_lab_first_72h_min,lab_vital_hourly,504,0.00148476418124374,-9.900116507857063e-05,100.0,top_global_shap
num__mean_bp_noninvasive_vital_mean_value,mean_bp_noninvasive_vital_mean_value,lab_vital_hourly,505,0.0014607113368262043,-0.000160213541460967,100.0,top_global_shap
num__frequent_psych_admitter_and_discharge_planning,frequent_psych_admitter_and_discharge_planning,psychiatric_history,506,0.0014507608290152138,0.0005196442320606613,100.0,top_global_shap
num__urea_nitrogen_lab_first_72h_max,urea_nitrogen_lab_first_72h_max,lab_vital_hourly,507,0.0014486680433442119,-0.00014638384608161139,6.210014635166214,top_global_shap
num__num_outputevents,num_outputevents,icu_care,508,0.0014462490593275703,6.415135538147357e-05,100.0,top_global_shap
num__num_recurrent_psych_diagnosis_groups,num_recurrent_psych_diagnosis_groups,psychiatric_history,509,0.0014412819950806264,-0.00046432182511550903,100.0,top_global_shap
num__heart_rate_vital_first_value,heart_rate_vital_first_value,lab_vital_hourly,510,0.001434871949757493,3.639239596692822e-05,100.0,top_global_shap
num__spo2_vital_last_value,spo2_vital_last_value,lab_vital_hourly,511,0.0014255630074054247,0.0001390148262219399,0.28486305665900064,top_global_shap
num__previous_ed_visits_30d,previous_ed_visits_30d,prior_utilisation,512,0.0014249422274823405,0.0008183862345671224,100.0,top_global_shap
cat__admission_type_SURGICAL SAME DAY ADMISSION,admission_type_SURGICAL SAME DAY ADMISSION,demographic_admin,513,0.0014239041729976417,0.00016575903402149563,100.0,top_global_shap
num__has_severe_mental_illness,has_severe_mental_illness,other,514,0.0014108776834147409,0.00045600831557743635,100.0,top_global_shap
num__num_med_orders_with_duration,num_med_orders_with_duration,poe_late_order_pathway,515,0.0014038896546012833,-7.326158059432492e-05,100.0,top_global_shap
num__elixhauser_chronic_pulmonary,elixhauser_chronic_pulmonary,medical_comorbidity,516,0.001403548351699191,-8.618567701707119e-05,100.0,top_global_shap
num__emar_not_given_event_count,emar_not_given_event_count,medication_emar_pharmacy,517,0.0013998876051875058,7.57762574848264e-05,100.0,top_global_shap
num__had_lockout_interval_order,had_lockout_interval_order,poe_late_order_pathway,518,0.0013988330837897051,1.9472323422953488e-05,100.0,top_global_shap
num__potassium_lab_min_value,potassium_lab_min_value,lab_vital_hourly,519,0.0013927149497052344,0.00011554591037800088,100.0,top_global_shap
num__low_psych_marker_medical_instability_flag,low_psych_marker_medical_instability_flag,psychiatric_history,520,0.00139260275440886,-0.00018634633745725235,100.0,top_global_shap
num__late_routine_care_order_share_last_12h,late_routine_care_order_share_last_12h,poe_late_order_pathway,521,0.001385313978872454,0.00013860563523629822,100.0,top_global_shap
num__creatinine_lab_first_24h_mean,creatinine_lab_first_24h_mean,lab_vital_hourly,522,0.0013830267659969996,0.0001198898825287003,100.0,top_global_shap
num__mean_bp_noninvasive_vital_min_value,mean_bp_noninvasive_vital_min_value,lab_vital_hourly,523,0.0013756341596205001,7.962254285367854e-05,100.0,top_global_shap
num__urea_nitrogen_lab_first_24h_max,urea_nitrogen_lab_first_24h_max,lab_vital_hourly,524,0.0013754602178352626,2.970174812255103e-05,61.03596069412502,top_global_shap
num__wbc_lab_value_range,wbc_lab_value_range,lab_vital_hourly,525,0.0013697011215676696,8.415361303096398e-05,16.089274513903405,top_global_shap
num__emar_total_delay_hours,emar_total_delay_hours,medication_emar_pharmacy,526,0.0013695215012916066,0.00013949763447618108,100.0,top_global_shap
cat__first_service_NSURG,first_service_NSURG,demographic_admin,527,0.001359472984979185,2.286464343649626e-05,100.0,top_global_shap
num__had_social_work_case_management_order,had_social_work_case_management_order,poe_late_order_pathway,528,0.0013585007405463746,-4.4985587497409815e-05,100.0,top_global_shap
num__spo2_vital_relative_range,spo2_vital_relative_range,lab_vital_hourly,529,0.0013556224307963963,0.00012358005283283886,1.9966548191511602,top_global_shap
num__sodium_lab_first_72h_max,sodium_lab_first_72h_max,lab_vital_hourly,530,0.001347152044344486,-0.00014658728465511764,1.251829395776709,top_global_shap
num__emar_infusion_administration_count,emar_infusion_administration_count,medication_emar_pharmacy,531,0.001331478962142856,5.14800848982877e-05,100.0,top_global_shap
num__glucose_lab_first_24h_count,glucose_lab_first_24h_count,lab_vital_hourly,532,0.0013295408830068306,-3.0821273171377786e-05,100.0,top_global_shap
cat__insurance_grouped_Private,insurance_grouped_Private,demographic_admin,533,0.0013200938794840993,-2.7433759251145448e-05,100.0,top_global_shap
num__platelet_lab_first_24h_mean,platelet_lab_first_24h_mean,lab_vital_hourly,534,0.0013166358025239802,-0.00020775322379702695,100.0,top_global_shap
cat__discharge_location_Unknown,discharge_location_Unknown,discharge_aftercare,535,0.00131266574043136,0.00018877648755481774,100.0,top_global_shap
num__high_drg_severity,high_drg_severity,medical_comorbidity,536,0.0013046372127374375,-0.00026301565489743887,100.0,top_global_shap
num__days_since_latest_body_measure_missing,days_since_latest_body_measure_missing,other,537,0.0012977913849970852,0.00024349748310108576,100.0,top_global_shap
num__heart_rate_72h_std,heart_rate_72h_std,lab_vital_hourly,538,0.0012871778144288573,0.00014011060516121664,100.0,top_global_shap
num__num_unique_order_providers_first_72h,num_unique_order_providers_first_72h,poe_late_order_pathway,539,0.001284274607585749,-0.00011496144803451804,100.0,top_global_shap
num__num_oral_pharmacy_orders,num_oral_pharmacy_orders,poe_late_order_pathway,540,0.001283513973385004,0.00011118197566158404,100.0,top_global_shap
num__sodium_lab_count,sodium_lab_count,lab_vital_hourly,541,0.0012766797620393272,0.00029201228303697897,0.01933932678235417,top_global_shap
num__creatinine_lab_first_24h_max,creatinine_lab_first_24h_max,lab_vital_hourly,542,0.0012727030365242684,-1.9342924065247666e-05,100.0,top_global_shap
num__has_liver_disease,has_liver_disease,medical_comorbidity,543,0.0012686740017015302,-0.00017950658206093207,100.0,top_global_shap
num__late_medication_orders_last_6h,late_medication_orders_last_6h,poe_late_order_pathway,544,0.0012576042739252651,-0.000134858619380367,100.0,top_global_shap
num__facility_discharge_with_discharge_planning_flag,facility_discharge_with_discharge_planning_flag,discharge_aftercare,545,0.0012500534063211285,-0.00012990809714469317,100.0,top_global_shap
num__mean_bp_noninvasive_vital_first_value,mean_bp_noninvasive_vital_first_value,lab_vital_hourly,546,0.0012398767994076776,-7.606453357674183e-05,100.0,top_global_shap
num__num_change_dose_rate_inputevents,num_change_dose_rate_inputevents,medication_emar_pharmacy,547,0.0012364486712502492,-0.00025303608291891695,100.0,top_global_shap
num__num_outputevents_last_24h_before_discharge,num_outputevents_last_24h_before_discharge,discharge_aftercare,548,0.0012354426160632046,0.00011428729084484106,100.0,top_global_shap
num__mean_bp_noninvasive_72h_std,mean_bp_noninvasive_72h_std,other,549,0.0012318815346953568,-0.0001949713943503846,100.0,top_global_shap
num__late_medication_orders_last_12h,late_medication_orders_last_12h,poe_late_order_pathway,550,0.001229207360702629,8.533959162342487e-05,100.0,top_global_shap
num__emar_nonpsychotropic_not_given_count,emar_nonpsychotropic_not_given_count,psychiatric_history,551,0.0012253285214243927,6.78661783304288e-05,100.0,clinical_pattern_addback
num__has_previous_hospital_admission,has_previous_hospital_admission,prior_utilisation,553,0.0012193210453042263,0.00022518683468730476,100.0,clinical_pattern_addback
num__heart_rate_vital_max_value,heart_rate_vital_max_value,lab_vital_hourly,554,0.0011996234567075853,6.831405061843231e-05,100.0,clinical_pattern_addback
num__late_orders_without_self_harm_flag,late_orders_without_self_harm_flag,psychiatric_history,556,0.0011974151694141876,0.0006355182158854279,100.0,clinical_pattern_addback
num__service_change_last_24h_before_discharge_flag,service_change_last_24h_before_discharge_flag,discharge_aftercare,558,0.0011922339936300684,0.00015019266264668034,0.01777127325946059,clinical_pattern_addback
cat__discharge_location_AGAINST ADVICE,discharge_location_AGAINST ADVICE,discharge_aftercare,560,0.0011836498831783782,-4.510245622739732e-05,100.0,clinical_pattern_addback
cat__discharge_season_winter,discharge_season_winter,discharge_aftercare,561,0.0011806247440908843,-5.1572232593122416e-05,100.0,clinical_pattern_addback
num__spo2_72h_std,spo2_72h_std,lab_vital_hourly,562,0.0011792114760236039,-7.532937806304536e-05,2.3980765210119173,clinical_pattern_addback
num__elixhauser_liver_disease,elixhauser_liver_disease,medical_comorbidity,565,0.0011674514756522657,-0.00012061556544419831,100.0,clinical_pattern_addback
num__respiratory_rate_vital_mean_value,respiratory_rate_vital_mean_value,lab_vital_hourly,566,0.0011655277135646665,0.0002908154003708134,13.325318837549654,clinical_pattern_addback
num__late_psych_safety_orders_last_12h,late_psych_safety_orders_last_12h,psychiatric_history,567,0.0011640833657867843,9.432839558140899e-05,100.0,clinical_pattern_addback
num__late_order_type_diversity_last_12h,late_order_type_diversity_last_12h,poe_late_order_pathway,568,0.0011601796620500605,0.00047883458260488006,100.0,clinical_pattern_addback
num__elixhauser_drug_abuse,elixhauser_drug_abuse,medication_emar_pharmacy,569,0.001150104284783858,-5.347006189688867e-05,100.0,clinical_pattern_addback
num__late_clinical_order_count_last_6h,late_clinical_order_count_last_6h,poe_late_order_pathway,570,0.0011500605232301164,0.00010088560249152985,100.0,clinical_pattern_addback
num__has_other_psych_diagnosis,has_other_psych_diagnosis,psychiatric_history,571,0.001148566030094067,3.757821841706756e-05,100.0,clinical_pattern_addback
num__elixhauser_valvular_disease,elixhauser_valvular_disease,medical_comorbidity,572,0.0011413462562969252,-8.624822626607839e-05,100.0,clinical_pattern_addback
num__previous_weight_kg_before_admission_filled,previous_weight_kg_before_admission_filled,prior_utilisation,573,0.001137603939318227,1.9220594853962253e-05,100.0,clinical_pattern_addback
num__has_cognitive_delirium,has_cognitive_delirium,lab_vital_hourly,574,0.0011375345988665069,0.0001459503458819526,100.0,clinical_pattern_addback
num__previous_bmi_before_admission_filled,previous_bmi_before_admission_filled,prior_utilisation,575,0.0011365805404035582,-0.00016264067754188021,100.0,clinical_pattern_addback
num__num_prn_psychotropic_orders,num_prn_psychotropic_orders,psychiatric_history,578,0.0011284525391285789,1.266656230784325e-05,100.0,clinical_pattern_addback
num__age_65plus_x_elixhauser_group_count,age_65plus_x_elixhauser_group_count,medical_comorbidity,581,0.0011131271204536017,7.5049820160219815e-06,100.0,clinical_pattern_addback
num__systolic_bp_noninvasive_vital_max_value,systolic_bp_noninvasive_vital_max_value,lab_vital_hourly,586,0.0010958373783942332,0.00021711502682678015,0.7976165586452018,clinical_pattern_addback
num__aftercare_quality_score,aftercare_quality_score,discharge_aftercare,587,0.0010954178374368195,0.00016352116024573134,100.0,clinical_pattern_addback
num__late_clinical_order_count_last_12h,late_clinical_order_count_last_12h,poe_late_order_pathway,590,0.0010759480082286612,-0.00012905519832038837,100.0,clinical_pattern_addback
num__previous_admission_had_discharge_planning_order,previous_admission_had_discharge_planning_order,prior_utilisation,591,0.0010741929251964258,-2.2299607596684314e-05,100.0,clinical_pattern_addback
num__height_change_recent_filled,height_change_recent_filled,prior_utilisation,592,0.0010684102449932196,-2.141858956220788e-05,100.0,clinical_pattern_addback
num__num_careunit_transfers,num_careunit_transfers,icu_care,594,0.0010650726485236526,5.806964970302886e-05,100.0,top_within_family
num__home_discharge_without_medication_or_followup_plan_flag,home_discharge_without_medication_or_followup_plan_flag,discharge_aftercare,597,0.0010605336740837604,0.0003176661216088649,100.0,clinical_pattern_addback
num__mean_bp_arterial_vital_last_value,mean_bp_arterial_vital_last_value,lab_vital_hourly,598,0.0010494452172560274,0.00019602019907358838,100.0,clinical_pattern_addback
num__elixhauser_fluid_electrolyte,elixhauser_fluid_electrolyte,medical_comorbidity,599,0.0010391464372525665,-5.86959205714983e-05,100.0,clinical_pattern_addback
num__late_admin_aftercare_order_count_last_12h,late_admin_aftercare_order_count_last_12h,discharge_aftercare,600,0.0010301924097997398,0.0002673501488841116,100.0,clinical_pattern_addback
num__max_oxygen_flow_rate,max_oxygen_flow_rate,lab_vital_hourly,601,0.0010230041446419682,-1.598358859258442e-05,100.0,clinical_pattern_addback
num__spo2_vital_first_value,spo2_vital_first_value,lab_vital_hourly,603,0.0009985862570104332,-9.641590836410377e-05,0.12021743675517459,clinical_pattern_addback
num__late_discharge_hour_with_late_orders_flag,late_discharge_hour_with_late_orders_flag,discharge_aftercare,604,0.0009947646434942665,0.00010180958830153207,100.0,clinical_pattern_addback
num__home_discharge_without_followup_order_flag,home_discharge_without_followup_order_flag,discharge_aftercare,608,0.0009820595221122761,0.00012221576871995207,100.0,clinical_pattern_addback
num__previous_height_cm_before_admission_filled,previous_height_cm_before_admission_filled,prior_utilisation,609,0.000980280249367919,7.447226937696419e-05,100.0,clinical_pattern_addback
num__mean_bp_arterial_vital_max_value,mean_bp_arterial_vital_max_value,lab_vital_hourly,610,0.0009793398224035152,3.8219266111849036e-05,100.0,clinical_pattern_addback
num__mean_bp_noninvasive_vital_value_range,mean_bp_noninvasive_vital_value_range,lab_vital_hourly,613,0.0009754519279822624,-3.643566495785441e-05,100.0,clinical_pattern_addback
num__prior_discharge_instability_score,prior_discharge_instability_score,prior_utilisation,616,0.0009682928298800591,1.0583498210550482e-05,100.0,clinical_pattern_addback
num__previous_admission_had_safety_order,previous_admission_had_safety_order,prior_utilisation,620,0.0009417523034634383,0.00021916590424240256,100.0,clinical_pattern_addback
num__discharged_to_facility_flag,discharged_to_facility_flag,discharge_aftercare,621,0.0009409218088940163,-2.1099335296901733e-06,100.0,clinical_pattern_addback
num__heart_rate_vital_value_change,heart_rate_vital_value_change,lab_vital_hourly,622,0.0009396151418431744,0.00019444126414877098,100.0,clinical_pattern_addback
num__prior_psych_365d_x_self_harm,prior_psych_365d_x_self_harm,prior_utilisation,624,0.0009358474047508442,0.00028776679921824097,100.0,clinical_pattern_addback
cat__discharge_location_grouped_Home health care,discharge_location_grouped_Home health care,discharge_aftercare,625,0.000930718827184773,-4.344126943205507e-05,100.0,clinical_pattern_addback
num__quiet_medical_frailty_low_psych_history_score,quiet_medical_frailty_low_psych_history_score,psychiatric_history,626,0.0009274738876683328,2.9703152108183305e-05,100.0,clinical_pattern_addback
num__icu_event_interruption_score,icu_event_interruption_score,icu_care,628,0.0009231951688657981,-8.420436180757486e-05,100.0,top_within_family
num__num_datetimeevents,num_datetimeevents,icu_care,630,0.0009209385995821575,-9.836935341410953e-05,100.0,top_within_family
num__previous_discharge_to_facility_flag,previous_discharge_to_facility_flag,prior_utilisation,639,0.0008933327687473452,0.0001576639307922205,100.0,clinical_pattern_addback
num__previous_psych_admissions_30d,previous_psych_admissions_30d,prior_utilisation,640,0.0008851808565852548,-1.2116205434259377e-05,100.0,clinical_pattern_addback
num__weekend_or_friday_discharge_with_no_followup_flag,weekend_or_friday_discharge_with_no_followup_flag,discharge_aftercare,641,0.0008815969361350825,2.514958767718116e-05,83.10108718377587,clinical_pattern_addback
num__systolic_bp_noninvasive_vital_value_range,systolic_bp_noninvasive_vital_value_range,lab_vital_hourly,643,0.0008799766440217315,0.0001246549916837426,0.7793226008781099,clinical_pattern_addback
num__num_cam_delirium_chart_events,num_cam_delirium_chart_events,lab_vital_hourly,644,0.0008781283387887602,0.0001413066599066084,100.0,clinical_pattern_addback
num__previous_nonpsych_admissions_365d,previous_nonpsych_admissions_365d,prior_utilisation,645,0.0008778730905253411,4.5305365480662086e-05,100.0,clinical_pattern_addback
num__late_discharge_admin_orders_last_12h,late_discharge_admin_orders_last_12h,discharge_aftercare,646,0.0008770988869861699,-9.00449480729895e-05,100.0,clinical_pattern_addback
num__emergency_admission_with_recent_psych_history_flag,emergency_admission_with_recent_psych_history_flag,prior_utilisation,647,0.0008639989826166928,0.00016506233670157537,100.0,clinical_pattern_addback
num__gcs_min_score,gcs_min_score,lab_vital_hourly,648,0.0008636961145986617,-6.922616956080366e-06,100.0,clinical_pattern_addback
cat__discharge_location_PSYCH FACILITY,discharge_location_PSYCH FACILITY,psychiatric_history,649,0.0008597970189836161,0.000592546653409194,100.0,clinical_pattern_addback
num__transfer_admission_with_psych_history_flag,transfer_admission_with_psych_history_flag,psychiatric_history,656,0.0008384165090571563,0.00010881537010390187,1.3652519339326783,clinical_pattern_addback
num__late_followup_or_aftercare_orders_last_6h,late_followup_or_aftercare_orders_last_6h,discharge_aftercare,657,0.0008375436719451795,5.051994901944377e-05,100.0,clinical_pattern_addback
num__new_safety_order_last_24h_before_discharge_flag,new_safety_order_last_24h_before_discharge_flag,discharge_aftercare,659,0.0008293117321564446,0.0005294617116296334,100.0,clinical_pattern_addback
num__discontinued_orders_last_24h_before_discharge,discontinued_orders_last_24h_before_discharge,discharge_aftercare,661,0.0008199776999451578,-2.62055609457498e-05,100.0,clinical_pattern_addback
num__late_routine_care_orders_last_12h,late_routine_care_orders_last_12h,poe_late_order_pathway,662,0.0008184146086156613,2.7425464491110948e-05,100.0,clinical_pattern_addback
