source_matrix_variant,X_train_file,X_test_file,feature_names_file,training_rows,test_rows,processed_feature_count,training_prevalence,test_prevalence,training_nonzero_density,test_nonzero_density
clean_feature_audit,/scratch/DissProject/outputs/WP3_1/t3_1_X_train_processed_clean_feature_audit.npz,/scratch/DissProject/outputs/WP3_1/t3_1_X_test_processed_clean_feature_audit.npz,/scratch/DissProject/outputs/WP3_1/t3_1_processed_feature_names_clean_feature_audit.csv,191320,47171,1618,0.1988239598578298,0.1975578215428971,0.8485784919653894,0.8485784919653894
